municipality,warrant_rev,warrant_rev_adj,warrant_rev_capita,warrant_rev_capita_adj,uncond_grant_rev,uncond_grant_rev_adj,uncond_grant_rev_capita,uncond_grant_rev_capita_adj,other_govt_serv_rev,other_govt_serv_rev_adj,other_govt_serv_rev_capita,other_govt_serv_rev_capita_adj,sale_of_serv_rev,sale_of_serv_rev_adj,sale_of_serv_rev_capita,sale_of_serv_rev_capita_adj,own_source_rev,own_source_rev_adj,own_source_rev_capita,own_source_rev_capita_adj,cond_transfer_rev,cond_transfer_rev_adj,cond_transfer_rev_capita,cond_transfer_rev_capita_adj,other_transfer_rev,other_transfer_rev_adj,other_transfer_rev_capita,other_transfer_rev_capita_adj,biennial_surplus_rev,biennial_surplus_rev_adj,biennial_surplus_rev_capita,biennial_surplus_rev_capita_adj,total_rev,total_rev_adj,total_rev_capita,total_rev_capita_adj
Alma,221537,202872.7106227106,763.9206896551724,699.5610711127952,19483,17841.57509157509,67.18275862068965,61.52267272956928,9577,8770.14652014652,33.02413793103448,30.24188455222938,15000,13736.263736263736,51.724137931034484,47.3664266767715,250,228.93772893772893,0.8620689655172413,0.7894404446128584,7577,6938.644688644688,26.127586206896552,23.92636099532651,55,50.366300366300365,0.1896551724137931,0.17367689781482884,957,876.3736263736264,3.3,3.021978021978022,274436,251315.0183150183,946.3310344827586,866.6035114310976
Aroostook,103962,95203.2967032967,273.5842105263158,250.534991324465,52127,47735.34798534798,137.17631578947368,125.61933680354731,0,0.0,0.0,0.0,300,274.7252747252747,0.7894736842105263,0.7229612492770386,9755,8933.150183150183,25.67105263157895,23.508289955658377,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,166144,152146.52014652014,437.22105263157897,400.3855793329477
Atholville,1761580,1613168.498168498,1275.5829109341057,1168.116218804126,119473,109407.50915750915,86.51194786386677,79.22339547973147,0,0.0,0.0,0.0,3100,2838.8278388278386,2.24475018102824,2.055632033908645,93642,85752.74725274726,67.80738595220855,62.09467578041076,0,0.0,0.0,0.0,0,0.0,0.0,0.0,588,538.4615384615385,0.42577842143374367,0.38990697933493007,1978383,1811706.043956044,1432.572773352643,1311.8798290775119
Baker-Brook,308186,282221.6117216117,514.5008347245409,471.15461055360885,65321,59817.765567765564,109.05008347245409,99.86271380261363,40636,37212.45421245421,67.83973288814691,62.12429751661805,0,0.0,0.0,0.0,8660,7930.40293040293,14.457429048414024,13.239403890489031,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1182,1082.4175824175825,1.973288814691152,1.8070410390944616,423985,388264.652014652,707.821368948247,648.188066802424
Balmoral,761675,697504.5787545787,414.85566448801745,379.9044546593566,221921,203224.35897435897,120.87200435729848,110.68864867884476,100067,91636.44688644688,54.50272331154684,49.9109187834678,0,0.0,0.0,0.0,9351,8563.186813186812,5.0931372549019605,4.664045105221575,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11062,10130.03663003663,6.025054466230936,5.517449144900125,1104076,1011058.608058608,601.3485838779957,550.6855163717909
Bas-Caraquet,623316,570802.1978021978,369.044404973357,337.9527518071035,262567,240445.9706959707,155.45707519242154,142.359958967419,50425,46176.73992673992,29.854943753700415,27.339692082143234,1750,1602.5641025641025,1.0361160449970397,0.9488242170302561,15829,14495.421245421245,9.371817643576081,8.582250589355384,0,0.0,0.0,0.0,20021,18334.249084249084,11.853759621077561,10.855091228093004,947,867.2161172161171,0.5606867969212552,0.5134494477300872,974855,892724.358974359,577.1788040260509,528.5520183388745
Bath,286022,261924.9084249084,483.14527027027026,442.44072369072364,46915,42962.45421245421,79.2483108108108,72.5717131967132,1047,958.7912087912088,1.7685810810810811,1.6195797445797446,48050,44001.8315018315,81.16554054054055,74.32741807741807,5600,5128.205128205128,9.45945945945946,8.662508662508662,0,0.0,0.0,0.0,380,347.98534798534797,0.6418918918918919,0.5878130878130878,0,0.0,0.0,0.0,388014,355324.1758241758,655.4290540540541,600.2097564597565
Bathurst,13083165,11980920.329670329,1012.3154596100278,927.0288091666921,2505032,2293985.3479853477,193.82791705354379,177.49809253987524,167805,153667.58241758242,12.983983286908078,11.890094585080657,1083985,992660.2564102564,83.87380068090374,76.80750978104739,380238,348203.2967032967,29.421077065923864,26.942378265498043,0,0.0,0.0,0.0,7555,6918.4981684981685,0.5845713401423708,0.5353217400571161,14493,13271.978021978022,1.121402042711235,1.0269249475377609,17242273,15789627.289377289,1334.128211080161,1221.7291310257883
Belledune,3514807,3218687.728937729,1827.7727509100364,1673.7845704304361,40828,37388.278388278384,21.231409256370256,19.44268246920353,422594,386990.84249084245,219.75767030681226,201.24328782675116,109137,99942.30769230769,56.753510140405616,51.972078883155326,8500,7783.882783882784,4.420176807072283,4.047780958857402,6000,5494.505494505494,3.1201248049921997,2.8572571474287543,17089,15649.267399267399,8.886635465418617,8.137944565401664,13532,12391.941391941391,7.036921476859074,6.444067286500983,4132487,3784328.7545787543,2148.9791991679667,1967.929669567735
Beresford,2440189,2234605.3113553114,552.8294064340733,506.25403519603793,579489,530667.5824175824,131.28432260987765,120.22373865373412,78653,72026.55677655677,17.818985047575897,16.317751875069497,64200,58791.20879120879,14.544630720434979,13.319258901497234,400,366.3003663003663,0.09062075215224287,0.08298603676945317,9373,8583.333333333332,2.123470774807431,1.9445703066002111,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3172304,2905040.293040293,718.6914363389216,658.1423409697084
