municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,290,312,0.0125559560636471,17643977,16157488.095238095,60841.3,55715.47619047619
Aroostook,380,397,0.01230006566376602,8452150,7740064.102564102,22242.5,20368.589743589742
Atholville,1381,1376,0.01195900055591383,147301607,134891581.5018315,106663.00289645184,97676.74257916836
Baker-Brook,599,629,0.01335000210092315,23085090,21140192.307692308,38539.38230383973,35292.47463721587
Balmoral,1836,1975,0.01429056855871537,53299139,48808735.34798535,29030.032135076253,26584.27851197459
Bas-Caraquet,1689,1775,0.01399544873313342,44537050,40784844.32234432,26368.88691533452,24147.33234004992
Bath,592,629,0.01379965503515988,20726750,18980540.293040294,35011.40202702703,32061.72346797347
Bathurst,12924,13815,0.01731000031170309,755815411,692138654.7619047,58481.53907458991,53554.52296207867
Belledune,1923,2060,0.01071543785587211,328013381,300378554.029304,170573.78107124285,156203.09621908684
Beresford,4414,4720,0.01559700157574401,156452443,143271467.94871795,35444.59515178976,32458.420468671942
Bertrand,1269,1379,0.01419000521185908,33385400,30572710.622710623,26308.43183609141,24091.970545871256
Blacks Harbour,1082,1148,0.01510257157671733,55061550,50422664.83516483,50888.67837338262,46601.353821778954
Blackville,1015,957,0.01212093030360498,37053839,33932086.996337,36506.24532019704,33430.62758259803
Bouctouche,2426,2459,0.01167499841583022,129926099,118979944.13919413,53555.6879637263,49043.67029645265
Cambridge-Narrows,654,634,0.01110000050502755,49502250,45331730.76923077,75691.5137614679,69314.57304163725
Campbellton,7798,8404,0.01683500026649963,359287550,329017902.93040293,46074.32033854834,42192.60104262669
Canterbury,399,433,0.01220409734915437,10549162,9660404.761904761,26439.002506265664,24211.540756653536
Cap-Pelé,2266,2242,0.01200399961981055,119256335,109209097.98534799,52628.56796116505,48194.6593050962
Caraquet,4442,4653,0.01426699862256548,211915700,194061996.33699632,47707.271499324626,43687.977563484084
Centreville,535,559,0.01170004934056995,29995600,27468498.168498166,56066.542056074766,51342.987230837694
Charlo,1449,1610,0.01395599690179903,51871393,47501275.64102564,35798.06280193237,32782.10879297836
Chipman,1432,1518,0.01299998362266166,60998923,55859819.5970696,42597.01326815642,39008.25390856816
Clair,863,905,0.01053040263571483,43574972,39903820.51282051,50492.435689455386,46238.49422111299
Dalhousie,3975,4500,0.01553478622011718,308450141,282463499.0842491,77597.51974842767,71059.99976962242
Dieppe,14951,12497,0.01534900019063306,1408790262,1290100972.5274725,94227.15952110226,86288.60762005702
Doaktown,955,986,0.01199999818012206,50552841,46293810.439560436,52934.91204188482,48475.19417755019
Dorchester,954,1179,0.01419588507821412,32818947,30053980.769230768,34401.411949685535,31503.124496049022
Drummond,932,983,0.01195610641064749,37372200,34223626.37362637,40098.92703862661,36720.629156251474
Edmundston,17373,17876,0.01506062841524951,1030529575,943708402.014652,59317.88263397226,54320.405342465434
Eel River Crossing,1335,1446,0.01250000132087289,37853756,34664611.72161172,28354.8734082397,25966.001289596796
Florenceville-Bristol,1481,1414,0.01207579182839729,137149350,125594642.85714285,92605.90817015531,84803.94521076493
Fredericton,47560,47154,0.01407011079133378,4178933263,3826861962.454212,87866.5530487805,80463.87641829715
Fredericton Junction,692,736,0.01290000613304832,26887119,24621903.846153844,38854.21820809248,35580.7859048466
Gagetown,682,660,0.0121999914856203,40731094,37299536.63003663,59723.01173020528,54691.402683338165
Grand Bay-Westfield,4949,4880,0.01350044645146166,226898126,207782166.66666666,45847.267326732675,41984.67703913248
Grand Falls/Grand-Sault,5858,6133,0.01431869096996498,377033488,345268761.9047619,64362.152270399456,58939.699881318185
Grand Manan,2610,2577,0.01120855374210043,144673616,132484996.33699633,55430.50421455938,50760.534995017755
