municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Grande-Anse,853,965,0.01340997745433313,31101320,28481062.27106227,36461.101992966,33389.28753934616
Hampton,3997,4081,0.01249999940599219,189391449,173435392.85714284,47383.39979984989,43391.391758104284
Hartland,902,892,0.01470036430148956,51720623,47363207.875457875,57339.93680709534,52509.0996401972
Harvey,349,383,0.01054809147738445,13995328,12816234.432234433,40101.22636103152,36722.73476284937
Hillsborough,1288,1272,0.01336000487398712,49241000,45092490.842490844,38230.5900621118,35009.69785907674
Kedgwick,1184,1221,0.01447211170309105,38091193,34882044.87179487,32171.61570945946,29461.18654712405
Lac Baker,226,226,0.0131620961387079,4920037,4505528.388278388,21770.075221238938,19935.966319815878
Lamèque,1580,1671,0.01427192214846107,66280000,60695970.69597069,41949.36708860759,38415.17132656373
Le Goulet,969,1029,0.01565195953211233,16833100,15414926.739926739,17371.620227038184,15908.077130987347
Maisonnette,605,675,0.01352500855664136,18584979,17019211.538461536,30718.97355371901,28130.928162746342
McAdam,1513,1570,0.01639747677148037,33289573,30484956.95970696,22002.361533377396,20148.682722873073
Meductic,189,236,0.009138835408377188,11686500,10701923.076923076,61833.333333333336,56623.93162393162
Memramcook,4719,4904,0.01381180165656195,163559835,149780068.68131867,34659.850603941515,31739.78993034937
Millville,319,321,0.0123106779098666,7987050,7314148.351648351,25037.774294670846,22928.364738709566
Minto,2776,3056,0.01229999183868649,90879979,83223423.992674,32737.744596541786,29979.619593902735
Miramichi,18508,19241,0.01578995566997781,1202536055,1101223493.5897436,64973.85211800303,59499.86457692585
Moncton,61046,59313,0.0165249999422701,4377714569,4008896125.4578753,71711.73490482586,65670.08690918119
Nackawic,1042,1167,0.01275855811292813,79268205,72589931.31868131,76073.13339731286,69664.04157263081
New Maryland,4284,4284,0.01158822256138955,244160050,223589789.37728935,56993.47572362278,52191.82758573514
Nigadoo,983,961,0.01349996671889701,27793550,25451968.864468865,28274.211597151578,25892.135162226718
Norton,1370,1390,0.01166282977843327,41461550,37968452.38095238,30263.905109489053,27714.198818213416
Néguac,1697,1735,0.01261710472537006,72776205,66644876.37362637,42885.21213906894,39272.17228852468
Oromocto,8843,9194,0.01266747317361368,693562945,635130902.014652,78430.72995589732,71823.01278012575
Paquetville,667,731,0.01210291649178058,28775874,26351532.967032965,43142.23988005997,39507.545677710594
Perth-Andover,1908,1861,0.01230000148780742,87376900,80015476.1904762,45795.020964360585,41936.83238494559
Petit-Rocher,1966,2078,0.01400188083074919,64705450,59254075.091575086,32912.232960325535,30139.407472825576
Petitcodiac,1444,1425,0.01279390697327042,67321812,61650010.98901099,46621.753462603876,42693.91342729293
Plaster Rock,1219,1220,0.01285503040558164,55379799,50714101.64835165,45430.51599671862,41603.0366270317
Pointe-Verte,1041,1122,0.0152,24182500,22145146.52014652,23230.067243035544,21272.955350765147
Port Elgin,436,445,0.01273550656269286,17700356,16209117.216117216,40597.14678899082,37176.8743488927
Quispamsis,13757,13579,0.01249181907956575,806969100,738982692.3076923,58658.799156792906,53716.849044682145
Rexton,810,908,0.01238499484292062,43726300,40042399.26739927,53983.08641975309,49435.06082394971
Richibucto,1341,1414,0.01277799780603603,76669445,70210114.46886447,57173.33706189411,52356.5357709653
Riverside-Albert,393,415,0.01276954739368084,12001600,10990476.19047619,30538.422391857508,27965.58827093178
Riverview,17010,16684,0.01534519994373871,858138900,785841483.5164835,50449.08289241623,46198.79385752402
Rivière-Verte,856,929,0.01199998517147337,27514534,25196459.706959706,32143.14719626168,29435.116480093115
Rogersville,1248,1336,0.01424951074904197,39574271,36240174.90842491,31710.153044871793,29038.601689443032
Rothesay,11505,11470,0.01250000047360942,739005572,676745029.3040292,64233.42651021295,58821.81914854665
Sackville,5361,5393,0.01535000030058211,411368461,376711044.8717949,76733.53124417087,70268.80150565098
Saint Andrews,1869,1752,0.01097700189698802,198529983,181804013.73626372,106222.569823435,97273.41558922618
Saint George,1509,1414,0.01249999841674906,94741772,86759864.46886447,62784.474486414845,57494.9400058744
Saint John,69661,72494,0.01795000002746024,4464636372,4088494846.153846,64090.9026858644,58691.30282588315
Saint-André,415,438,0.01148028180667621,16316150,14941529.304029303,39316.02409638554,36003.68506995013
Saint-Antoine,1472,1463,0.01216901854307094,61410540,56236758.24175824,41719.11684782609,38204.3194577162
Saint-François-de-Madawaska,572,631,0.01272016795239119,34686020,31763754.578754578,60639.895104895106,55531.03947334716
Saint-Hilaire,237,255,0.01089049820957501,19939400,18259523.80952381,84132.4894514768,77044.40425959413
Saint-Isidore,877,912,0.01240711251194803,27282738,24984192.307692308,31109.165336374,28488.246645031137
Saint-Louis-de-Kent,991,1015,0.01385600216566037,37782471,34599332.417582415,38125.60141271443,34913.55440724764
Saint-Léolin,802,858,0.01463374693404082,15327585,14036250.0,19111.70199501247,17501.55860349127
Saint-Léonard,1385,1450,0.01432198198988109,53991759,49443002.74725275,38983.21949458484,35698.91895108502
Saint-Quentin,2280,2424,0.01300042381344631,94591147,86621929.48717949,41487.3451754386,37992.074336482234
Sainte-Anne-de-Madawaska,1168,1273,0.01385874449189045,32270600,29551831.5018315,27628.938356164384,25301.225600883135
Sainte-Marie-Saint-Raphaël,1135,1185,0.01479998349017666,24228000,22186813.186813187,21346.25550660793,19547.85302802924
Salisbury,1954,1882,0.008951154667052482,97117303,88935259.15750915,49701.79273285568,45514.46220957479
Shediac,4892,4664,0.01478357350865818,311724293,285461806.7765568,63721.237326246934,58352.78143429207
Shippagan,2920,2862,0.01455499828639827,160883358,147329082.41758242,55097.04041095891,50455.16521150083
St. Martins,374,386,0.01268880338164093,15294350,14005815.018315017,40893.98395721925,37448.70325752679
St. Stephen,4667,4961,0.01539999840052344,268837950,246188598.90109888,57604.01757017356,52750.93184081827
Stanley,460,426,0.01299755479764305,20509550,18781639.194139194,44585.97826086957,40829.65042204173
Sussex,4182,4293,0.01377599614769508,256710728,235083084.24908423,61384.67910090866,56213.076099733196
Sussex Corner,1321,1337,0.01197100876207594,55637500,50950091.57509157,42117.71385314156,38569.33503034941
Tide Head,1149,1170,0.01380011549129003,41145960,37679450.54945055,35810.23498694517,32793.25548255052
Tracadie-Sheila,4724,4773,0.01330000003242267,262162255,240075325.0915751,55495.82027942422,50820.34824123097
Tracy,601,605,0.01282998817547213,16780374,15366642.857142856,27920.75540765391,25568.4573330164
Woodstock,5198,5092,0.01403374739434544,311364661,285132473.4432234,59900.85821469796,54854.265764375414
