municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,301,290,0.01278450076597759,20614180,18210406.360424027,68485.64784053156,60499.68890506321
Aroostook,346,380,0.01230004659108557,8370700,7394611.307420494,24192.77456647399,21371.708980984087
Atholville,1317,1381,0.0119589944961963,154112873,136142113.95759717,117018.12680334093,103372.90353652024
Baker-Brook,525,599,0.01376497976727708,22205118,19615828.621908125,42295.462857142855,37363.48308934881
Balmoral,1706,1836,0.01429099794842518,58192857,51407117.49116608,34110.70164126612,30133.128658362297
Bas-Caraquet,1471,1689,0.01399516200499064,47168300,41668109.54063604,32065.46566961251,28326.383100364405
Bath,512,592,0.01379997916690779,21600250,19081492.93286219,42187.98828125,37268.54088449646
Bathurst,12714,12924,0.01754999994196015,824433507,728298151.0600706,64844.54200094384,57283.16431178784
Belledune,1711,1923,0.01089299449127112,346511880,306105901.06007063,202520.09351256574,178904.6762478496
Beresford,4264,4414,0.01559837459784611,181317097,160174113.95759717,42522.77134146341,37564.28563733517
Bertrand,1179,1269,0.01418997561728482,35311900,31194257.950530034,29950.72094995759,26458.234054732853
Blacks Harbour,952,1082,0.01513899997499086,57139111,50476246.46643109,60020.07457983193,53021.267296671314
Blackville,931,1015,0.01254537584542391,39565654,34951991.16607773,42498.0171858217,37542.4180086764
Bouctouche,2383,2426,0.01167499519341524,144333250,127502871.02473497,60567.876626101555,53505.19136581409
Cambridge-Narrows,717,654,0.01109999845292384,54942350,48535644.876325086,76628.10320781032,67692.67067827766
Campbellton,7384,7798,0.01758199955698017,380601477,336220386.0424028,51544.078683640306,45533.6384131098
Canterbury,360,399,0.01251043986323306,11094494,9800789.752650175,30818.03888888889,27224.41597958382
Cap-Pelé,2279,2266,0.01200399681934066,134650069,118948824.204947,59082.96138657306,52193.428786725315
Caraquet,4156,4442,0.01441699697433303,224706158,198503673.1448763,54067.8917228104,47763.15523216465
Centreville,523,535,0.01190013403561755,31550569,27871527.38515901,60326.135755258125,53291.639359768655
Charlo,1376,1449,0.01395600099535087,58182498,51397966.43109541,42283.792151162794,37353.17327841236
Chipman,1291,1432,0.01330000320277841,62789233,55467520.3180212,48636.12161115414,42964.77174130225
Clair,848,863,0.01054959487107029,44857078,39626393.99293286,52897.497641509435,46729.23819921328
Dalhousie,3676,3975,0.01553050408830629,326217486,288177991.16607773,88742.51523394995,78394.44808652822
Dieppe,18565,14951,0.01564499972231401,1742129657,1538983795.9363956,93839.46442230002,82897.05337659012
Doaktown,888,955,0.01200000871926902,52297962,46199613.074204944,58894.10135135135,52026.59129978034
Dorchester,1119,954,0.01483134167235794,35777006,31605128.975265015,31972.302055406613,28244.083087815026
Drummond,839,932,0.01195626673265717,41218050,36411704.946996465,49127.59237187127,43398.933190699005
Edmundston,16643,17373,0.01524902184676226,1116331734,986158775.6183745,67075.15075407078,59253.66674387878
Eel River Crossing,1168,1335,0.01250001158247891,39931003,35274737.63250883,34187.50256849315,30200.974000435643
Florenceville-Bristol,1539,1481,0.01212036511229997,169008275,149300596.28975263,109816.94282001299,97011.43358658391
Fredericton,50535,47560,0.01406030919303852,4866745536,4299245173.1448765,96304.45307212822,85074.60518739243
Fredericton Junction,715,692,0.01295000671751116,31001065,27386099.823321555,43358.13286713287,38302.23751513504
Gagetown,719,682,0.01220000098721274,46190652,40804462.8975265,64242.90959666203,56751.68692284632
Grand Bay-Westfield,4981,4949,0.01370037889854603,254544128,224862303.8869258,51103.01706484642,45144.00800781485
Grand Falls/Grand-Sault,5650,5858,0.01431370092527089,436003451,385162059.1872791,77168.75238938053,68170.27596235028
Grand Manan,2460,2610,0.01107431961338684,154261486,136273397.52650174,62707.92113821138,55395.69005142347
Grande-Anse,758,853,0.01341001091662479,31558289,27878347.173144873,41633.62664907652,36778.82212815947
Hampton,4004,3997,0.01249999854147035,222827146,196843768.55123675,55651.13536463537,49161.78035745174
Hartland,947,902,0.01469950950081955,64852300,57290017.66784452,68481.8373812038,60496.32277491502
Harvey,352,349,0.01064876818096599,14572108,12872886.925795052,41398.03409090909,36570.70149373594
Hillsborough,1292,1288,0.01346010562920545,56891084,50257141.34275618,44033.34674922601,38898.71620956361
Kedgwick,1146,1184,0.01447208999555996,39731649,35098629.85865724,34669.85078534031,30627.076665494973
Lac Baker,169,226,0.01352251970411036,4954550,4376810.954063604,29316.863905325445,25898.289669015405
Lamèque,1422,1580,0.01466200213772258,70291628,62095077.7385159,49431.52461322081,43667.42456998305
Le Goulet,908,969,0.01565131340102355,17077800,15086395.759717314,18808.149779735682,16614.97330365343
Maisonnette,599,605,0.01372498274541398,19787493,17480117.491166078,33034.21202003339,29182.166095435856
McAdam,1404,1513,0.01561915764904384,40079114,35405577.7385159,28546.377492877495,25217.64796190591
Meductic,155,189,0.009630966383164831,11775350,10402252.650176678,75970.0,67111.30742049469
Memramcook,4638,4719,0.01381199665921431,192381092,169947961.13074204,41479.32125916343,36642.50994625745
Millville,303,319,0.01276705699242452,8223900,7264929.328621908,27141.58415841584,23976.664450897388
Minto,2681,2776,0.01229999729279927,96926688,85624282.68551236,36153.184632599776,31937.442254946796
Miramichi,18129,18508,0.01578484790596776,1241303503,1096557864.8409894,68470.59975729494,60486.39554531355
Moncton,64128,61046,0.01652500003405721,5167775360,4565172579.5053005,80585.31936127745,71188.44466543944
Nackawic,977,1042,0.01280223899520855,115368179,101915352.47349823,118084.11361310133,104314.58799743933
New Maryland,4248,4284,0.01184167685022775,273684550,241770803.8869258,64426.68314500942,56914.0310468281
Nigadoo,927,983,0.01374999607691752,31862700,28147261.484098937,34371.844660194176,30363.820371196263
Norton,1314,1370,0.01179365166318105,46330434,40927945.229681976,35259.08219178082,31147.599109347015
Néguac,1623,1697,0.01261747624085741,81547766,72038662.5441696,50245.08071472582,44386.11370558817
Oromocto,8402,8843,0.01272028399936177,801413632,707962572.4381624,95383.67436324684,84261.19643396363
Paquetville,642,667,0.01210210812471879,32544991,28749992.049469963,50693.13239875389,44781.91908017128
Perth-Andover,1797,1908,0.01230000069622018,93217637,82347735.86572437,51874.03283249861,45825.117343196645
Petit-Rocher,1949,1966,0.01458544874960883,72126269,63715785.335689045,37006.80810672139,32691.526596043637
Petitcodiac,1368,1444,0.01279398800816,74789190,66068189.04593639,54670.46052631579,48295.45982890087
Plaster Rock,1150,1219,0.01405209535549499,56510220,49920689.04593639,49139.321739130435,43409.294822553384
Pointe-Verte,971,1041,0.01550001305078995,26818300,23691077.7385159,27619.25849639547,24398.638247699175
Port Elgin,451,436,0.0129616070590444,18642750,16468860.424028268,41336.47450110865,36516.320230661346
Quispamsis,15239,13757,0.01265583422692525,1003627400,886596643.1095406,65859.13773869677,58179.450299202086
Rexton,862,810,0.01238499474263748,48380723,42739154.593639575,56126.12877030162,49581.38583948906
Richibucto,1290,1341,0.01277799939421586,84234626,74412213.78091872,65298.15968992248,57683.88665187498
Riverside-Albert,320,393,0.01279922650934831,12721550,11238118.374558304,39754.84375,35119.1199204947
Riverview,17832,17010,0.01546269612879572,1026490650,906793860.4240282,57564.52725437416,50852.0558784224
Rivière-Verte,798,856,0.01199999113107907,29315855,25897398.409893993,36736.660401002504,32452.88021289974
Rogersville,1165,1248,0.0146494759389198,43079425,38056029.15194346,36978.04721030043,32666.11944372829
Rothesay,11637,11505,0.01249999943112723,856957879,757029928.4452296,73640.79049583226,65053.701851441925
Sackville,5411,5361,0.01534999999956923,464289772,410149975.2650176,85804.79985215302,75799.2931556122
Saint Andrews,1798,1869,0.01097699850719429,218382739,192917613.95759717,121458.6979977753,107295.66960934213
Saint George,1309,1509,0.01249999552828489,103427877,91367382.50883391,79012.89304812835,69799.37548421232
Saint John,68043,69661,0.01795002958057359,5048713797,4459994520.318021,74198.87125788105,65546.7060581988
Saint-Antoine,1546,1472,0.01209215326505135,72778105,64291612.190812714,47075.100258732215,41585.77761372103
Saint-François-de-Madawaska,585,572,0.01303589949005463,36259178,32031075.971731447,61981.500854700855,54753.97602005376
Saint-Hilaire,231,237,0.01089092839155912,21007300,18557685.51236749,90940.69264069264,80336.30091933979
Saint-Isidore,796,877,0.01240697453045309,32135554,28388298.586572435,40371.29899497487,35663.691691673914
Saint-Louis-de-Kent,960,991,0.0138559993393864,40447245,35730781.80212014,42132.546875,37219.56437720848
Saint-Léolin,733,802,0.01469317138706166,15599083,13780108.657243816,21281.150068212824,18799.60253375691
Saint-Léonard,1352,1385,0.01432198929384527,58238837,51447735.86572438,43076.06286982248,38053.05907228134
Saint-Quentin,2250,2280,0.01330042864603292,100132036,88455862.19081272,44503.12711111111,39313.7165292501
Sainte-Anne-de-Madawaska,1073,1168,0.01421505848370835,33782485,29843184.628975265,31484.14259086673,27812.846811719726
Sainte-Marie-Saint-Raphaël,993,1135,0.01479998793351366,24862250,21963118.374558304,25037.512588116817,22117.94398243535
Salisbury,2036,1954,0.008975790083625756,114302584,100974014.13427562,56140.758349705306,49594.3094962061
Shediac,5497,4892,0.01478090522985088,374324841,330675654.59363955,68096.20538475532,60155.658467098336
Shippagan,2754,2920,0.01455499899608834,177894138,157150298.58657244,64594.821350762526,57062.563030708945
St. Martins,386,374,0.01273072400448333,16784827,14827585.689045936,43484.00777202073,38413.43442758014
St. Stephen,4780,4667,0.01539999882028541,303802296,268376586.57243815,63556.96569037657,56145.72940845986
Stanley,433,460,0.01342539258298882,22133282,19552369.25795053,51116.1247113164,45155.58720080954
Sussex,4241,4182,0.01348891915977792,305457387,269838681.09540635,72024.84956378213,63626.192194153824
Sussex Corner,1413,1321,0.01197099996083193,63827500,56384717.31448763,45171.62066525124,39904.2585382078
Tide Head,1075,1149,0.01390001615351322,44529013,39336583.922261484,41422.3376744186,36592.1710904758
Tracadie-Sheila,4474,4724,0.01330000110550422,300496366,265456153.71024734,67165.03486812695,59333.069671490244
Tracy,619,601,0.01283002570954168,20084761,17742721.731448762,32447.1098546042,28663.52460654081
Woodstock,5113,5198,0.01418418225112991,358781205,316944527.385159,70170.3901818893,61987.97719248172
