municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,312,308,0.01159987936821673,14593169,14593169.0,46772.97756410256,46772.97756410256
Aroostook,397,409,0.01200095112092039,8200850,8200850.0,20657.05289672544,20657.05289672544
Atholville,1376,1474,0.01180058413394273,109783040,109783040.0,79784.18604651163,79784.18604651163
Baker-Brook,629,649,0.01315048548547758,18984090,18984090.0,30181.383147853736,30181.383147853736
Balmoral,1975,1949,0.01414091509120805,45986345,45986345.0,23284.225316455697,23284.225316455697
Bas-Caraquet,1775,1849,0.01353742977398921,41046935,41046935.0,23125.033802816903,23125.033802816903
Bath,629,653,0.01360002738662616,19863710,19863710.0,31579.825119236884,31579.825119236884
Bathurst,13815,14409,0.01621000024952918,717591414,717591414.0,51942.918132464714,51942.918132464714
Belledune,2060,2125,0.009586115931279825,202539591,202539591.0,98320.18980582524,98320.18980582524
Beresford,4720,4367,0.01490466991488657,135553220,135553220.0,28718.90254237288,28718.90254237288
Bertrand,1379,1310,0.01340942932999324,30019100,30019100.0,21768.745467730238,21768.745467730238
Blacks Harbour,1148,1139,0.01440945778434688,46547900,46547900.0,40546.95121951219,40546.95121951219
Blackville,957,938,0.01151416359084374,33771450,33771450.0,35288.87147335423,35288.87147335423
Bouctouche,2459,2364,0.01099999718627579,100933844,100933844.0,41046.70353802359,41046.70353802359
Cambridge-Narrows,634,534,0.01110000601217411,42280878,42280878.0,66689.08201892744,66689.08201892744
Campbellton,8404,8699,0.01605599892122996,327180017,327180017.0,38931.46323179438,38931.46323179438
Canterbury,415,422,0.01229967932010859,9592120,9592120.0,23113.5421686747,23113.5421686747
Cap-Pelé,2242,2181,0.01200400019754468,85104797,85104797.0,37959.32069580731,37959.32069580731
Caraquet,4653,4556,0.01399499713973169,201204900,201204900.0,43241.972920696324,43241.972920696324
Centreville,559,529,0.01150002359507537,27760030,27760030.0,49660.16100178891,49660.16100178891
Charlo,1610,1597,0.01395598455810329,45557875,45557875.0,28296.816770186335,28296.816770186335
Chipman,1518,1615,0.01249999617074733,55493857,55493857.0,36557.21805006588,36557.21805006588
Clair,905,903,0.01036803331507623,38063728,38063728.0,42059.367955801106,42059.367955801106
Dalhousie,4500,4775,0.01511736656049033,272681289,272681289.0,60595.842,60595.842
Dieppe,12497,10463,0.01534900054228913,892199330,892199330.0,71393.08073937744,71393.08073937744
Doaktown,986,1090,0.01170000890040112,43672189,43672189.0,44292.28093306288,44292.28093306288
Dorchester,1179,848,0.01331021333502604,31145331,31145331.0,26416.735368956743,26416.735368956743
Drummond,983,1007,0.01184666354247614,33715400,33715400.0,34298.47405900305,34298.47405900305
Edmundston,17814,10835,0.01444253855362008,894167459,894167459.0,50194.64797350398,50194.64797350398
Eel River Crossing,1446,1467,0.01209998916210159,34610031,34610031.0,23935.014522821577,23935.014522821577
Florenceville-Bristol,1414,1418,0.01169637092353235,119026150,119026150.0,84176.90947666195,84176.90947666195
Fredericton,47154,47016,0.01394691510327733,3228429489,3228429489.0,68465.65485430717,68465.65485430717
Fredericton Junction,736,714,0.01281666419414798,22918600,22918600.0,31139.402173913044,31139.402173913044
Gagetown,660,607,0.01166368070254983,25650565,25650565.0,38864.492424242424,38864.492424242424
Grand Bay-Westfield,4880,3613,0.01299998996500201,177179906,177179906.0,36307.357786885244,36307.357786885244
Grand Falls/Grand-Sault,6133,6083,0.01396864499835984,304652384,304652384.0,49674.28403717593,49674.28403717593
Grand Manan,2577,2456,0.01100259775210486,104488415,104488415.0,40546.53279006597,40546.53279006597
Grande-Anse,965,981,0.01265196838326419,27379297,27379297.0,28372.328497409326,28372.328497409326
Hampton,4081,3590,0.01193385371399835,146354400,146354400.0,35862.38666993384,35862.38666993384
Hartland,892,890,0.0144699409449991,43664380,43664380.0,48951.09865470852,48951.09865470852
Harvey,383,372,0.0103248898568838,12563427,12563427.0,32802.681462140994,32802.681462140994
Hillsborough,1272,1239,0.01297983400985534,38004184,38004184.0,29877.50314465409,29877.50314465409
Kedgwick,1221,1118,0.01377999346928985,31785211,31785211.0,26032.11384111384,26032.11384111384
Lac Baker,226,229,0.01202249917374734,4780620,4780620.0,21153.185840707964,21153.185840707964
Lamèque,1671,1687,0.01399897504242327,63450431,63450431.0,37971.53261520048,37971.53261520048
Le Goulet,1029,1087,0.01505586461283045,14937900,14937900.0,14516.909620991253,14516.909620991253
Maisonnette,675,675,0.01260033521789894,17108275,17108275.0,25345.59259259259,25345.59259259259
McAdam,1570,1600,0.01515404819639729,32228550,32228550.0,20527.738853503186,20527.738853503186
Meductic,236,248,0.009121685081415351,9476100,9476100.0,40152.96610169492,40152.96610169492
Memramcook,4904,4678,0.01331408744730011,130801980,130801980.0,26672.50815660685,26672.50815660685
Millville,321,334,0.0118753894925082,7381400,7381400.0,22995.01557632399,22995.01557632399
Minto,3056,3096,0.01170000957542043,86293861,86293861.0,28237.519960732985,28237.519960732985
Miramichi,19241,21432,0.01467420037204797,1084482193,1084482193.0,56363.088872719716,56363.088872719716
Moncton,59313,57010,0.01584714464269816,3215483871,3215483871.0,54212.12670072328,54212.12670072328
Nackawic,1167,1224,0.01262004383830031,81869050,81869050.0,70153.42759211654,70153.42759211654
New Maryland,4284,4375,0.01057200032683042,180521750,180521750.0,42138.59710550887,42138.59710550887
Nigadoo,961,950,0.0134999749516567,24951750,24951750.0,25964.36004162331,25964.36004162331
Norton,1390,1476,0.01164335474358305,34729939,34729939.0,24985.56762589928,24985.56762589928
Néguac,1735,1745,0.01242209402731214,65373197,65373197.0,37679.076080691644,37679.076080691644
Oromocto,9194,9325,0.01237509352302551,504938487,504938487.0,54920.43582771373,54920.43582771373
Paquetville,731,688,0.01194127002153796,24918790,24918790.0,34088.63201094391,34088.63201094391
Perth-Andover,1861,1877,0.01229999761367218,72915380,72915380.0,39180.75228371843,39180.75228371843
Petit-Rocher,2078,1988,0.01337729863300036,58825180,58825180.0,28308.556304138594,28308.556304138594
Petitcodiac,1425,1342,0.01279308867333917,54838907,54838907.0,38483.44350877193,38483.44350877193
Plaster Rock,1220,1246,0.01226144654297288,45898989,45898989.0,37622.12213114754,37622.12213114754
Pointe-Verte,1122,1193,0.01400018661938975,20362300,20362300.0,18148.217468805706,18148.217468805706
Port Elgin,445,490,0.01422159269337825,15071589,15071589.0,33868.7393258427,33868.7393258427
Quispamsis,13521,8446,0.01178764261661538,539483950,539483950.0,39899.70786184454,39899.70786184454
Rexton,908,940,0.0118849877622584,37278120,37278120.0,41055.19823788546,41055.19823788546
Richibucto,1414,1469,0.01249698644861607,65122500,65122500.0,46055.51626591231,46055.51626591231
Riverside-Albert,415,485,0.01165192664755375,10690850,10690850.0,25761.0843373494,25761.0843373494
Riverview,16653,16270,0.01534493883726866,636878850,636878850.0,38244.09115474689,38244.09115474689
Rivière-Verte,929,988,0.01167999323745375,26025700,26025700.0,28014.747039827773,28014.747039827773
Rogersville,1336,1385,0.01444426469145185,37329003,37329003.0,27940.870508982036,27940.870508982036
Rothesay,11325,1647,0.01165000088134439,545189830,545189830.0,48140.38233995585,48140.38233995585
Sackville,5393,5494,0.01430029310608639,335271100,335271100.0,62167.82866679029,62167.82866679029
Saint Andrews,1752,1652,0.01097699642017985,146003145,146003145.0,83335.12842465754,83335.12842465754
Saint George,1414,1345,0.01230000388800329,72016400,72016400.0,50930.97595473833,50930.97595473833
Saint John,72494,74969,0.01725000002048326,3698141213,3698141213.0,51013.06608822799,51013.06608822799
Saint-André,438,4274,0.01200015542046534,14155150,14155150.0,32317.69406392694,32317.69406392694
Saint-Antoine,1453,1380,0.01199857971759268,45962690,45962690.0,31632.959394356505,31632.959394356505
Saint-François-de-Madawaska,631,661,0.01234053426705735,26725099,26725099.0,42353.56418383518,42353.56418383518
Saint-Hilaire,255,273,0.01078661925414792,18433950,18433950.0,72290.0,72290.0
Saint-Isidore,912,903,0.01200750398273933,24390248,24390248.0,26743.69298245614,26743.69298245614
Saint-Louis-de-Kent,1015,1009,0.0131555375664288,34391145,34391145.0,33882.901477832515,33882.901477832515
Saint-Léolin,858,856,0.01427935903475396,14496449,14496449.0,16895.628205128207,16895.628205128207
Saint-Léonard,1450,1545,0.01432201361249149,43626547,43626547.0,30087.27379310345,30087.27379310345
Saint-Quentin,2424,2269,0.01230043671447809,83093879,83093879.0,34279.65305280528,34279.65305280528
Sainte-Anne-de-Madawaska,1273,1341,0.01333399640414101,30765945,30765945.0,24168.06362922231,24168.06362922231
Sainte-Marie-Saint-Raphaël,1185,1201,0.01480003777326597,23296900,23296900.0,19659.83122362869,19659.83122362869
Salisbury,1878,1805,0.008950652889317892,78362440,78362440.0,41726.53887113951,41726.53887113951
Shediac,4664,4343,0.01478376829926769,223187210,223187210.0,47853.17538593482,47853.17538593482
Shippagan,2862,2760,0.01412500102002919,140437158,140437158.0,49069.587002096436,49069.587002096436
St. Martins,386,411,0.01268726157650293,12294300,12294300.0,31850.518134715025,31850.518134715025
St. Stephen,4961,4931,0.01519955336453209,227209900,227209900.0,45799.21386817174,45799.21386817174
Stanley,426,429,0.01193093520788833,18612204,18612204.0,43690.619718309856,43690.619718309856
Sussex,4293,4132,0.01349848414249217,222358301,222358301.0,51795.5511297461,51795.5511297461
Sussex Corner,1337,1346,0.01188737982325981,44008100,44008100.0,32915.55721765146,32915.55721765146
Tide Head,1170,1156,0.01279999381354903,34397751,34397751.0,29399.78717948718,29399.78717948718
Tracadie-Sheila,4773,4319,0.01280000117929552,229289432,229289432.0,48038.85019903624,48038.85019903624
Tracy,605,576,0.01229003098396655,13297200,13297200.0,21978.84297520661,21978.84297520661
Woodstock,5092,4911,0.01371529271584776,241959619,241959619.0,47517.599960722706,47517.599960722706
