municipality,general_govt_exp,general_govt_exp_adj,general_govt_exp_capita,general_govt_exp_capita_adj,police_exp,police_exp_adj,police_exp_capita,police_exp_capita_adj,fire_protection_exp,fire_protection_exp_adj,fire_protection_exp_capita,fire_protection_exp_capita_adj,water_cost_exp,water_cost_exp_adj,water_cost_exp_capita,water_cost_exp_capita_adj,emergency_exp,emergency_exp_adj,emergency_exp_capita,emergency_exp_capita_adj,other_protection_exp,other_protection_exp_adj,other_protection_exp_capita,other_protection_exp_capita_adj,transportation_exp,transportation_exp_adj,transportation_exp_capita,transportation_exp_capita_adj,environ_health_exp,environ_health_exp_adj,environ_health_exp_capita,environ_health_exp_capita_adj,public_health_exp,public_health_exp_adj,public_health_exp_capita,public_health_exp_capita_adj,environ_dev_exp,environ_dev_exp_adj,environ_dev_exp_capita,environ_dev_exp_capita_adj,rec_and_culture_exp,rec_and_culture_exp_adj,rec_and_culture_exp_capita,rec_and_culture_exp_capita_adj,debt_exp,debt_exp_adj,debt_exp_capita,debt_exp_capita_adj,transfers_exp,transfers_exp_adj,transfers_exp_capita,transfers_exp_capita_adj,deficits_exp,deficits_exp_adj,deficits_exp_capita,deficits_exp_capita_adj,total_exp,total_exp_adj,total_exp_capita,total_exp_capita_adj
Alma,46969.0,46969.0,150.54166666666666,150.54166666666666,26832,26832.0,86.0,86.0,22307,22307.0,71.49679487179488,71.49679487179488,0,0.0,0.0,0.0,700,700.0,2.2435897435897436,2.2435897435897436,1200,1200.0,3.8461538461538463,3.8461538461538463,73800,73800.0,236.53846153846155,236.53846153846155,24058,24058.0,77.10897435897436,77.10897435897436,100,100.0,0.32051282051282054,0.32051282051282054,7954,7954.0,25.493589743589745,25.493589743589745,24500,24500.0,78.52564102564102,78.52564102564102,450.0,450.0,1.4423076923076923,1.4423076923076923,0,0.0,0.0,0.0,0,0.0,0.0,0.0,228870.0,228870.0,733.5576923076923,733.5576923076923
Aroostook,31172.0,31172.0,78.51889168765743,78.51889168765743,34142,34142.0,86.0,86.0,12055,12055.0,30.365239294710328,30.365239294710328,10757,10757.0,27.095717884130984,27.095717884130984,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28719,28719.0,72.34005037783375,72.34005037783375,22414,22414.0,56.458438287153655,56.458438287153655,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1700,1700.0,4.282115869017632,4.282115869017632,8308.0,8308.0,20.926952141057935,20.926952141057935,0,0.0,0.0,0.0,0,0.0,0.0,0.0,149267.0,149267.0,375.9874055415617,375.9874055415617
Atholville,298357.0,298357.0,216.82921511627907,216.82921511627907,118336,118336.0,86.0,86.0,85190,85190.0,61.911337209302324,61.911337209302324,143070,143070.0,103.97529069767442,103.97529069767442,2000,2000.0,1.4534883720930232,1.4534883720930232,5900,5900.0,4.287790697674419,4.287790697674419,312281,312281.0,226.9484011627907,226.9484011627907,67314,67314.0,48.92005813953488,48.92005813953488,0,0.0,0.0,0.0,100617,100617.0,73.12281976744185,73.12281976744185,222800,222800.0,161.91860465116278,161.91860465116278,149476.0,149476.0,108.63081395348837,108.63081395348837,335,335.0,0.24345930232558138,0.24345930232558138,0,0.0,0.0,0.0,1505676.0,1505676.0,1094.2412790697674,1094.2412790697674
Baker-Brook,77639.0,77639.0,123.43243243243244,123.43243243243244,54094,54094.0,86.0,86.0,35361,35361.0,56.21780604133545,56.21780604133545,47536,47536.0,75.57392686804451,75.57392686804451,0,0.0,0.0,0.0,0,0.0,0.0,0.0,83896,83896.0,133.3799682034976,133.3799682034976,14100,14100.0,22.416534181240063,22.416534181240063,0,0.0,0.0,0.0,8452,8452.0,13.437201907790143,13.437201907790143,12074,12074.0,19.195548489666137,19.195548489666137,37772.0,37772.0,60.05087440381558,60.05087440381558,0,0.0,0.0,0.0,0,0.0,0.0,0.0,370924.0,370924.0,589.704292527822,589.704292527822
Balmoral,156340.0,156340.0,79.15949367088608,79.15949367088608,169850,169850.0,86.0,86.0,50400,50400.0,25.518987341772153,25.518987341772153,169696,169696.0,85.9220253164557,85.9220253164557,0,0.0,0.0,0.0,2500,2500.0,1.2658227848101267,1.2658227848101267,239846,239846.0,121.44101265822785,121.44101265822785,84956,84956.0,43.01569620253164,43.01569620253164,0,0.0,0.0,0.0,14733,14733.0,7.459746835443038,7.459746835443038,14200,14200.0,7.189873417721519,7.189873417721519,59162.0,59162.0,29.955443037974682,29.955443037974682,132,132.0,0.06683544303797469,0.06683544303797469,0,0.0,0.0,0.0,961815.0,961815.0,486.99493670886073,486.99493670886073
Bas-Caraquet,209340.0,209340.0,117.93802816901409,117.93802816901409,152650,152650.0,86.0,86.0,33300,33300.0,18.760563380281692,18.760563380281692,45000,45000.0,25.35211267605634,25.35211267605634,0,0.0,0.0,0.0,4000,4000.0,2.2535211267605635,2.2535211267605635,206809,206809.0,116.51211267605633,116.51211267605633,50000,50000.0,28.169014084507044,28.169014084507044,0,0.0,0.0,0.0,17232,17232.0,9.708169014084508,9.708169014084508,51700,51700.0,29.12676056338028,29.12676056338028,72682.0,72682.0,40.947605633802816,40.947605633802816,178,178.0,0.10028169014084506,0.10028169014084506,0,0.0,0.0,0.0,842891.0,842891.0,474.8681690140845,474.8681690140845
Bath,58283.0,58283.0,92.65977742448331,92.65977742448331,54094,54094.0,86.0,86.0,31660,31660.0,50.33386327503975,50.33386327503975,15468,15468.0,24.59141494435612,24.59141494435612,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2200,2200.0,3.4976152623211445,3.4976152623211445,73341,73341.0,116.5993640699523,116.5993640699523,27156,27156.0,43.17329093799682,43.17329093799682,22190,22190.0,35.27821939586646,35.27821939586646,51668,51668.0,82.14308426073131,82.14308426073131,12161.0,12161.0,19.333863275039747,19.333863275039747,0,0.0,0.0,0.0,15606,15606.0,24.81081081081081,24.81081081081081,363827.0,363827.0,578.4213036565977,578.4213036565977
Bathurst,1792299.0,1792299.0,129.7357220412595,129.7357220412595,3053810,3053810.0,221.05030763662685,221.05030763662685,1359763,1359763.0,98.42656532754252,98.42656532754252,449383,449383.0,32.52862830256967,32.52862830256967,600,600.0,0.04343105320304017,0.04343105320304017,106350,106350.0,7.698154180238871,7.698154180238871,3010452,3010452.0,217.91183496199784,217.91183496199784,245304,245304.0,17.756351791530946,17.756351791530946,0,0.0,0.0,0.0,404077,404077.0,29.249149475208107,29.249149475208107,2220974,2220974.0,160.7653999276149,160.7653999276149,2459431.0,2459431.0,178.0261310170105,178.0261310170105,143634,143634.0,10.396959826275788,10.396959826275788,318342,318342.0,23.043213897937026,23.043213897937026,15564419.0,15564419.0,1126.6318494390155,1126.6318494390155
Belledune,455608.0,455608.0,221.16893203883495,221.16893203883495,177160,177160.0,86.0,86.0,135600,135600.0,65.8252427184466,65.8252427184466,16237,16237.0,7.882038834951456,7.882038834951456,312851,312851.0,151.86941747572814,151.86941747572814,7000,7000.0,3.3980582524271843,3.3980582524271843,390600,390600.0,189.61165048543688,189.61165048543688,137200,137200.0,66.60194174757281,66.60194174757281,0,0.0,0.0,0.0,184180,184180.0,89.40776699029126,89.40776699029126,147160,147160.0,71.4368932038835,71.4368932038835,231902.0,231902.0,112.57378640776699,112.57378640776699,162689,162689.0,78.97524271844661,78.97524271844661,0,0.0,0.0,0.0,2358187.0,2358187.0,1144.7509708737864,1144.7509708737864
Beresford,359422.0,359422.0,76.14872881355932,76.14872881355932,678131,678131.0,143.6718220338983,143.6718220338983,66157,66157.0,14.016313559322034,14.016313559322034,0,0.0,0.0,0.0,300,300.0,0.0635593220338983,0.0635593220338983,22212,22212.0,4.70593220338983,4.70593220338983,580831,580831.0,123.05741525423728,123.05741525423728,183565,183565.0,38.89088983050848,38.89088983050848,0,0.0,0.0,0.0,68099,68099.0,14.427754237288136,14.427754237288136,253690,253690.0,53.7478813559322,53.7478813559322,455742.0,455742.0,96.55550847457627,96.55550847457627,1757,1757.0,0.3722457627118644,0.3722457627118644,1800,1800.0,0.3813559322033898,0.3813559322033898,2671706.0,2671706.0,566.039406779661,566.039406779661
