municipality,warrant_rev,warrant_rev_adj,warrant_rev_capita,warrant_rev_capita_adj,uncond_grant_rev,uncond_grant_rev_adj,uncond_grant_rev_capita,uncond_grant_rev_capita_adj,other_govt_serv_rev,other_govt_serv_rev_adj,other_govt_serv_rev_capita,other_govt_serv_rev_capita_adj,sale_of_serv_rev,sale_of_serv_rev_adj,sale_of_serv_rev_capita,sale_of_serv_rev_capita_adj,own_source_rev,own_source_rev_adj,own_source_rev_capita,own_source_rev_capita_adj,cond_transfer_rev,cond_transfer_rev_adj,cond_transfer_rev_capita,cond_transfer_rev_capita_adj,other_transfer_rev,other_transfer_rev_adj,other_transfer_rev_capita,other_transfer_rev_capita_adj,biennial_surplus_rev,biennial_surplus_rev_adj,biennial_surplus_rev_capita,biennial_surplus_rev_capita_adj,total_rev,total_rev_adj,total_rev_capita,total_rev_capita_adj
Alma,169279,169279.0,542.5608974358975,542.5608974358975,21648,21648.0,69.38461538461539,69.38461538461539,8113,8113.0,26.003205128205128,26.003205128205128,21346,21346.0,68.41666666666667,68.41666666666667,200,200.0,0.6410256410256411,0.6410256410256411,7265,7265.0,23.28525641025641,23.28525641025641,213,213.0,0.6826923076923077,0.6826923076923077,806,806.0,2.5833333333333335,2.5833333333333335,228870,228870.0,733.5576923076923,733.5576923076923
Aroostook,98418,98418.0,247.90428211586902,247.90428211586902,41373,41373.0,104.21410579345088,104.21410579345088,0,0.0,0.0,0.0,500,500.0,1.2594458438287153,1.2594458438287153,6200,6200.0,15.617128463476071,15.617128463476071,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2776,2776.0,6.992443324937028,6.992443324937028,149267,149267.0,375.9874055415617,375.9874055415617
Atholville,1295504,1295504.0,941.5,941.5,132748,132748.0,96.47383720930233,96.47383720930233,0,0.0,0.0,0.0,5400,5400.0,3.9244186046511627,3.9244186046511627,71300,71300.0,51.81686046511628,51.81686046511628,0,0.0,0.0,0.0,0,0.0,0.0,0.0,724,724.0,0.5261627906976745,0.5261627906976745,1505676,1505676.0,1094.2412790697674,1094.2412790697674
Baker-Brook,249650,249650.0,396.8998410174881,396.8998410174881,72351,72351.0,115.02543720190779,115.02543720190779,37792,37792.0,60.08267090620032,60.08267090620032,0,0.0,0.0,0.0,5600,5600.0,8.90302066772655,8.90302066772655,0,0.0,0.0,0.0,15,15.0,0.02384737678855326,0.02384737678855326,5516,5516.0,8.769475357710652,8.769475357710652,370924,370924.0,589.704292527822,589.704292527822
Balmoral,650289,650289.0,329.26025316455696,329.26025316455696,202526,202526.0,102.54481012658228,102.54481012658228,91526,91526.0,46.342278481012656,46.342278481012656,0,0.0,0.0,0.0,17265,17265.0,8.741772151898735,8.741772151898735,0,0.0,0.0,0.0,0,0.0,0.0,0.0,209,209.0,0.10582278481012658,0.10582278481012658,961815,961815.0,486.99493670886073,486.99493670886073
Bas-Caraquet,555670,555670.0,313.0535211267606,313.0535211267606,224051,224051.0,126.22591549295775,126.22591549295775,50425,50425.0,28.408450704225352,28.408450704225352,100,100.0,0.056338028169014086,0.056338028169014086,11300,11300.0,6.366197183098592,6.366197183098592,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1345,1345.0,0.7577464788732394,0.7577464788732394,842891,842891.0,474.8681690140845,474.8681690140845
Bath,270147,270147.0,429.4864864864865,429.4864864864865,49249,49249.0,78.29729729729729,78.29729729729729,1204,1204.0,1.9141494435612083,1.9141494435612083,36596,36596.0,58.181240063593,58.181240063593,6565,6565.0,10.437201907790143,10.437201907790143,0,0.0,0.0,0.0,66,66.0,0.10492845786963434,0.10492845786963434,0,0.0,0.0,0.0,363827,363827.0,578.4213036565977,578.4213036565977
Bathurst,11632157,11632157.0,841.9947158885269,841.9947158885269,2609303,2609303.0,188.87462902642056,188.87462902642056,156910,156910.0,11.357944263481723,11.357944263481723,909151,909151.0,65.8089757509953,65.8089757509953,252464,252464.0,18.27462902642056,18.27462902642056,0,0.0,0.0,0.0,4434,4434.0,0.3209554831704669,0.3209554831704669,0,0.0,0.0,0.0,15564419,15564419.0,1126.6318494390155,1126.6318494390155
Belledune,1941568,1941568.0,942.5087378640777,942.5087378640777,45364,45364.0,22.02135922330097,22.02135922330097,323351,323351.0,156.96650485436894,156.96650485436894,34052,34052.0,16.53009708737864,16.53009708737864,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9302,9302.0,4.515533980582524,4.515533980582524,4550,4550.0,2.20873786407767,2.20873786407767,2358187,2358187.0,1144.7509708737864,1144.7509708737864
Beresford,2020376,2020376.0,428.0457627118644,428.0457627118644,502240,502240.0,106.40677966101696,106.40677966101696,69695,69695.0,14.765889830508474,14.765889830508474,70145,70145.0,14.861228813559322,14.861228813559322,9250,9250.0,1.9597457627118644,1.9597457627118644,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2671706,2671706.0,566.039406779661,566.039406779661
