municipality,warrant_rev,warrant_rev_adj,warrant_rev_capita,warrant_rev_capita_adj,uncond_grant_rev,uncond_grant_rev_adj,uncond_grant_rev_capita,uncond_grant_rev_capita_adj,other_govt_serv_rev,other_govt_serv_rev_adj,other_govt_serv_rev_capita,other_govt_serv_rev_capita_adj,sale_of_serv_rev,sale_of_serv_rev_adj,sale_of_serv_rev_capita,sale_of_serv_rev_capita_adj,own_source_rev,own_source_rev_adj,own_source_rev_capita,own_source_rev_capita_adj,cond_transfer_rev,cond_transfer_rev_adj,cond_transfer_rev_capita,cond_transfer_rev_capita_adj,other_transfer_rev,other_transfer_rev_adj,other_transfer_rev_capita,other_transfer_rev_capita_adj,biennial_surplus_rev,biennial_surplus_rev_adj,biennial_surplus_rev_capita,biennial_surplus_rev_capita_adj,total_rev,total_rev_adj,total_rev_capita,total_rev_capita_adj
Alma,170334,175964.87603305787,545.9423076923077,563.9899872854419,21648,22363.636363636368,69.38461538461539,71.6783216783217,10312,10652.892561983472,33.05128205128205,34.14388641661369,19000,19628.09917355372,60.8974358974359,62.910574274210646,200,206.6115702479339,0.6410256410256411,0.6622165713074805,6997,7228.305785123967,22.42628205128205,23.167646747192205,0,0.0,0.0,0.0,0,0.0,0.0,0.0,228491,236044.42148760334,732.3429487179487,756.5526329730876
Aroostook,97639,100866.73553719009,245.94206549118388,254.0723817057685,41373,42740.70247933885,104.21410579345088,107.65920019984597,1938,2002.0661157024795,4.8816120906801,5.042987696983576,0,0.0,0.0,0.0,6100,6301.652892561984,15.365239294710328,15.873181089576786,0,0.0,0.0,0.0,10000,10330.578512396696,25.188916876574307,26.021608343568506,0,0.0,0.0,0.0,157050,162241.7355371901,395.5919395465995,408.66935903574335
Atholville,1460800,1509090.9090909092,1061.6279069767443,1096.7230443974631,132748,137136.36363636365,96.47383720930233,99.66305496828754,0,0.0,0.0,0.0,3700,3822.3140495867774,2.688953488372093,2.7778445127810882,70543,72875.00000000001,51.26671511627907,52.961482558139544,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1667791,1722924.5867768596,1212.0574127906978,1252.1254264366712
Baker-Brook,253089,261455.57851239672,402.3672496025437,415.6686462836196,72351,74742.76859504133,115.02543720190779,118.8279309937064,36180,37376.033057851244,57.51987281399046,59.42135621280007,0,0.0,0.0,0.0,6100,6301.652892561984,9.697933227344992,10.018526061306812,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,367720,379876.0330578513,584.610492845787,603.9364595514329
Balmoral,641293,662492.7685950414,324.7053164556962,335.43937650381844,202526,209221.07438016532,102.54481012658228,105.934721205147,90701,93699.38016528927,45.924556962025314,47.44272413432368,0,0.0,0.0,0.0,5636,5822.314049586777,2.853670886075949,2.948007113714824,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12488,12900.826446280993,6.323037974683544,6.532064023433414,952644,984136.3636363638,482.3513924050633,498.29689298043735
Bas-Caraquet,547474,565572.3140495869,308.43605633802815,318.63228960540107,224051,231457.6446280992,126.22591549295775,130.39867302991505,50425,52091.94214876034,28.408450704225352,29.347573041555123,100,103.30578512396696,0.056338028169014086,0.05820044232336166,11400,11776.859504132233,6.422535211267606,6.63485042486323,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1877,1939.0495867768598,1.0574647887323945,1.0924223024094986,835327,862941.1157024794,470.6067605633803,486.16400884646725
Bath,251339,259647.7272727273,399.5850556438792,412.79447897094957,49249,50877.06611570249,78.29729729729729,80.88563770381954,19220,19855.37190082645,30.55643879173291,31.566568999724083,33061,34153.925619834714,52.56120826709062,54.29876887096139,5089,5257.2314049586785,8.090620031796503,8.358078545244322,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,357958,369791.32231404964,569.0906200317964,587.9035330906989
Bathurst,11524018,11904977.272727273,834.1670647846544,861.7428355213372,2609303,2695560.9504132234,188.87462902642056,195.11841841572374,141910,146601.2396694215,10.272167933405719,10.61174373285715,792430,818626.0330578514,57.36011581614188,59.25631799188211,262533,271211.77685950417,19.003474484256245,19.63168851679364,0,0.0,0.0,0.0,200000,206611.5702479339,14.477017734346724,14.955596833002817,0,0.0,0.0,0.0,15530194,16043588.842975209,1124.1544697792256,1161.3166010115967
Belledune,1868378,1930142.5619834713,906.9796116504855,936.9624087298404,45364,46863.63636363637,22.02135922330097,22.74933804060018,318569,329100.20661157026,154.64514563106795,159.75738185027683,31000,32024.793388429756,15.048543689320388,15.54601620797561,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2263311,2338131.1983471075,1098.6946601941747,1135.0151448286929
Beresford,1967398,2032435.9504132234,416.8216101694915,430.6008369519541,502240,518842.9752066116,106.40677966101696,109.92435915394314,68193,70447.31404958678,14.447669491525424,14.925278400336182,89367,92321.28099173555,18.933686440677967,19.55959343045245,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3198,3303.7190082644634,0.6775423728813559,0.6999404678526405,2630396,2717351.2396694217,557.2872881355933,575.7100084045385
