municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Gagetown,660,607,0.01163398472407223,24198072,24998008.264462814,36663.74545454545,37875.77009767093
Grand Bay-Westfield,4880,3613,0.01269972201317837,175700775,181509065.08264464,36004.25717213115,37194.48054972226
Grand Falls/Grand-Sault,6133,6083,0.01386819227127222,294296612,304025425.6198347,47985.75118212946,49572.05700633209
Grand Manan,2577,2456,0.01099042387408928,92150313,95196604.33884299,35758.75552968568,36940.86315050174
Grande-Anse,965,981,0.01244999898061123,26976950,27868750.000000004,27955.38860103627,28879.53367875648
Hampton,4081,3590,0.0117527696051524,141990276,146684169.42148763,34793.01053663318,35943.192703133456
Hartland,892,890,0.01446991477556973,41297548,42662756.198347114,46297.69955156951,47828.20201608421
Harvey,383,372,0.01004843498676124,11946736,12341669.421487605,31192.522193211487,32223.679951664766
Hillsborough,1272,1239,0.01288291728718634,36497634,37704167.35537191,28693.10849056604,29641.64100265087
Kedgwick,1221,1118,0.01377954212626946,31756135,32805924.586776864,26008.300573300574,26868.079104649358
Lac Baker,226,229,0.01253810819130974,4797853,4956459.710743803,21229.438053097347,21931.237658158418
Lamèque,1671,1687,0.01366894138945888,61976343,64025147.727272734,37089.37342908438,38315.468418475604
Le Goulet,1029,1087,0.01454668507176649,14923400,15416735.537190083,14502.81827016521,14982.250279096292
Maisonnette,675,675,0.01250246837562907,16716459,17269069.214876033,24765.124444444446,25583.80624426079
McAdam,1570,1600,0.01526542275335527,32266450,33333109.504132234,20551.87898089172,21231.27993893773
Meductic,236,248,0.009299092509248817,9487700,9801342.975206614,40202.1186440678,41531.11430172294
Memramcook,4904,4678,0.01298595532339522,127259178,131466092.97520663,25950.07707993475,26807.930867701187
Millville,321,334,0.01168916854182293,7199400,7437396.694214877,22428.03738317757,23169.4601065884
Minto,3056,3096,0.01140003895161038,85911724,88751780.99173555,28112.475130890052,29041.813151745926
Miramichi,19241,21432,0.01439087894610437,1180732328,1219764801.6528926,61365.43464476898,63394.04405451341
Moncton,59313,57010,0.01572100003326448,3098049545,3200464405.991736,52232.21797919512,53958.902871069346
Nackawic,1167,1224,0.01225773967486887,113709137,117468116.7355372,97437.1353898886,100658.19771682708
New Maryland,4284,4375,0.0100019997003266,177526600,183395247.93388432,41439.449112978524,42809.348257209225
Nigadoo,961,950,0.01349966928340693,24719050,25536208.677685954,25722.216441207074,26572.537645875083
Norton,1390,1476,0.01163058523525395,33899154,35019787.19008265,24387.88057553957,25194.091503656582
Néguac,1735,1745,0.01219905560618132,64521388,66654326.446281,37188.11988472623,38417.479219758505
Oromocto,9194,9325,0.01210085506660032,502862233,519485777.89256203,54694.608766586905,56502.69500680466
Paquetville,731,688,0.01188453724161736,24191350,24991064.04958678,33093.50205198358,34187.50211981776
Perth-Andover,1861,1877,0.0123000223179417,72273690,74662902.89256199,38835.943041375605,40119.775869189674
Petit-Rocher,2078,1988,0.01282199846966274,58353150,60282179.75206612,28081.40038498556,29009.711141514013
Petitcodiac,1425,1342,0.01262670193898048,54475587,56276432.851239674,38228.48210526316,39492.233579817315
Plaster Rock,1220,1246,0.01216165413204313,45634664,47143247.9338843,37405.46229508197,38642.00650318385
Pointe-Verte,1122,1193,0.01349996029146068,20146800,20812809.917355374,17956.14973262032,18549.741459318513
Port Elgin,445,490,0.01389122723129767,14932230,15425857.43801653,33555.573033707864,34664.848175318046
Quispamsis,13521,8446,0.01129230769230769,501930000,518522727.2727273,37122.25427113379,38349.43623051012
Rexton,908,940,0.01158499080111275,36489196,37695450.41322315,40186.339207048455,41514.81323042197
Richibucto,1414,1469,0.0124969938872995,64493590,66625609.50413224,45610.74257425743,47118.53571720809
Riverside-Albert,415,485,0.01126681117870545,10725750,11080320.247933885,25845.180722891568,26699.56686249129
Riverview,16653,16270,0.01514822983454937,616812400,637202892.5619836,37039.11607518165,38263.54966444386
Rivière-Verte,929,988,0.01168007790986972,26239551,27106974.17355372,28244.9418729817,29178.658959691842
Rogersville,1336,1385,0.01400033780392069,37193174,38422700.41322315,27839.202095808385,28759.506297322714
Rothesay,11325,1647,0.01109999948282762,516848943,533934858.47107446,45637.87576158941,47146.56586941055
Sackville,5393,5494,0.01399994860025325,330896572,341835301.6528926,61356.67939922121,63384.999379360765
Saint Andrews,1752,1652,0.01097699724425338,141359150,146032179.75206614,80684.44634703196,83351.70077172725
Saint George,1414,1345,0.01229999381502837,67162798,69383055.78512397,47498.44271570014,49068.639169111724
Saint John,72494,74969,0.01725000002101174,3700312981,3822637377.0661163,51043.02398819213,52730.39668201667
Saint-André,438,4274,0.01208234574647092,13817350,14274121.900826449,31546.461187214612,32589.319408279564
Saint-Antoine,1453,1380,0.01199891673343825,44321501,45786674.58677687,30503.44184445974,31511.820087251803
Saint-François-de-Madawaska,631,661,0.01259421488638101,25876484,26731904.95867769,41008.69096671949,42364.35017223089
Saint-Hilaire,255,273,0.01068650517140086,18297750,18902634.297520664,71755.88235294117,74127.97763733593
Saint-Isidore,912,903,0.01177252514452208,24226748,25027632.23140496,26564.416666666668,27442.57920110193
Saint-Louis-de-Kent,1015,1009,0.01315598946741008,33135250,34230630.16528926,32645.566502463054,33724.758783536214
Saint-Léolin,858,856,0.01412318653501453,14529299,15009606.404958678,16933.914918414917,17493.7137586931
Saint-Léonard,1450,1545,0.01432201101756733,37749168,38997074.380165294,26033.908965517243,26894.53405528641
Saint-Quentin,2424,2269,0.0116950125161714,80864984,83538206.61157025,33360.141914191416,34462.95652292502
Sainte-Anne-de-Madawaska,1273,1341,0.01319116135696733,30375794,31379952.479338847,23861.582089552237,24650.39472061182
Sainte-Marie-Saint-Raphaël,1185,1201,0.01419996266871488,23304850,24075258.264462814,19666.540084388187,20316.67364089689
Salisbury,1878,1805,0.008951207168039436,73964102,76409196.28099175,39384.50585729499,40686.472993073345
Shediac,4664,4343,0.01469475983847997,209966276,216907309.9173554,45018.49828473413,46506.71310406419
Shippagan,2862,2760,0.01412481726642679,134416323,138859837.80991736,46965.87106918239,48518.461848328916
St. Martins,386,411,0.01268067700052994,12076800,12476033.057851242,31287.04663212435,32321.329165417726
St. Stephen,4961,4931,0.01483389024727892,217371704,224557545.45454547,43816.10643015521,45264.57275842481
Stanley,426,429,0.01193350479485724,18410350,19018956.61157025,43216.78403755868,44645.43805532923
Sussex,4293,4132,0.01326987674369856,220250727,227531742.76859507,51304.61844863732,53000.63889322038
Sussex Corner,1337,1346,0.01144797295480032,42758050,44171539.256198354,31980.590875093494,33037.80049079907
Tide Head,1170,1156,0.01249282237223823,33332740,34434648.76033058,28489.521367521367,29431.323726778275
Tracadie-Sheila,4773,4319,0.01269999685745293,219885330,227154266.52892566,46068.5795097423,47591.50775799825
Tracy,605,576,0.01229003739678989,13091498,13524274.793388432,21638.839669421486,22354.173212212285
Woodstock,5092,4911,0.0136143020623451,232967800,240669214.8760331,45751.728201099766,47264.18202592952
