municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Florenceville-Bristol,1639,1539,0.012898998388722,201610150,161546594.55128205,123008.02318486883,98564.12114172181
Fredericton,56224,50535,0.0141188885121819,6638900004,5319631413.461538,118079.46791405806,94614.95826446959
Fredericton Junction,752,715,0.01329200782311798,39217100,31423958.333333336,52150.39893617021,41787.17863475178
Gagetown,698,719,0.01320001386513451,59141150,47388741.98717949,84729.44126074499,67892.18049739182
Grand Bay-Westfield,5117,4981,0.01369965844541853,361625950,289764383.01282054,70671.47742818057,56627.78640078572
Grand Falls/Grand-Sault,5706,5650,0.01469057643040038,521978837,418252273.2371795,91478.94093936207,73300.43344500166
Grand Manan,2377,2460,0.0113156554701615,177725100,142407932.6923077,74768.65797223391,59910.78363159769
Grande-Anse,738,758,0.01465998331623124,33865250,27135616.987179488,45887.87262872629,36769.1287089153
Hampton,4292,4004,0.01249999963965174,346886650,277954046.474359,80821.6798695247,64760.96143391402
Hartland,947,947,0.01465810355494131,81870550,65601402.243589744,86452.5343189018,69272.86403758157
Harvey,363,352,0.0125316194155854,19122349,15322395.032051282,52678.64738292011,42210.45463375009
Hillsborough,1350,1292,0.0134597873989576,72055150,57736498.3974359,53374.18518518518,42767.77659069326
Lac Baker,719,721,0.01141287315575779,47448350,38019511.21794872,65992.14186369958,52878.318801041336
Lamèque,1432,1422,0.01499962735928155,85873600,68808974.35897437,59967.59776536313,48050.95974788713
Le Goulet,817,908,0.01596959395041461,21502300,17229407.051282052,26318.60465116279,21088.625521765058
Maisonnette,573,599,0.01448998446815973,24948750,19990985.576923076,43540.575916230366,34888.281984158944
McAdam,1284,1404,0.01594026999913277,46700150,37419991.98717949,36370.833333333336,29143.29594017094
Meductic,228,155,0.01209429679093147,13567800,10871634.615384616,59507.89473684211,47682.60796221323
Memramcook,4831,4638,0.01391200171597586,278791800,223390865.3846154,57708.92154833368,46241.12303552378
Millville,307,303,0.01453183420574725,11233200,9000961.538461538,36590.228013029315,29319.092959158104
Minto,2505,2681,0.01290799593229911,104825800,83995032.05128205,41846.62674650698,33530.950918675466
Miramichi,17811,18129,0.01729900040076488,1348920600,1080865865.3846154,75735.25349503117,60685.299274864716
Moncton,69074,64128,0.01639300008820992,7343278250,5884037059.294872,106310.30850971422,85184.54207509154
Nackawic,1049,977,0.01317882438604262,92438746,74069508.01282051,88120.82554814109,70609.63585588228
New Maryland,4232,4248,0.01207224031619355,342916550,274772876.6025641,81029.43052930056,64927.42830873443
Nigadoo,952,927,0.01387499152234924,46445650,37216065.70512821,48787.4474789916,39092.50599278173
Norton,1301,1314,0.01165343373331752,68698550,55046915.06410257,52804.419677171405,42311.23371568222
Néguac,1678,1623,0.01308400083993762,105960250,84904046.47435898,63146.75208581645,50598.35904312215
Oromocto,8932,8402,0.01220117895865446,1074713685,861148786.0576924,120321.72917599641,96411.64196794586
Paquetville,706,642,0.01310951950169693,43387250,34765424.67948718,61455.0283286119,49242.81116074672
Perth-Andover,1778,1797,0.01230000252607707,106885100,85645112.17948718,60115.35433070866,48169.354431657586
Petit-Rocher,1908,1949,0.01491200458460872,95624300,76622035.25641026,50117.557651991614,40158.29940063431
Petitcodiac,1429,1368,0.01279400001451321,89573550,71773677.88461539,62682.68019594122,50226.50656726059
Plaster Rock,1135,1150,0.01603223447085258,60705200,48641987.17948718,53484.7577092511,42856.37636959223
Pointe-Verte,976,971,0.01570000496516112,36252600,29048557.692307692,37144.05737704918,29762.866488020176
Port Elgin,418,451,0.01360016487255926,20864600,16718429.487179488,49915.311004784686,39996.24279229542
Quispamsis,17886,15239,0.01238454662516494,1569798200,1257851121.7948718,87766.86794140669,70326.01597869126
Rexton,818,862,0.01282900510004605,74813050,59946354.16666667,91458.49633251833,73284.05154849227
Richibucto,1286,1290,0.01327799648449405,102204350,81894511.21794872,79474.61119751167,63681.579485185626
Riverside-Albert,353,320,0.01330510769462622,21233650,17014142.628205128,60151.98300283286,48198.704329192995
Riverview,19128,17832,0.01562571775251899,1394326350,1117248677.8846154,72894.51850690087,58409.06931642699
Rivière-Verte,744,798,0.01217354276280431,36282700,29072676.282051284,48767.06989247312,39076.177798456025
Rogersville,1170,1165,0.01464699325686369,50599600,40544551.28205129,43247.52136752137,34653.462634231866
Rothesay,11947,11637,0.0118999997285257,1197166750,959268229.1666667,100206.47442872688,80293.6493819927
Sackville,5558,5411,0.01534999915683588,578179250,463284655.44871795,104026.49334292911,83354.5619735009
Saint Andrews,1889,1798,0.01127699729323132,273462600,219120673.0769231,144765.80201164636,115998.23879138332
Saint George,1543,1512,0.01304968463710434,129747350,103964222.75641026,84087.71872974724,67377.97975140004
Saint John,70063,68043,0.01784999995740305,6592020688,5282067858.9743595,94087.04577308994,75390.26103612976
Saint-Antoine,1770,1546,0.01234187928578703,103590950,83005568.91025642,58525.9604519774,46895.80164421266
Saint-François-de-Madawaska,533,585,0.01567488640767515,32770700,26258573.71794872,61483.489681050654,49265.61673161111
Saint-Hilaire,303,231,0.01335191154038359,22912150,18359094.551282052,75617.65676567657,60591.071126343406
Saint-Isidore,748,796,0.01259999649902848,42845250,34331129.80769231,57279.745989304814,45897.23236322502
Saint-Louis-de-Kent,930,960,0.01425600594477521,55174500,44210336.53846154,59327.41935483871,47537.99627791564
Saint-Léolin,684,733,0.01548748246465954,18534000,14850961.53846154,27096.491228070176,21711.93207377418
Saint-Léonard,1343,1352,0.01502199709852308,67959872,54455025.64102564,50603.03201787044,40547.30129637054
Saint-Quentin,2095,2250,0.01400031362709738,119568750,95808293.26923077,57073.389021479714,45731.88222874977
Sainte-Anne-de-Madawaska,1002,1073,0.01471692784837174,40013650,32062219.551282052,39933.78243512974,31998.22310507191
Sainte-Marie-Saint-Raphaël,955,993,0.01686832887860534,31333750,25107171.474358976,32810.20942408377,26290.231910323535
Salisbury,2208,2036,0.009345002982262577,156257200,125206089.74358974,70768.65942028986,56705.65658677072
Shediac,6062,5497,0.01478400027191635,588416250,471487379.80769235,97066.35598812273,77777.5288366368
Shippagan,2631,2754,0.01509999960854451,217138350,173989062.5,82530.72976054731,66130.392436336
St. Martins,314,386,0.01220677493147871,21179550,16970793.26923077,67450.79617834395,54047.112322390996
St. Stephen,4817,4780,0.01580000136330948,352084400,282118910.25641024,73092.04899314926,58567.34694963883
Stanley,419,433,0.01341824649572128,29488950,23628966.346153848,70379.35560859188,56393.71442996145
Sussex,4312,4241,0.01252079604175961,407403250,326444911.8589744,94481.27319109462,75706.14839030018
Sussex Corner,1495,1413,0.01160000079195218,101016200,80942467.94871795,67569.36454849498,54142.11902924278
Tide Head,1036,1075,0.01420000110812124,54145700,43385977.56410257,52264.18918918919,41878.35672210673
Tracadie-Sheila,4933,4474,0.01390000005602049,446265250,357584334.93589747,90465.28481654167,72488.20898761351
Tracy,611,619,0.01190002458721843,26436500,21183092.948717948,43267.59410801964,34669.54656091317
Woodstock,5254,5113,0.0141813885317924,440823900,353224278.84615386,83902.53140464408,67229.59247166994
