municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,232,301,0.01462041121789822,25388000,20342948.71794872,109431.03448275862,87685.12378426173
Aroostook,351,346,0.01229995805760089,8583200,6877564.102564103,24453.561253561253,19594.19972240485
Atholville,1237,1317,0.01455928229885317,123828700,99221714.74358974,100104.04203718674,80211.57214518168
Baker-Brook,585,525,0.013385788314763,24160400,19359294.871794872,41299.82905982906,33092.8117466579
Balmoral,1719,1706,0.01429101528697418,82625900,66206650.64102565,48066.259453170445,38514.63097209171
Bas-Caraquet,1380,1471,0.01449498786689474,58373350,46773517.62820513,42299.52898550725,33893.85335377183
Bath,532,512,0.01440001592613811,22604350,18112459.935897436,42489.37969924812,34045.97732311548
Bathurst,12275,12714,0.01774999992510226,1001365300,802376041.6666667,81577.62118126273,65366.68363883232
Belledune,1548,1711,0.01141477425182566,383510344,307299955.1282051,247745.70025839793,198514.1828993573
Beresford,4351,4264,0.01559343317150325,251570450,201578886.21794873,57818.99563318778,46329.32342402867
Bertrand,1137,1179,0.014380000040435,49462100,39633092.94871795,43502.286719437114,34857.60153801051
Blacks Harbour,982,952,0.01558471909825375,62642900,50194631.410256416,63791.14052953157,51114.69593712466
Blackville,990,931,0.0132041776966238,43593400,34930608.974358976,44033.73737373737,35283.44340844341
Bouctouche,2423,2383,0.01167499793689101,198729200,159238141.02564102,82017.82913743293,65719.41437294305
Cambridge-Narrows,620,717,0.01067299650354521,89733750,71902043.26923077,144731.85483870967,115971.03753101737
Campbellton,7385,7384,0.0175039999284929,514634200,412367147.43589747,69686.41841570752,55838.47629463744
Canterbury,336,360,0.01369818123516461,12786150,10245312.5,38054.017857142855,30492.001488095237
Cap-Pelé,2256,2279,0.01230400079437304,180267950,144445472.75641027,79906.00620567377,64027.248562238594
Caraquet,4169,4156,0.01471699945374757,332630100,266530528.84615386,79786.54353562005,63931.52526892633
Centreville,542,523,0.01325259679782646,33714600,27014903.846153848,62204.05904059041,49842.99602611411
Charlo,1324,1376,0.01430599310112761,72214700,57864342.94871795,54542.8247734139,43704.186517158574
Chipman,1236,1291,0.013599992656261,65361800,52373237.17948718,52881.715210355986,42373.1692390673
Clair,857,848,0.01238167010055601,71078295,56953762.019230776,82938.50058343058,66457.13187774886
Dalhousie,3512,3676,0.01688651203517165,228752450,183295232.37179488,65134.52448747153,52191.12539060219
Dieppe,23310,18565,0.01584500040517125,2679114100,2146726041.6666667,114934.10982410982,92094.63928213928
Doaktown,793,888,0.0135500034936067,55100650,44151161.85897436,69483.79571248424,55676.11835936237
Dorchester,1167,1119,0.01523435093065403,42504141,34057805.28846154,36421.714652956296,29184.06622833037
Drummond,775,839,0.01235244291791163,53716500,43042067.30769231,69311.6129032258,55538.15136476427
Edmundston,16032,16643,0.01635000022468145,1270242796,1017822753.2051283,79231.71132734531,63486.94817896259
Eel River Crossing,1209,1168,0.0134000014780473,40594100,32527323.71794872,33576.59222497932,26904.320693092406
