municipality,general_govt_exp,general_govt_exp_adj,general_govt_exp_capita,general_govt_exp_capita_adj,police_exp,police_exp_adj,police_exp_capita,police_exp_capita_adj,fire_protection_exp,fire_protection_exp_adj,fire_protection_exp_capita,fire_protection_exp_capita_adj,water_cost_exp,water_cost_exp_adj,water_cost_exp_capita,water_cost_exp_capita_adj,emergency_exp,emergency_exp_adj,emergency_exp_capita,emergency_exp_capita_adj,other_protection_exp,other_protection_exp_adj,other_protection_exp_capita,other_protection_exp_capita_adj,transportation_exp,transportation_exp_adj,transportation_exp_capita,transportation_exp_capita_adj,environ_health_exp,environ_health_exp_adj,environ_health_exp_capita,environ_health_exp_capita_adj,public_health_exp,public_health_exp_adj,public_health_exp_capita,public_health_exp_capita_adj,environ_dev_exp,environ_dev_exp_adj,environ_dev_exp_capita,environ_dev_exp_capita_adj,rec_and_culture_exp,rec_and_culture_exp_adj,rec_and_culture_exp_capita,rec_and_culture_exp_capita_adj,debt_exp,debt_exp_adj,debt_exp_capita,debt_exp_capita_adj,transfers_exp,transfers_exp_adj,transfers_exp_capita,transfers_exp_capita_adj,deficits_exp,deficits_exp_adj,deficits_exp_capita,deficits_exp_capita_adj,total_exp,total_exp_adj,total_exp_capita,total_exp_capita_adj
Alma,86559.0,69358.17307692308,373.0991379310345,298.9576425729443,49206,39427.88461538462,212.0948275862069,169.94777851458886,46555,37303.6858974359,200.66810344827587,160.79174955791336,0,0.0,0.0,0.0,500,400.64102564102564,2.1551724137931036,1.7269009725906277,800,641.0256410256411,3.4482758620689653,2.7630415561450046,98685,79074.51923076923,425.3663793103448,340.8384449602122,30612,24528.846153846156,131.94827586206895,105.7277851458886,100,80.12820512820514,0.43103448275862066,0.34538019451812557,9269,7427.083333333334,39.952586206896555,32.01329022988506,47000,37660.256410256414,202.58620689655172,162.32869142351902,28040.0,22467.94871794872,120.86206896551724,96.8446065428824,10640,8525.641025641025,45.86206896551724,36.748452696728556,666,533.6538461538462,2.8706896551724137,2.3002320954907165,408632.0,327429.4871794872,1761.344827586207,1411.333996463307
Aroostook,63348.0,50759.61538461539,180.47863247863248,144.6142888450581,45712,36628.20512820513,130.23361823361824,104.35386076411719,16000,12820.51282051282,45.58404558404558,36.52567755131857,13000,10416.666666666668,37.03703703703704,29.677113010446348,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34346,27520.833333333336,97.85185185185185,78.40693257359925,23514,18841.346153846156,66.99145299145299,53.67904887135657,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1000,801.2820512820513,2.849002849002849,2.282854846957411,400.0,320.51282051282055,1.1396011396011396,0.9131419387829646,4132,3310.897435897436,11.772079772079772,9.432756227628023,4956,3971.153846153846,14.11965811965812,11.31382862152093,206408.0,165391.02564102566,588.05698005698,471.19950325078537
Atholville,394027.0,315726.7628205128,318.5343573160873,255.2358632340443,396301,317548.87820512825,320.3726758286176,256.7088748626744,107500,86137.82051282052,86.90379951495554,69.6344547395477,167740,134407.05128205128,135.60226354082457,108.65565988848122,4000,3205.128205128205,3.2336297493936943,2.5910494786808447,3000,2403.846153846154,2.4252223120452707,1.9432871090106336,426605,341830.9294871795,344.87065481002423,276.3386657131605,85925,68850.16025641026,69.4624090541633,55.65898161391291,0,0.0,0.0,0.0,132660,106298.07692307692,107.24333063864188,85.93215596045022,120200,96314.10256410256,97.17057396928051,77.86103683435938,310598.0,248876.60256410256,251.08973322554567,201.19369649482826,2000,1602.5641025641025,1.6168148746968471,1.2955247393404223,0,0.0,0.0,0.0,2150556.0,1723201.9230769232,1738.5254648342764,1393.049250668491
Baker-Brook,129455.0,103729.96794871795,221.2905982905983,177.316184527723,72256,57897.4358974359,123.51452991452992,98.96997589305282,46300,37099.35897435898,79.14529914529915,63.417707648476885,31736,25429.48717948718,54.24957264957265,43.46920885382424,0,0.0,0.0,0.0,2661,2132.2115384615386,4.5487179487179485,3.6448060486522027,99000,79326.92307692308,169.23076923076923,135.60157790927022,24015,19242.78846153846,41.05128205128205,32.89365548980933,0,0.0,0.0,0.0,19383,15531.25,33.13333333333333,26.549145299145298,11500,9214.74358974359,19.65811965811966,15.751698444006136,37594.0,30123.397435897437,64.26324786324787,51.49298706991015,19920,15961.538461538463,34.05128205128205,27.28468113083498,5419,4342.1474358974365,9.263247863247864,7.422474249397327,499239.0,400031.25,853.4,683.8141025641025
Balmoral,386745.0,309891.82692307694,224.9825479930192,180.27447755850898,290789,233004.00641025644,169.16172193135543,135.54625154756047,67792,54320.51282051282,39.43688190808609,31.600065631479243,146000,116987.1794871795,84.93310063990693,68.05536910248952,0,0.0,0.0,0.0,2575,2063.301282051282,1.4979639325189062,1.2002916125952776,263297,210975.16025641028,153.16870273414776,122.73133231902867,93839,75191.50641025642,54.589296102385106,43.741423158962434,0,0.0,0.0,0.0,32069,25696.314102564105,18.655613728912158,14.948408436628334,270604,216830.12820512822,157.4194299011053,126.13736370280874,150543.0,120627.40384615386,87.57591623036649,70.17300979997316,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1704253.0,1365587.3397435897,991.4211751018033,794.4079928700347
Bas-Caraquet,331695.0,265781.25,240.3586956521739,192.5951086956522,221475,177463.9423076923,160.4891304347826,128.5970596432553,46000,36858.97435897436,33.333333333333336,26.70940170940171,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4000,3205.128205128205,2.898550724637681,2.3225566703827574,316365,253497.59615384616,229.25,183.69391025641025,83515,66919.07051282052,60.518115942028984,48.492080081754,0,0.0,0.0,0.0,64764,51894.23076923077,46.93043478260869,37.60451505016723,117527,94172.27564102564,85.1644927536232,68.24077945001858,66094.0,52959.9358974359,47.89420289855072,38.37676514306949,61500,49278.846153846156,44.56521739130435,35.709308807134896,0,0.0,0.0,0.0,1312935.0,1052031.25,951.4021739130435,762.3414855072464
Bath,103329.0,82795.67307692308,194.22744360902254,155.63096443030653,84388,67618.58974358975,158.62406015037595,127.10261229998073,36827,29508.814102564105,69.22368421052632,55.46769568151148,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7455,5973.557692307692,14.013157894736842,11.228491902834008,59030,47299.67948717949,110.95864661654136,88.90917196838251,40029,32074.519230769234,75.24248120300751,60.29044968189706,0,0.0,0.0,0.0,17420,13958.333333333334,32.744360902255636,26.2374686716792,66729,53468.75,125.43045112781955,100.50516917293233,63220.0,50657.05128205128,118.83458646616542,95.22002120686331,6000,4807.692307692308,11.278195488721805,9.037015615962984,0,0.0,0.0,0.0,484427.0,388162.66025641025,910.577067669173,729.62906063235
Bathurst,3101878.0,2485479.166666667,252.69881873727087,202.4830278343517,5176358,4147722.7564102565,421.69922606924644,337.90002088881926,2111680,1692051.2820512822,172.03095723014258,137.84531829338349,724383,580435.0961538461,59.0128716904277,47.2859548801504,20000,16025.641025641027,1.629327902240326,1.30555120371821,176360,141314.10256410256,14.367413441955193,11.512350514387174,4696664,3763352.5641025645,382.6202851323829,306.5867669329991,361742,289857.3717948718,29.469816700611,23.613635176771634,0,0.0,0.0,0.0,778624,623897.4358974359,63.43169042769858,50.826675022194365,3213038,2574549.6794871795,261.7546232179226,209.73928142461747,2954575.0,2367447.916666667,240.69857433808554,192.86744738628653,50985,40853.36538461539,4.15356415478615,3.3281764060786467,0,0.0,0.0,0.0,23366287.0,18722986.378205128,1903.5671690427698,1525.2942059637578
Belledune,856177.0,686039.2628205129,553.0859173126615,443.17781835950444,556062,445562.5,359.21317829457365,287.8310723514212,212000,169871.79487179487,136.95090439276487,109.73630159676671,45763,36669.070512820515,29.56266149870801,23.688030047041675,7000,5608.974358974359,4.521963824289406,3.6233684489498446,7000,5608.974358974359,4.521963824289406,3.6233684489498446,761000,609775.641025641,491.6020671834625,393.9119128072616,188000,150641.02564102566,121.44702842377261,97.31332405751012,0,0.0,0.0,0.0,492813,394882.21153846156,318.3546511627907,255.0918679189028,392000,314102.5641025641,253.22997416020672,202.9086331411913,603626.0,483674.6794871795,389.9392764857881,312.45134333797125,680377,545173.8782051282,439.5200258397933,352.1795078844498,0,0.0,0.0,0.0,4801818.0,3847610.576923077,3101.9496124031007,2485.5365483999203
Beresford,765740.0,613573.717948718,175.9917260399908,141.01901124999264,1157634,927591.3461538462,266.061595035624,213.19038063751924,114213,91516.82692307692,26.24982762583314,21.033515725827836,240000,192307.6923076923,55.159733394621924,44.19850432261372,0,0.0,0.0,0.0,32802,26283.653846153848,7.538956561709952,6.040830578293231,748303,599601.7628205129,171.98414157664905,137.8078057505201,203032,162685.89743589744,46.66329579407033,37.39046137345379,0,0.0,0.0,0.0,114191,91499.19871794872,26.244771316938635,21.029464196264932,533719,427659.4551282051,122.66582394851758,98.28992303567114,583688.0,467698.717948718,134.15031027350034,107.492235796074,389780,312323.71794871794,89.58400367731556,71.78205422861824,0,0.0,0.0,0.0,4883102.0,3912741.9871794875,1122.2941852447714,899.2741868948489
