municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Florenceville-Bristol,1481,1414,0.01176686445331094,125131806,121017220.50290135,84491.42876434841,81713.18062316094
Fredericton,47560,46507,0.01396026545696519,3345073426,3235080682.7853,70333.75580319596,68021.04042862279
Fredericton Junction,692,736,0.01250047655662671,23344550,22576934.23597679,33734.898843930634,32625.62750863698
Gagetown,682,660,0.01190103886566699,26962100,26075531.914893616,39533.87096774193,38233.91776377363
Grand Bay-Westfield,4949,4880,0.01319961988268157,184129469,178074921.66344294,37205.38876540715,35982.000740239026
Grand Falls/Grand-Sault,5858,6133,0.0140691737683395,311764221,301512786.26692456,53220.24940252646,51470.26054402946
Grand Manan,2610,2577,0.01109398263538446,115719579,111914486.46034816,44337.003448275864,42879.11358634029
Grande-Anse,853,965,0.01306110245091377,27732881,26820968.08510638,32512.16998827667,31443.1044374049
Hampton,3997,4081,0.01213400147796542,153639589,148587610.25145066,38438.72629472104,37174.78365060061
Hartland,902,892,0.01447021848477759,44383504,42924085.10638297,49205.65853658537,47587.67750153323
Harvey,349,383,0.01043346809632624,12800250,12379352.030947775,36676.9340974212,35470.92272477872
Hillsborough,1288,1272,0.0131784769334927,39363350,38069003.86847195,30561.60714285714,29556.680022105553
Kedgwick,1184,1221,0.01422992649616669,33202350,32110589.94197292,28042.525337837837,27120.430694233884
Lac Baker,226,226,0.01246103589371601,4814046,4655750.483558994,21301.088495575223,20600.665856455726
Lamèque,1580,1671,0.01399887370411535,64015150,61910203.09477756,40515.917721518985,39183.672844795925
Le Goulet,969,1029,0.01544752415438895,15064550,14569197.29206963,15546.491228070176,15035.291323085274
Maisonnette,605,675,0.01274958253849777,17177033,16612217.601547388,28391.790082644628,27458.210911648577
McAdam,1513,1570,0.01519870004537698,31293400,30264410.058027077,20683.013879709186,20002.91477728161
Meductic,189,236,0.009199655041857727,9508400,9195744.680851063,50308.99470899471,48654.73376111673
Memramcook,4719,4904,0.01359980229941598,136044110,131570705.99613152,28829.012502648868,27881.056578964086
Millville,319,321,0.01187661806328723,7454900,7209767.891682785,23369.59247648903,22601.153265463276
Minto,2776,3056,0.01200005136883348,85655050,82838539.65183751,30855.565561959655,29840.97249705962
Miramichi,18508,19241,0.01467652708041682,1133745123,1096465302.7079303,61257.03063540091,59242.776243134336
Moncton,61046,59313,0.01624863353250251,3386146219,3274802919.7292066,55468.76484945779,53644.840279939825
Nackawic,1042,1167,0.0126259916386033,91994200,88969245.64796905,88286.18042226488,85383.15321302212
New Maryland,4284,4284,0.01107682361365043,187003700,180854642.16634429,43651.65732959851,42216.30302669101
Nigadoo,983,961,0.01350000393617105,25405400,24570019.342359766,25844.76093591048,24994.93320687667
Norton,1370,1390,0.01166432416330675,35752350,34576740.81237911,26096.605839416057,25238.496943342412
Néguac,1697,1735,0.01242206760479719,66411086,64227355.899419725,39134.405421331765,37847.58744809648
Oromocto,8843,9194,0.0125423270384154,524569243,507320351.0638298,59320.28078706322,57369.71062578647
Paquetville,667,731,0.01194115579807354,26463100,25592940.03868472,39674.81259370315,38370.2249455543
Perth-Andover,1908,1861,0.01229999333299771,73496300,71079593.81044488,38520.07337526206,37253.455875495216
Petit-Rocher,1966,2078,0.01354827782958484,58572020,56646054.15860735,29792.482197355035,28812.84545198746
Petitcodiac,1444,1425,0.01279397797323637,57124688,55246313.346228234,39560.03324099723,38259.21976885612
Plaster Rock,1219,1220,0.01230000266738679,48961778,47351816.247582205,40165.527481542245,38844.804140756525
Pointe-Verte,1041,1122,0.01399998201244739,22237600,21506382.978723403,21361.76753121998,20659.34964334621
Port Elgin,436,445,0.01456955044545235,15113850,14616876.208897484,34664.793577981654,33524.94543325111
Quispamsis,13757,13579,0.0119701293743227,584119000,564911992.263056,42459.76593734099,41063.6034210261
Rexton,810,908,0.01208498677353139,37987464,36738359.76789168,46898.1037037037,45355.99971344652
Richibucto,1341,1414,0.01249699613306619,65956650,63787862.669245645,49184.67561521253,47567.384540824496
Riverside-Albert,393,415,0.01231720360705921,10845400,10488781.431334622,27596.43765903308,26689.011275660618
Riverview,17010,16684,0.01534519804954565,666337050,644426547.3887814,39173.25396825397,37885.15857664794
Rivière-Verte,856,929,0.01177999767108461,26192450,25331189.555125725,30598.656542056076,29592.511162530052
Rogersville,1248,1336,0.01463415909609767,37862852,36617845.261121854,30338.82371794872,29341.22216436046
Rothesay,11505,11470,0.01189999939407051,574819357,555918140.2321082,49962.56905693177,48319.69928136534
Sackville,5361,5393,0.01510045011070859,342204700,330952321.08317214,63832.251445625814,61733.31861279092
Saint Andrews,1869,1752,0.01097700325219349,153634463,148582652.80464217,82201.42482611022,79498.47662099634
Saint George,1509,1414,0.01249999833700191,75165450,72693858.8007737,49811.431411530815,48173.531345774485
Saint John,69661,72494,0.01724999991899863,3827095960,3701253346.2282395,54938.86048147457,53132.3602335344
Saint-André,415,438,0.01200703302234697,14303950,13833607.35009671,34467.34939759036,33333.993614690866
Saint-Antoine,1472,1463,0.01199874926243881,48131600,46548936.17021276,32698.097826086956,31622.918593894537
Saint-François-de-Madawaska,572,631,0.01219905071229135,32558517,31487927.46615087,56920.48426573427,55048.824241522496
Saint-Hilaire,237,255,0.01088952909183921,18570500,17959864.603481624,78356.54008438818,75780.01942397309
Saint-Isidore,877,912,0.01223302979392538,24613608,23804263.056092843,28065.68757126568,27142.831306833345
Saint-Louis-de-Kent,991,1015,0.01365598861668044,35445548,34280027.079303674,35767.455095862766,34591.349222304416
Saint-Léolin,802,858,0.01445940928584635,14592574,14112740.812379109,18195.229426433914,17596.933681270708
Saint-Léonard,1385,1450,0.01432199171667338,47333640,45777214.70019342,34175.91335740072,33052.14057775698
Saint-Quentin,2280,2424,0.01280043465974955,84755950,81969003.86847195,37173.662280701756,35951.31748617191
Sainte-Anne-de-Madawaska,1168,1273,0.01348386925863923,31067047,30045499.999999996,26598.499143835616,25723.886986301368
Sainte-Marie-Saint-Raphaël,1135,1185,0.01479996568143795,23311000,22544487.42746615,20538.325991189427,19862.98451759132
Salisbury,1954,1882,0.008950717203522206,81176400,78507156.67311412,41543.70522006141,40177.66462288338
Shediac,4892,4664,0.01478429754173133,241224650,233292698.2591876,49310.026573998366,47688.61370792878
Shippagan,2920,2862,0.01445500033110019,142706050,138013588.00773692,48871.93493150685,47264.9273999099
St. Martins,374,386,0.01265758091993186,12796600,12375822.050290134,34215.50802139037,33090.433289545814
St. Stephen,4667,4961,0.01520003597569035,237938450,230114555.12572533,50983.169059352906,49306.73990266238
Stanley,460,426,0.01199530528842341,18914900,18292940.03868472,41119.34782608696,39767.26095366243
Sussex,4182,4293,0.01371639755355275,226429570,218984110.25145066,54143.84744141559,52363.488821485094
Sussex Corner,1321,1337,0.01190539495858118,46373850,44848984.526112184,35105.109765329296,33950.78313861634
Tide Head,1149,1170,0.01320004856868911,35825550,34647533.849129595,31179.76501305483,30154.511618041422
Tracadie-Sheila,4724,4773,0.01299999929747794,233444628,225768499.032882,49416.72904318374,47791.807585284085
Tracy,601,605,0.01229006413458273,15015300,14521566.731141198,24983.86023294509,24162.340650817303
Woodstock,5198,5092,0.01391614135526964,251771300,243492553.19148934,48436.186994998076,46843.50773210645
