municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Richibucto,1414,1469,0.01249699733769487,60113320,63210641.43007361,42512.95615275813,44703.423925087416
Riverside-Albert,415,485,0.0109812019771475,10580900,11126077.812828602,25496.14457831325,26809.82605500868
Riverview,16653,16270,0.01497758282258754,593127750,623688485.8044164,35616.87083408395,37452.01980450468
Rivière-Verte,929,988,0.01168003500945182,24075784,25316281.808622506,25915.806243272335,27251.110665901513
Rogersville,1336,1385,0.01383309296019969,36275546,38144633.017875925,27152.354790419162,28551.372019368206
Rothesay,11325,1647,0.01110000029336978,493575032,519006342.7970558,43582.78428256071,45828.37463991663
Sackville,5393,5494,0.01375040148249257,321620500,338191903.25972664,59636.65863155943,62709.42022245997
Saint Andrews,1752,1652,0.01097700030340071,123592326,129960384.85804418,70543.56506849315,74178.30185961425
Saint George,1414,1345,0.01229999134679092,64819883,68159708.72765511,45841.501414427155,48203.471518850856
Saint John,72494,74969,0.01725000009934864,3560692965,3744156640.378549,49117.07127486412,51647.81416915261
Saint-André,438,4274,0.01184539939699953,13764500,14473711.882229233,31425.79908675799,33045.00429732702
Saint-Antoine,1453,1380,0.01174235380672493,43291150,45521713.98527866,29794.32209222299,31329.465922421652
Saint-François-de-Madawaska,631,661,0.01253011775405045,24910141,26193628.81177708,39477.244057052296,41511.29764148507
Saint-Hilaire,255,273,0.01048898475160141,17664150,18574290.220820192,69271.17647058824,72840.353807138
Saint-Isidore,912,903,0.01137306440571246,23848102,25076868.55941115,26149.234649122805,27496.566402863104
Saint-Louis-de-Kent,1015,1009,0.01315600809635134,32869621,34563218.717139855,32383.863054187193,34052.43223363532
Saint-Léolin,858,856,0.01397914600639556,14521631,15269853.838065196,16924.977855477857,17797.03244529743
Saint-Léonard,1450,1545,0.01432199697281608,36961745,38866188.22292324,25490.858620689654,26804.267739947063
Saint-Quentin,2424,2269,0.01095000265967162,78017150,82036961.09358571,32185.29290429043,33843.630814185526
Sainte-Anne-de-Madawaska,1273,1341,0.01311847134761999,29942818,31485613.038906418,23521.459544383346,24733.395945723816
Sainte-Marie-Saint-Raphaël,1185,1201,0.01389999935646761,23308850,24509831.75604627,19669.915611814347,20683.402325777442
Salisbury,1878,1805,0.008950328700666765,73174631,76944932.70241852,38964.1272630458,40971.742653045
Shediac,4664,4343,0.01431288466260584,201995200,212402944.26919034,43309.43396226415,45540.940023411305
Shippagan,2862,2760,0.01358199949593172,132918500,139767087.276551,46442.52271139064,48835.46026434347
St. Martins,386,411,0.01253851922128821,12068650,12690483.701366983,31265.932642487045,32876.90078074348
St. Stephen,4961,4931,0.01435030292240166,212315100,223254574.13249213,42796.835315460594,45001.929879558986
Stanley,426,429,0.01193160054104057,18224881,19163912.723449003,42781.410798122066,44985.71061842489
Sussex,4293,4132,0.01312234633951004,217552557,228761889.58990538,50676.11390635919,53287.1860214082
Sussex Corner,1337,1346,0.01083736078241559,41113700,43232071.50368034,30750.710545998503,32335.132014719777
Tide Head,1170,1156,0.01219300730410503,32548820,34225888.53838065,27819.504273504273,29252.89618665013
Tracadie-Sheila,4773,4319,0.0125999991484502,211379300,222270557.30809677,44286.46553530274,46568.31286572319
Tracy,605,576,0.01229042531313116,12618115,13268259.726603577,20856.388429752067,21931.007812567896
Woodstock,5092,4911,0.01340786298160407,228454229,240225267.08727658,44865.32384131972,47176.99667856964
