municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Grand Bay-Westfield,4964,5117,0.01370047708054806,375785600,275704768.8921496,75702.17566478647,55540.847883188886
Grand Falls/Grand-Sault,5326,5706,0.0149895836122055,549086700,402851577.4027879,103095.51257979721,75638.6739396898
Grand Manan,2360,2377,0.01216674992130128,200289150,146947285.39985326,84868.28389830509,62265.79889824291
Grande-Anse,899,738,0.01475999712790444,36906850,27077659.574468084,41053.22580645161,30119.754810309325
Hampton,4289,4292,0.01280000076675063,365177400,267921790.16874537,85142.78386570296,62467.19285818264
Hartland,957,947,0.01546339601308961,85793250,62944424.06456345,89648.11912225705,65772.64792535367
Harvey,358,363,0.01312109937590014,19996800,14671166.54438738,55856.98324022346,40980.91213516028
Hillsborough,1277,1350,0.01345957615657694,85182400,62496258.25385179,66705.09005481597,48939.90466237415
Lac Baker,690,719,0.01122799838883952,62563600,45901393.98385913,90671.88405797101,66523.7593968973
Lamèque,1285,1432,0.01499970839638157,94306100,69190095.37784299,73389.96108949416,53844.432200656025
Le Goulet,793,817,0.01587701251816775,26661250,19560711.66544387,33620.744010088274,24666.723411656836
Maisonnette,495,573,0.01468998045298505,25707250,18860785.033015404,51933.83838383838,38102.596026293744
McAdam,1151,1284,0.01584358886832792,50094900,36753411.5920763,43522.93657688966,31931.72162647811
Meductic,215,228,0.01289901819813391,14152550,10383382.245047688,65825.81395348837,48294.80113975669
Memramcook,4778,4831,0.01391200017451626,316302900,232063756.41966248,66199.85349518627,48569.22486807503
Millville,273,307,0.01452235712749526,10229400,7505062.362435803,37470.32967032967,27491.07092467327
Minto,2305,2505,0.01325647945160814,104275800,76504622.15700659,45238.95878524946,33190.7254477252
Miramichi,17537,17811,0.01739900030918273,1513668000,1110541452.6779163,86312.8243143069,63325.62312128165
Moncton,71889,69074,0.01649700002032572,8371165050,6141720506.236243,116445.70170679798,85433.38349728391
Nackawic,941,1049,0.01466568673885468,91843500,67383345.5612619,97602.01912858662,71608.2312021912
New Maryland,4174,4232,0.01284380998889841,346887100,254502641.23257518,83106.63632007666,60973.32085112007
Nigadoo,963,952,0.01387500608626232,54425850,39930924.43140131,56516.97819314642,41465.13440436273
Norton,1382,1301,0.01165848827411834,75778950,55597175.34849596,54832.81476121563,40229.50459370185
Néguac,1684,1678,0.0139951274951376,128640200,94380190.75568597,76389.6674584323,56045.243916678126
Oromocto,9223,8932,0.0121813682311356,1203101550,882686390.3154805,130445.79312588095,95704.91058391852
Paquetville,720,706,0.0137599467006078,51933050,38102017.608217165,72129.23611111111,52919.46890030162
Perth-Andover,1590,1778,0.01230000296320127,118115500,86658473.95451209,74286.47798742139,54502.18487705163
Petit-Rocher,1897,1908,0.0147959921717438,107150300,78613573.00073367,56484.08012651555,41440.99789179424
Petitcodiac,1383,1429,0.01289399241961254,91222250,66927549.52311078,65959.68908170644,48393.022070217485
Plaster Rock,1023,1135,0.01737242962585062,60764500,44581438.00440205,59398.338220918864,43579.11828387297
Pointe-Verte,886,976,0.01590000664818394,42868850,31451834.18928833,48384.706546275396,35498.68418655568
Port Elgin,408,418,0.01460033985547893,24245600,17788407.923697725,59425.490196078434,43599.03902867089
Quispamsis,18245,17886,0.01318336048818436,1748060900,1282509831.2545853,95810.4083310496,70293.76986870843
Rexton,830,818,0.01332899855816354,82741700,60705575.93543653,99688.7951807229,73139.24811498377
Richibucto,1266,1286,0.01386619555934902,109076350,80026669.11225237,86158.25434439178,63212.218888035044
Riverside-Albert,350,353,0.01427484408702727,22183850,16275752.017608216,63382.42857142857,46502.14862173776
Riverview,19667,19128,0.01592617663726035,1518568050,1114136500.3668377,77214.0158641379,56650.04832291848
Rivière-Verte,724,744,0.01317508897155427,39731800,29150256.786500365,54878.17679558011,40262.78561671321
Rogersville,1166,1170,0.01504699633647821,56557600,41494937.63756419,48505.660377358494,35587.42507509793
Rothesay,11659,11947,0.01240000063379587,1293791950,949223734.4093909,110969.37558967322,81415.5360159011
Sackville,5331,5558,0.0156000004727121,634635750,465616837.85766685,119046.28587507035,87341.36894722695
Saint Andrews,1786,1889,0.01240000118779676,319920050,234717571.5333822,179126.56774916014,131420.81272865745
Saint George,1517,1543,0.01399999706783777,136418100,100086647.10198091,89926.23599208966,65976.69551877449
Saint John,67575,70063,0.01785000002243942,6923084249,5079298788.701393,102450.37734369219,75165.3538838534
Saint-Antoine,1733,1770,0.01285789509154218,111287500,81648936.17021276,64216.67628390075,47114.21590895139
Saint-Isidore,764,748,0.01324997840063019,49191250,36090425.53191489,64386.45287958115,47238.77687423415
Saint-Louis-de-Kent,856,930,0.01495600997555971,60167050,44143103.44827586,70288.60981308411,51569.04608443441
Saint-Léolin,647,684,0.01548699433822926,20108550,14753154.805575933,31079.67542503864,22802.40309980824
Saint-Léonard,1300,1343,0.0150219983779707,79221750,58123074.10124724,60939.807692307695,44710.057000959416
Saint-Quentin,2194,2095,0.0144999981471943,134930500,98995231.10785031,61499.77210574294,45120.889292548
Sainte-Anne-de-Madawaska,957,1002,0.01471669156960521,44439200,32603961.848862797,46435.94566353187,34068.92565189425
Sainte-Marie-Saint-Raphaël,879,955,0.01539998495448732,33232500,24381878.209831253,37807.16723549488,27738.20046624716
Salisbury,2284,2208,0.009912380616637866,179275400,131530007.33675714,78491.85639229423,57587.56888649612
Shediac,6664,6062,0.01492768626540387,682166400,500488921.4966984,102365.90636254502,75103.3795763353
Shippagan,2580,2631,0.0151291303418991,239196300,175492516.50770357,92711.74418604652,68020.35523554402
St. Martins,276,314,0.01221698843809507,21951400,16105209.097578868,79534.0579710145,58352.20687528575
St. Stephen,4415,4817,0.01579999878919948,338618950,248436500.36683783,76697.38391845979,56271.00801060879
Stanley,412,419,0.01455401456932437,29980800,21996184.88628026,72768.93203883494,53388.798267670536
Sussex,4282,4312,0.01288883908669081,415421200,304784446.0748349,97015.69360112098,71178.05840140936
Sussex Corner,1461,1495,0.01219999112727918,101434500,74420029.3470286,69428.13141683779,50937.73398153908
Tide Head,938,1036,0.01505314110289486,60489900,44379970.65297138,64488.166311300636,47313.40154901
Tracy,608,611,0.01190001651495575,25734250,18880594.27732942,42326.06907894737,31053.609008765492
Woodstock,5228,5254,0.01427890533272734,506937600,371927806.3096111,96965.87605202754,71141.50847544205
