municipality,general_govt_exp,general_govt_exp_adj,general_govt_exp_capita,general_govt_exp_capita_adj,police_exp,police_exp_adj,police_exp_capita,police_exp_capita_adj,fire_protection_exp,fire_protection_exp_adj,fire_protection_exp_capita,fire_protection_exp_capita_adj,water_cost_exp,water_cost_exp_adj,water_cost_exp_capita,water_cost_exp_capita_adj,emergency_exp,emergency_exp_adj,emergency_exp_capita,emergency_exp_capita_adj,other_protection_exp,other_protection_exp_adj,other_protection_exp_capita,other_protection_exp_capita_adj,transportation_exp,transportation_exp_adj,transportation_exp_capita,transportation_exp_capita_adj,environ_health_exp,environ_health_exp_adj,environ_health_exp_capita,environ_health_exp_capita_adj,public_health_exp,public_health_exp_adj,public_health_exp_capita,public_health_exp_capita_adj,environ_dev_exp,environ_dev_exp_adj,environ_dev_exp_capita,environ_dev_exp_capita_adj,rec_and_culture_exp,rec_and_culture_exp_adj,rec_and_culture_exp_capita,rec_and_culture_exp_capita_adj,debt_exp,debt_exp_adj,debt_exp_capita,debt_exp_capita_adj,transfers_exp,transfers_exp_adj,transfers_exp_capita,transfers_exp_capita_adj,deficits_exp,deficits_exp_adj,deficits_exp_capita,deficits_exp_capita_adj,total_exp,total_exp_adj,total_exp_capita,total_exp_capita_adj
Alma,128033.0,93934.70286133527,601.093896713615,441.0079946541562,51820,38019.07556859867,243.28638497652582,178.49331252863226,48999,35949.376375641965,230.04225352112675,168.7764149091172,0,0.0,0.0,0.0,1500,1100.5135730007335,7.042253521126761,5.166730389674805,0,0.0,0.0,0.0,136500,100146.73514306675,640.8450704225352,470.17246546040724,18800,13793.10344827586,88.26291079812206,64.75635421725757,100,73.36757153338223,0.4694835680751174,0.344448692644987,70500,51724.13793103448,330.98591549295776,242.83632831471587,52200,38297.87234042553,245.07042253521126,179.80221756068323,23416.0,17179.750550256784,109.93427230046949,80.65610586975016,0,0.0,0.0,0.0,28129,20637.564196625088,132.06103286384976,96.8899727541084,559997.0,410856.1995597945,2629.093896713615,1928.902345351148
Aroostook,72466.0,53166.544387380774,236.81699346405227,173.7468770829437,45831,33625.09170946441,149.77450980392157,109.88592061916474,9523,6986.793837123991,31.12091503267974,22.832659598444415,20521,15055.75935436537,67.06209150326798,49.20182795544238,0,0.0,0.0,0.0,0,0.0,0.0,0.0,36426,26724.871606749814,119.03921568627452,87.33618172140461,31820,23345.561261922227,103.98692810457516,76.29268386249093,0,0.0,0.0,0.0,1749,1283.1988261188553,5.715686274509804,4.1934602160746905,9151,6713.866471019808,29.905228758169933,21.940740101371922,450.0,330.15407190022006,1.4705882352941178,1.0789348754909152,38600,28319.882611885543,126.14379084967321,92.54863598655406,0,0.0,0.0,0.0,266537.0,195551.724137931,871.0359477124183,639.0579220193824
Atholville,568333.0,416972.12032281724,159.19691876750701,116.7989132556911,650099,476961.8488628026,182.10056022408963,133.60275878509876,324340,237960.38151137193,90.8515406162465,66.65556905080446,143856,105543.65370506234,40.29579831932773,29.56404865688021,5000,3668.3785766691117,1.4005602240896358,1.0275570242770622,6213,4558.327219369038,1.7403361344537815,1.2768423583666773,820430,601929.5671313279,229.812324929972,168.60772188552602,250540,183815.11371973585,70.17927170868347,51.48882737247503,0,0.0,0.0,0.0,220957,162110.7850330154,61.892717086834736,45.40918348263737,302900,222230.3741746148,84.84593837535014,62.249404530704425,378310.0,277556.8598679383,105.96918767507003,77.74701957085107,60040,44049.889948642696,16.817927170868348,12.338904747518962,0,0.0,0.0,0.0,3731018.0,2737357.300073367,1045.103081232493,766.7667507208312
Balmoral,320577.0,235199.55979457079,191.50358422939067,140.5015291484891,294301,215921.49669845926,175.80704898446834,128.98536242440815,72105,52901.68745414526,43.07347670250896,31.601963831627994,160000,117388.11445341157,95.57945041816009,70.12432165675722,0,0.0,0.0,0.0,2575,1889.2149669845926,1.538231780167264,1.1285633016634364,349589,256484.95964783564,208.83452807646356,153.21682177290063,250106,183496.69845928097,149.40621266427718,109.61570995178074,0,0.0,0.0,0.0,55370,40623.62435803375,33.07646356033453,24.267398063341545,188648,138406.45634629493,112.69295101553166,82.6800814493996,245049.0,179786.50036683783,146.38530465949822,107.39934311041686,7000,5135.730007336757,4.181600955794504,3.0679390724831284,2500,1834.1892883345558,1.4934289127837514,1.0956925258868315,1947820.0,1429068.231841526,1163.5722819593786,853.6847263091553
Bas-Caraquet,349605.0,256496.69845928097,267.8965517241379,196.54919422167126,211873,155446.07483492294,162.35478927203064,119.11576615702907,49650,36426.99926632428,38.04597701149425,27.91340939948221,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2189,1606.016140865737,1.6773946360153256,1.2306637094756605,348049,255355.09904622153,266.70421455938697,195.67440539940347,103342,75819.51577402787,79.18927203065134,58.099245803852774,0,0.0,0.0,0.0,78348,57482.02494497431,60.0367816091954,44.04752869346691,164971,121035.216434336,126.41455938697318,92.74729228684751,42220.0,30975.78870139398,32.35249042145594,23.73623655279232,30191,22150.40352164343,23.13486590038314,16.973489288615657,15489,11363.903154805575,11.86896551724138,8.707971766134541,1395927.0,1024157.7402787966,1069.6758620689654,784.7952032787714
Bath,79676.0,58456.34629493763,167.38655462184875,122.80745019944881,80665,59181.95157740278,169.46428571428572,124.33183104496383,52259,38341.159207630226,109.78781512605042,80.54865379754249,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10585,7765.957446808509,22.23739495798319,16.315036652959055,73047,53592.809977989724,153.46008403361344,112.58993692854985,42324,31052.0909757887,88.91596638655462,65.23548524325356,0,0.0,0.0,0.0,42894,31470.286133528978,90.11344537815125,66.11404649901046,61324,44991.92956713132,128.83193277310923,94.52086043514984,71086.0,52154.07190022009,149.3403361344538,109.56737794163885,0,0.0,0.0,0.0,353,258.9875275128393,0.7415966386554622,0.5440914443547044,514213.0,377265.5906089508,1080.2794117647059,792.5747701868714
Bathurst,3554166.0,2607605.28246515,298.7447255610658,219.1817502282214,5366037,3936931.034482758,451.0411868538287,330.917965409999,2636482,1934322.8173147466,221.6089770530386,162.5891247637847,924383,678197.3587674247,77.69883163822813,57.005745882779244,9500,6969.919295671312,0.7985206354543162,0.5858551984257638,329600,241819.51577402785,27.70446331007817,20.326091936961237,4979438,3653292.7366104177,418.5456837858284,307.07680395145144,340509,249823.18415260452,28.621417163990923,20.99883871165878,624774,458381.51137197355,52.51525594687737,38.52916797276402,0,0.0,0.0,0.0,3411250,2502751.2839325015,286.7319492308985,210.36826796104071,2785831.0,2043896.5517241377,234.16247793561402,171.79932350375202,150000,110051.35730007336,12.608220559804993,9.250345238301534,25111970,18424042.553191487,2110.781709674708,1548.6292807591399,50223940.0,36848085.10638297,4221.563419349416,3097.2585615182797
Belledune,1042011.0,764498.1658107116,735.3641496118561,539.5188184973265,811030,595033.01540719,572.3570924488356,419.92449922878615,277384,203509.904622157,195.75441072688778,143.62025731980026,25025,18360.234776228906,17.660550458715598,12.957116990987231,5000,3668.3785766691117,3.5285815102328866,2.588834563633812,10000,7336.757153338223,7.057163020465773,5.177669127267624,936500,687087.3074101247,660.9033168666197,484.88871376861306,195000,143066.76449009537,137.61467889908258,100.96454798171868,10000,7336.757153338223,7.057163020465773,5.177669127267624,537920,394658.84079236974,379.6189131968948,278.51717769398005,505100,370579.60381511366,356.4573041637262,261.5240676182877,469422.0,344403.52164343355,331.2787579393084,243.05117970602225,170000,124724.8716067498,119.97177134791814,88.02037516354962,4179,3066.0308143800435,2.9491884262526464,2.16374792828514,4998571.0,3667330.1540718996,3527.5730416372617,2588.0946747155253
Beresford,888669.0,651994.8642699926,207.24556902985074,152.05104110774082,1106913,812115.1870873073,258.14202425373134,189.39253430207728,135000,99046.22157006602,31.48320895522388,23.09846585122808,270000,198092.44314013203,62.96641791044776,46.19693170245616,8000,5869.405722670579,1.8656716417910448,1.3687979763690716,45415,33319.88261188554,10.591184701492537,7.770495012100174,930283,682526.0454878943,216.9503264925373,159.17118598131864,217679,159705.7960381511,50.7646921641791,37.24482183725539,0,0.0,0.0,0.0,120266,88236.24358033748,28.047108208955223,20.577482178250346,718682,527279.5304475421,167.60307835820896,122.96630840660963,423112.0,310426.9992663243,98.67350746268657,72.39435617218383,736000,539985.3264856932,171.6417910447761,125.92941382595457,0,0.0,0.0,0.0,5600019.0,4108597.9457079964,1305.9745802238806,958.1618343535439
Bertrand,309693.0,227214.23330887745,265.60291595197253,194.86640935581255,185101,135804.10858400585,158.74871355060034,116.47007597256076,54627,40078.50330154072,46.84991423670669,34.372644340944014,0,0.0,0.0,0.0,1500,1100.5135730007335,1.2864493996569468,0.9438366835340767,1700,1247.248716067498,1.4579759862778732,1.0696815746719537,330622,242569.33235509903,283.5523156089194,208.03544798893572,95433,70016.87454145266,81.84648370497428,60.04877747980503,0,0.0,0.0,0.0,107901,79164.34336023476,92.53945111492281,67.89394799334028,166731,122326.48569332354,142.99399656946827,104.91122272154678,141195.0,103591.34262655905,121.09348198970841,88.84334702106266,11860,8701.393983859134,10.171526586620926,7.462602044476101,0,0.0,0.0,0.0,1406363.0,1031814.3800440205,1206.1432246998286,884.91799317669
Blacks Harbour,271367.0,199095.3778429934,303.54250559284117,222.70176492504854,229011,168019.809244314,256.16442953020135,187.94162107865102,172017,126204.69552457813,192.41275167785236,141.16856322659746,50000,36683.785766691115,55.92841163310962,41.03331741240617,2050,1504.0352164343358,2.2930648769574944,1.682366013908653,33180,24343.360234776224,37.11409395973154,27.229709434872735,195090,143132.7953044754,218.2214765100671,160.10379787972641,70535,51749.81658107116,78.89821029082773,57.88570087368139,0,0.0,0.0,0.0,46714,34272.92736610418,52.25279642058165,38.33660779206284,344776,252953.77842993394,385.65548098434004,282.946060883595,101855.0,74728.53998532648,113.9317673378076,83.58897090081263,24000,17608.217168011735,26.845637583892618,19.69599235795496,0,0.0,0.0,0.0,1540595.0,1130297.13866471,1723.2606263982102,1264.3144727793178
Blackville,168645.0,123730.74101247247,176.03862212943633,129.15526201719464,209858,153967.7182685253,219.05845511482255,160.71786875628945,100795,73950.84372707263,105.21398747390397,77.19294752304032,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1500,1100.5135730007335,1.5657620041753653,1.1487615584558803,206952,151835.65663976522,216.0250521920668,158.49233469704095,75275,55227.43947175348,78.57515657620041,57.64868420851094,0,0.0,0.0,0.0,32015,23488.628026412323,33.41858037578288,24.518400862643343,58000,42553.1914893617,60.54279749478079,44.41878026029405,160727.0,117921.49669845926,167.77348643006263,123.09133267062553,90000,66030.81438004402,93.94572025052192,68.92569350735283,0,0.0,0.0,0.0,1103767.0,809807.0432868671,1152.1576200417537,845.3100660614479
Bouctouche,508552.0,373112.25238444604,215.39686573485812,158.03144954868532,504502,370140.865737344,213.6814908936891,156.77292068502499,158200,116067.4981658107,67.00550614146547,49.16031264964452,0,0.0,0.0,0.0,1000,733.6757153338224,0.4235493434985176,0.31074786757044576,3500,2567.8650036683784,1.4824227022448115,1.0876175364965601,784502,575570.0660308143,332.27530707327406,243.78232360474982,160279,117592.80997798972,67.8860652265989,49.80635746632347,0,0.0,0.0,0.0,289877,212675.71533382242,122.77721304531978,90.0786596077181,1159032,850353.6316947908,490.9072426937738,360.1667224459089,364508.0,267430.6676449009,154.38712409995765,113.27008371236802,98000,71900.2201027146,41.507835662854724,30.45329102190368,0,0.0,0.0,0.0,4031952.0,2958145.267791636,1707.730622617535,1252.9204861463938
Cambridge-Narrows,230355.0,169005.86940572265,409.88434163701066,300.7221875546666,119224,87471.75348495964,212.1423487544484,155.64368947501717,103941,76258.98752751283,184.94839857651246,135.69214862546767,0,0.0,0.0,0.0,20000,14673.514306676447,35.587188612099645,26.109456061701863,2000,1467.3514306676448,3.5587188612099645,2.6109456061701866,356898,261847.39545121053,635.0498220640569,465.92063247546355,81586,59857.666911225235,145.17081850533808,106.50830411250041,12000,8804.108584005868,21.352313167259787,15.665673637021117,66139,48524.57813646368,117.68505338078292,86.34266572324498,46315,33980.19075568598,82.41103202846975,60.462972874886084,1500.0,1100.5135730007335,2.6690391459074734,1.9582092046276396,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1039958.0,762991.9295671312,1850.459074733096,1357.6368853507672
Campbellton,1344687.0,986564.1966250916,195.36350428592183,143.33345875709597,2601255,1908477.6228906822,377.9245968327764,277.27409892353364,830378,609228.1731474687,120.64187127705942,88.51201120840749,10000,7336.757153338223,1.4528548597995061,1.0659243285396227,1143,838.5913426265589,0.16606131047508355,0.12183515075207887,140721,103243.58033749081,20.44471887258463,14.999793743642426,3292895,2415917.094644167,478.40985035594946,350.9976891826481,568136,416827.5862068965,82.54191486270521,60.55899843191872,1388506,1018713.1327953044,201.7297689960773,148.00423257232376,0,0.0,0.0,0.0,2578398,1891707.9970652969,374.60380647973267,274.8377156857906,1321234.0,969357.3000733674,191.95612378323406,140.833546429372,175786,128969.9192956713,25.539154438471595,18.737457401666614,14253139,10457181.9515774,2070.774226354787,1519.2767618156909,28506278.0,20914363.9031548,4141.548452709574,3038.5535236313817
Canterbury,90480.0,66382.97872340425,269.2857142857143,197.56838905775072,54007,39623.62435803375,160.73511904761904,117.92745344652901,92795,68081.43800440205,276.17559523809524,202.62332739405372,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4800,3521.643433602347,14.285714285714286,10.481081647626032,38200,28026.412325752015,113.69047619047619,83.41194144569052,42180,30946.441672780627,125.53571428571429,92.10250497851378,0,0.0,0.0,0.0,4816,3533.3822450476887,14.333333333333334,10.516018586451455,10200,7483.492296404988,30.357142857142858,22.272298501205324,27675.0,20304.475421863535,82.36607142857143,60.42998637459385,0,0.0,0.0,0.0,0,0.0,0.0,0.0,365153.0,267903.88848129124,1086.764880952381,797.3330014324144
Cap-Pelé,752318.0,551957.4468085106,310.2342268041237,227.61131827155074,451587,331318.4152604548,186.22144329896906,136.62615062286795,192038,140893.6170212766,79.19092783505154,58.10046062733055,0,0.0,0.0,0.0,16000,11738.811445341158,6.597938144329897,4.84074698776955,2800,2054.2920029347024,1.1546391752577319,0.8471307228596711,508785,373283.19882611884,209.8082474226804,153.93121601077067,145204,106532.64856933235,59.877938144329896,43.93098910075561,0,0.0,0.0,0.0,192519,141246.51504035215,79.38927835051547,58.24598558365037,874063,641278.7967718268,360.4383505154639,264.444864648176,425191.0,311952.31107850326,175.33649484536082,128.64012827979516,144011,105657.37344093909,59.3859793814433,43.57005090348004,0,0.0,0.0,0.0,3704516.0,2717913.4262655904,1527.6354639175258,1120.7890417590063
Caraquet,1619373.0,1188094.644167278,381.2083333333333,279.6832966495475,912929,669793.8371239911,214.90795668549904,157.67274885216364,175734,128931.76815847393,41.36864406779661,30.35116952883096,69000,50623.62435803374,16.242937853107346,11.917049048501351,4318,3168.011738811445,1.0164783427495292,0.7457654752380991,8400,6162.876008804108,1.9774011299435028,1.4507711885132082,1489985,1093165.8107116653,350.74976459510356,257.33658444248243,244508,179389.58180484225,57.558380414312616,42.22918592392708,895255,656826.8525311812,210.74741054613935,154.62025718718954,0,0.0,0.0,0.0,981501,720103.448275862,231.05014124293785,169.51587765439314,945818.0,693923.6977256052,222.65018832391715,163.35303618776018,2000,1467.3514306676448,0.4708097928436911,0.34542171155076384,0,0.0,0.0,0.0,7348821.0,5391651.504035216,1729.9484463276835,1269.2211638500978
Centreville,68106.0,49967.71826852531,122.27289048473968,89.70865039232551,110204,80853.99853264856,197.85278276481148,145.15978192576043,65292,47903.15480557593,117.22082585278277,86.00207325956181,0,0.0,0.0,0.0,500,366.8378576669112,0.8976660682226212,0.6585957947341314,2400,1760.8217168011736,4.308797127468582,3.1612598147238304,179950,132024.94497432135,323.0700179533214,237.02862652481392,42000,30814.380044020538,75.40394973070018,55.32204675766703,0,0.0,0.0,0.0,24534,17999.999999999996,44.04667863554758,32.315978456014356,63476,46570.79970652971,113.9605026929982,83.61005333308745,51837.0,38031.54805575935,93.06463195691202,68.27926042326634,0,0.0,0.0,0.0,41181,30213.49963316214,73.93357271095152,54.243266845892535,649480.0,476507.703595011,1166.032315978456,855.4895935278473
Charlo,347317.0,254818.04842259717,265.12748091603055,194.51759421572302,240591,176515.77402787967,183.65725190839694,134.74486567013716,94000,68965.5172413793,71.7557251908397,52.64543300868649,30000,22010.271460014672,22.900763358778626,16.801733938942498,15000,11005.135730007336,11.450381679389313,8.400866969471249,4000,2934.7028613352895,3.053435114503817,2.2402311918589994,455000,333822.45047688915,347.32824427480915,254.82629807396117,123555,90649.30300807042,94.31679389312977,69.19794122753467,0,0.0,0.0,0.0,85339,62611.151870873065,65.14427480916031,47.79477242051379,32000,23477.622890682316,24.427480916030536,17.921849534871996,122427.0,89821.71680117387,93.4557251908397,68.56619603143044,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1549229.0,1136631.6947909023,1182.6175572519085,867.6577822831315
Chipman,402968.0,295647.8356566397,365.0072463768116,267.796952587536,130424,95688.92149669844,118.1376811594203,86.6747477325167,134550,98716.0674981658,121.875,89.4167278063096,0,0.0,0.0,0.0,8000,5869.405722670579,7.246376811594203,5.3164906908248,3900,2861.335289801907,3.532608695652174,2.5917892117770895,316674,232336.02347762286,286.8423913043478,210.4492966282816,98978,72617.75495231106,89.65398550724638,65.77695194955713,0,0.0,0.0,0.0,25770,18906.823184152603,23.342391304347824,17.125745637819385,240515,176460.0146735143,217.85778985507247,159.83696981296583,95377.0,69975.78870139398,86.39221014492753,63.383866577349615,10478,7687.45414526779,9.490942028985508,6.963273682307781,22266,16336.023477622888,20.168478260869566,14.797122715238123,1489900.0,1093103.448275862,1349.5471014492753,990.1299350324837
Dalhousie,864973.0,634609.6845194424,276.7028150991683,203.01013580276467,637548,467753.48495964776,203.95009596928983,149.63323255267042,199402,146296.40498899485,63.78822776711452,46.79987363691454,313590,230073.36757153337,100.31669865642995,73.59992564668374,7500,5502.567865003668,2.399232245681382,1.7602584341022611,18300,13426.26559060895,5.854126679462572,4.2950305792095165,1951275,1431603.0814380043,624.2082533589252,457.9664368003852,301200,220983.1254585473,96.3531669865643,70.6919787135468,256674,188315.48055759352,82.10940499040306,60.241676441968494,0,0.0,0.0,0.0,799344,586459.2809977989,255.70825335892513,187.60693569987168,156325.0,114691.85619955978,50.00799744081894,36.68965329480479,210000,154071.9002201027,67.17850287907869,49.2872361548633,5716131,4193786.5003668373,1828.5767754318617,1341.5823737577855,11432262.0,8387573.0007336745,3657.1535508637235,2683.164747515571
Dieppe,5900124.0,4328777.696258253,232.4347620548377,170.53174031902984,5525622,4054014.673514306,217.68129530412858,159.70748004704956,6482168,4755809.244314013,255.3643239836117,187.3546030694143,1600000,1173881.1445341157,63.03183107469272,46.24492375252583,6000,4402.054292002934,0.2363693665300977,0.17341846407197187,709432,520493.03008070425,27.947998739363378,20.50476796725119,8055479,5910109.3176815845,317.34474472108417,232.8281325906707,1123079,823975.7887013939,44.243578632209264,32.46043920191435,3177270,2331085.8400586937,125.16821619918059,91.83288055699235,0,0.0,0.0,0.0,7856540,5764152.604548789,309.50756381972894,227.07818328666832,8337000.0,6116654.438738077,328.43523479357077,240.96495582800492,7715518,5660688.187820982,303.9520170185944,223.00221351327536,56488232,41444044.02054291,2225.347935707532,1632.6837385968686,112976464.0,82888088.04108582,4450.695871415064,3265.367477193737
Doaktown,245806.0,180341.89288334554,310.3611111111111,227.70441020624438,205417,150709.4644167278,259.364898989899,190.28972779889875,77658,56975.788701393976,98.0530303030303,71.93912714822471,0,0.0,0.0,0.0,4000,2934.7028613352895,5.05050505050505,3.7054329057263757,1200,880.4108584005868,1.5151515151515151,1.1116298717179127,262959,192926.6324284666,332.0189393939394,243.59423286422552,73864,54192.223037417454,93.26262626262626,68.42452403714326,0,0.0,0.0,0.0,50234,36855.46588407923,63.426767676767675,46.534679146564685,182644,134001.46735143065,230.61111111111111,169.19377190837204,42690.0,31320.61628760088,53.90151515151515,39.546232686364746,11300,8290.535583272193,14.267676767676768,10.46784795867701,74805,54882.61188554658,94.45075757575758,69.29622712821538,1232577.0,904311.8121790168,1556.284090909091,1141.8078436603746
Dorchester,361378.0,265134.26265590603,329.7244525547445,241.91082359115515,170778,125295.67131327951,155.81934306569343,114.3208679865689,162171,118980.9244314013,147.9662408759124,108.5592376198917,45537,33409.39104915627,41.54835766423358,30.483021030252072,3750,2751.283932501834,3.4215328467153285,2.510295558852038,4900,3595.0110051357296,4.470802919708029,3.28011953023333,223232,163779.89728539984,203.67883211678833,149.4342128516422,36713,26935.43653705062,33.497262773722625,24.576128227235966,2250,1650.7703595011003,2.052919708029197,1.5061773353112229,33852,24836.390315480556,30.886861313868614,22.66094006886912,121527,89161.40865737342,110.88229927007299,81.35165023482976,62520.0,45869.40572267058,57.043795620437955,41.85164755718118,4000,2934.7028613352895,3.6496350364963503,2.677648596108841,0,0.0,0.0,0.0,1232608.0,904334.5561261921,1124.6423357664235,825.1227701881314
Drummond,246209.0,180637.56419662508,334.0691994572592,245.09845888280202,124333,91220.10271460013,168.70149253731344,123.77218821519692,103092,75636.09684519442,139.88059701492537,102.62699707624752,9283,6810.711665443873,12.595658073270014,9.241128447006613,4500,3301.5407190022006,6.1058344640434195,4.479702468116962,8575,6291.269258987527,11.635006784260515,8.53632192535621,138437,101567.86500366837,187.83853459972863,137.81257123971284,44748,32830.520909757885,60.71641791044776,44.54616134295507,0,0.0,0.0,0.0,31310,22971.38664710198,42.48303934871099,31.16877428372046,29700,21790.168745414525,40.298507462686565,29.566036289571947,61152.0,44865.737344093905,82.97421981004071,60.876170073397425,52728,38685.253118121786,71.54409769335142,52.49016705308248,2041,1497.4321349963313,2.7693351424694708,2.0317939416503816,856108.0,628105.649303008,1161.6119402985075,852.2464712388168
Edmundston,3923300.0,2878429.933969185,236.62846803377565,173.60856055302685,5475926,4017553.9251650767,330.2729794933655,242.3132644852278,2426833,1780508.437270726,146.3711097708082,107.38892866530314,536820,393851.79750550253,32.37756332931242,23.754631936399427,1079590,792068.9655172413,65.11399276236429,47.772555218168954,395089,289867.20469552453,23.82925211097708,17.482943588391105,7356987,5397642.6999266315,443.7265983112183,325.55142942862676,858341,629743.9471753484,51.76966224366707,37.982143979212815,1320382,968732.208363903,79.63703256936067,58.4277568373886,0,0.0,0.0,0.0,5373622,3942495.964783565,324.10265379975874,237.78624636812816,4948194.0,3630369.772560528,298.44354644149576,218.96078242222725,625000,458547.322083639,37.69601930036188,27.65665392543058,34320084,25179812.179016873,2069.9688781664654,1518.6858974075315,68640168.0,50359624.35803375,4139.937756332931,3037.371794815063
