municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Centreville,542,523,0.01257772568954863,34099408,27950334.42622951,62914.03690036901,51568.8827052205
Charlo,1324,1376,0.0141059998366752,66725933,54693387.704918034,50397.23036253776,41309.20521519489
Chipman,1236,1291,0.01359999452767976,64908482,53203673.7704918,52514.95307443366,43045.043503634144
Clair,857,848,0.01238117265054543,45628069,37400056.55737705,53241.62077012836,43640.67276240029
Dalhousie,3512,3676,0.01654255681909357,299124800,245184262.29508197,85172.20956719818,69813.28653049031
Dieppe,23310,18565,0.01564499995235089,2381996300,1952455983.6065574,102187.74345774346,83760.44545716677
Doaktown,793,888,0.01300000368326839,54299600,44507868.85245902,68473.64438839849,56125.93802327746
Dorchester,1167,1119,0.01523613284394141,39812399,32633113.93442623,34115.16623821765,27963.251014932503
Drummond,775,839,0.01214812050142203,47959600,39311147.54098361,61883.354838709674,50724.06134320466
Edmundston,16032,16643,0.01592917652936463,1264144883,1036184330.3278689,78851.35248253493,64632.25613322536
Eel River Crossing,1209,1168,0.01310000237503751,43999305,36065004.09836066,36393.13895781638,29830.44176870195
Florenceville-Bristol,1639,1539,0.01289899694480517,201986791,165562943.44262296,123237.82245271507,101014.60856779924
Fredericton,56224,50535,0.01411915898777685,6091366212,4992923124.590164,108341.03251280592,88804.12501049666
Fredericton Junction,752,715,0.01329237055564816,36349423,29794609.01639344,48336.998670212764,39620.49071328915
Gagetown,698,719,0.01220000828394346,53114800,43536721.31147541,76095.70200573067,62373.52623420546
Grand Bay-Westfield,5117,4981,0.01369997392151135,335333850,274863811.47540987,65533.29099081493,53715.81228755323
Grand Falls/Grand-Sault,5706,5650,0.01449098526750828,506603441,415248722.13114756,88784.33946722747,72774.04874362909
Grand Manan,2377,2460,0.01110874521790476,161226400,132152786.8852459,67827.68195204038,55596.46061642655
Grande-Anse,738,758,0.01445997107367705,32911200,26976393.442622952,44595.12195121951,36553.37864854059
Hampton,4292,4004,0.0124999980284686,317012450,259846270.4918033,73861.24184529357,60542.00151253572
Hartland,947,947,0.0146944708558387,77424496,63462701.63934427,81757.651531151,67014.46846815657
Harvey,363,352,0.0124766239139429,16919000,13868032.786885247,46608.815426997244,38203.947071309216
Hillsborough,1350,1292,0.01345997154324476,67857350,55620778.68852459,50264.7037037037,41200.57680631451
Kedgwick,993,1146,0.01486707637182249,44820850,36738401.63934426,45136.80765357502,36997.38332260248
Lac Baker,719,721,0.01023705339739838,44506850,36481024.59016394,61901.04311543811,50738.55993068698
Lamèque,1432,1422,0.0149999530301757,78773980,64568836.065573774,55009.762569832405,45089.96931953476
Le Goulet,817,908,0.01597131061578837,19547300,16022377.049180329,23925.703794369645,19611.232618335776
Maisonnette,573,599,0.01412537398729284,23797600,19506229.508196723,41531.588132635254,34042.28535461906
McAdam,1284,1404,0.01573795555996541,44345150,36348483.60655738,34536.721183800626,28308.78785557428
Meductic,270,155,0.0105848066245997,13193250,10814139.344262294,48863.88888888889,40052.367941712204
Memramcook,4831,4638,0.0138119993369113,253058150,207424713.1147541,52382.14655350859,42936.185699597205
Millville,307,303,0.01453679424825544,9458000,7752459.016393443,30807.81758957655,25252.309499652907
Minto,2505,2681,0.01290832565269392,103886750,85153073.77049181,41471.756487025945,33993.24302215242
Miramichi,17811,18129,0.01729899977249666,1241863072,1017920550.8196721,69724.5001403627,57151.22962324811
Moncton,69074,64128,0.01639300026446946,6639708000,5442383606.557377,96124.56206387353,78790.62464251928
Nackawic,1049,977,0.01304973243766455,129447405,106104430.32786885,123400.76739752144,101148.16999796839
New Maryland,4232,4248,0.01175814281942243,323432200,265108360.6557377,76425.37807183365,62643.75251789643
Nigadoo,952,927,0.01387499210170477,39565500,32430737.704918034,41560.399159663866,34065.90095054416
Norton,1301,1314,0.01166949862742668,59514125,48782069.67213115,45744.907763259034,37495.82603545822
Néguac,1678,1623,0.01288397264665578,97165450,79643811.47540984,57905.51251489869,47463.53484827762
Oromocto,8932,8402,0.01216302067009842,1006633330,825109286.8852459,112699.65629198388,92376.7674524458
Paquetville,706,642,0.01223840097098262,38806050,31808237.704918034,54966.076487252125,45054.16105512469
Perth-Andover,1778,1797,0.01229999611646389,105702635,86641504.09836066,59450.300899887516,48729.75483597337
Petit-Rocher,1908,1949,0.01499815762913189,87387400,71629016.39344263,45800.524109014674,37541.413204110395
Petitcodiac,1429,1368,0.0127939917053742,83441980,68395065.5737705,58391.86843946816,47862.187245465706
Plaster Rock,1135,1150,0.01582577756046178,59293074,48600880.32786886,52240.593832599116,42820.15887917961
Pointe-Verte,976,971,0.01577501062915417,32693100,26797622.95081967,33497.02868852459,27456.58089223327
Port Elgin,418,451,0.01302635892099849,21021991,17231140.16393443,50291.84449760766,41222.823358694804
Quispamsis,17886,15239,0.01206997629088778,1514101400,1241066721.3114755,84652.87934697529,69387.6060221109
Rexton,818,862,0.01232899302273501,68766200,56365737.704918034,84066.25916870416,68906.76981041324
Richibucto,1286,1290,0.01297800484888617,98764950,80954877.04918033,76800.1166407465,62950.91527930041
Riverside-Albert,353,320,0.01281531132549733,20886500,17120081.967213117,59168.555240793205,48498.81577114197
Riverview,19128,17832,0.01570174898816082,1265134350,1036995368.8524591,66140.44071518193,54213.475996050765
Rivière-Verte,744,798,0.0121738104588657,32210950,26402418.032786887,43294.2876344086,35487.12101181033
Rogersville,1170,1165,0.01464727205227196,49066611,40218533.60655738,41937.27435897436,34374.81504833964
Rothesay,11947,11637,0.01190000012426028,1166905450,956479877.0491804,97673.51217878965,80060.25588425381
Sackville,5558,5411,0.01534997209368985,541454600,443815245.90163934,97418.96365599136,79851.60955409128
Saint Andrews,1889,1798,0.01107699806131932,261141510,214050418.0327869,138243.2556908417,113314.14400888667
Saint George,1543,1512,0.01249999715949365,123217468,100997924.59016393,79855.7796500324,65455.557090190494
Saint John,70063,68043,0.01785000005838828,6414814937,5258045030.327869,91557.81135549434,75047.38635696258
Saint-Antoine,1770,1546,0.01214153560776625,93695150,76799303.27868852,52935.11299435028,43389.43688061498
Saint-François-de-Madawaska,533,585,0.01464759629993428,35377750,28998155.737704918,66374.76547842401,54405.545474118044
Saint-Hilaire,145,231,0.01101723574401325,22946500,18808606.557377048,158251.72413793104,129714.52798191068
Saint-Isidore,748,796,0.01240701089338972,39464300,32347786.885245904,52759.75935828877,43245.70439203998
Saint-Louis-de-Kent,930,960,0.01385598821121837,49402900,40494180.32786886,53121.397849462366,43542.12938480522
Saint-Léolin,488,733,0.01548614517619412,17531800,14370327.868852459,35925.81967213115,29447.39317387799
Saint-Léonard,1343,1352,0.0150220077633685,63477600,52030819.67213115,47265.52494415488,38742.23356078269
Saint-Quentin,2095,2250,0.01400043614563682,111659950,91524549.18032788,53298.30548926014,43687.13564693455
Sainte-Anne-de-Madawaska,1002,1073,0.01471700089586912,37022149,30346023.770491805,36948.25249500998,30285.45286476228
Sainte-Marie-Saint-Raphaël,955,993,0.01480000667200427,29976000,24570491.80327869,31388.48167539267,25728.263668354648
Salisbury,2208,2036,0.008988457144629446,145089750,118926024.59016393,65710.9375,53861.42418032787
Shediac,6053,5497,0.01478400068557396,522773650,428502991.8032787,86366.04163224847,70791.83740348235
Shippagan,2603,2754,0.01509999982869082,210146360,172251114.75409836,80732.37034191318,66174.0740507485
St. Martins,314,386,0.01221116429129412,20673950,16945860.655737706,65840.6050955414,53967.70909470607
St. Stephen,4817,4780,0.01580000061908588,346640113,284131240.1639344,71961.82541000623,58985.10279508707
Stanley,419,433,0.01342017380171628,24838650,20359549.18032787,59280.78758949881,48590.80949958919
Sussex,4312,4241,0.01242231664940629,395330367,324041284.42622954,91681.43947124304,75148.72087806808
Sussex Corner,1495,1413,0.0115999968601347,89175800,73094918.03278689,59649.36454849498,48892.921761061465
Tide Head,1036,1075,0.01420000490268177,48952800,40125245.90163934,47251.73745173745,38730.932337489714
Tracadie-Sheila,4933,4474,0.01390000112658955,394997450,323768401.6393443,80072.46097709304,65633.16473532218
Tracy,611,619,0.01190002898427041,24395991,19996713.93442623,39927.97217675941,32727.846046524108
Woodstock,5254,5113,0.01418168823476644,411672567,337436530.3278689,78354.12390559574,64224.69172589815
