year,cpi_2002,cpi_deflator_2002,municipality,police_provider_2024,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj,general_govt_exp,police_exp,fire_protection_exp,water_cost_exp,emergency_exp,other_protection_exp,transportation_exp,environ_health_exp,public_health_exp,environ_dev_exp,rec_and_culture_exp,debt_exp,transfers_exp,deficits_exp,total_exp,warrant_rev,uncond_grant_rev,other_govt_serv_rev,sale_of_serv_rev,own_source_rev,cond_transfer_rev,other_transfer_rev,biennial_surplus_rev,total_rev
2012,122.0,0.819672131147541,Saint George,PPSA,1543,1512,0.01249999715949365,123217468,100997924.59016393,79855.7796500324,65455.557090190494,383894.0,228000,172098,30000,1000,12950,563559,107500,58792,92938,114150,38959.0,1958,0,1805798.0,1540218,114120,99441,100,18200,9520,23000,1199,1805798
2012,122.0,0.819672131147541,Saint John,municipal,70063,68043,0.01785000005838828,6414814937,5258045030.327869,91557.81135549434,75047.38635696258,13660470.0,22724065,20743567,2200000,2512610,1615787,26876133,5746840,0,9676202,8909078,15680347.0,14220080,77474,144642653.0,114504447,18918728,1629248,3807045,3910931,0,1872254,0,144642653
2012,122.0,0.819672131147541,Saint-Antoine,PPSA,1770,1546,0.01214153560776625,93695150,76799303.27868852,52935.11299435028,43389.43688061498,227271.0,190158,122750,9000,0,11919,454132,119100,0,69601,113219,102994.0,6480,0,1426624.0,1137603,140978,136337,500,4100,0,27,7079,1426624
2012,122.0,0.819672131147541,Saint-François-de-Madawaska,PPSA,533,585,0.01464759629993428,35377750,28998155.737704918,66374.76547842401,54405.545474118044,118010.0,71955,91052,65000,1200,550,86759,28700,0,37235,251927,77889.0,6000,2854,839131.0,518199,54959,166600,74300,25072,0,1,0,839131
2012,122.0,0.819672131147541,Saint-Hilaire,PPSA,145,231,0.01101723574401325,22946500,18808606.557377048,158251.72413793104,129714.52798191068,127321.0,28413,8958,15000,0,0,101417,12885,0,20398,10000,0.0,0,0,324392.0,252807,14213,0,200,14600,0,0,42572,324392
2012,122.0,0.819672131147541,Saint-Isidore,PPSA,748,796,0.01240701089338972,39464300,32347786.885245904,52759.75935828877,43245.70439203998,230985.0,97910,86337,0,0,1000,294487,39967,0,33381,62354,57812.0,37000,0,941233.0,489634,90401,338323,0,9507,0,7500,5868,941233
2012,122.0,0.819672131147541,Saint-Louis-de-Kent,PPSA,930,960,0.01385598821121837,49402900,40494180.32786886,53121.397849462366,43542.12938480522,245068.0,121770,98634,0,0,3650,188317,76097,0,42326,450332,42504.0,9220,0,1277918.0,684526,142425,69176,341524,5419,0,30082,4766,1277918
2012,122.0,0.819672131147541,Saint-Léolin,PPSA,488,733,0.01548614517619412,17531800,14370327.868852459,35925.81967213115,29447.39317387799,135931.0,90159,42000,0,1000,0,78200,39100,0,12000,16000,16110.0,0,0,430500.0,271500,134530,10450,0,13144,0,32,844,430500
2012,122.0,0.819672131147541,Saint-Léonard,PPSA,1343,1352,0.0150220077633685,63477600,52030819.67213115,47265.52494415488,38742.23356078269,229891.0,166296,89800,36000,0,500,231349,59061,0,40529,411339,288946.0,66947,0,1620658.0,953561,223393,139416,116750,109410,4000,41920,32208,1620658
2012,122.0,0.819672131147541,Saint-Quentin,PPSA,2095,2250,0.01400043614563682,111659950,91524549.18032788,53298.30548926014,43687.13564693455,518797.0,372540,111210,13440,2450,3130,343880,135050,0,157620,316350,165157.0,10000,0,2149624.0,1563288,209616,70898,33200,223300,34840,10822,3660,2149624
2012,122.0,0.819672131147541,Sainte-Anne-de-Madawaska,PPSA,1002,1073,0.01471700089586912,37022149,30346023.770491805,36948.25249500998,30285.45286476228,227802.0,131979,57200,66475,0,0,192500,49500,0,17250,31000,30237.0,0,0,803943.0,544855,152292,84769,0,21664,0,40,323,803943
2012,122.0,0.819672131147541,Sainte-Marie-Saint-Raphaël,PPSA,955,993,0.01480000667200427,29976000,24570491.80327869,31388.48167539267,25728.263668354648,218737.0,122139,42246,0,0,0,129249,54764,0,11948,15995,151771.0,0,74444,821293.0,443645,178983,60903,0,35512,77250,25000,0,821293
2012,122.0,0.819672131147541,Salisbury,PPSA,2208,2036,0.008988457144629446,145089750,118926024.59016393,65710.9375,53861.42418032787,265647.0,265392,112600,0,7500,7000,542400,123528,0,66618,159500,64783.0,0,24472,1639440.0,1304133,98596,114180,0,12500,0,110031,0,1639440
2012,122.0,0.819672131147541,Shediac,PPSA,6053,5497,0.01478400068557396,522773650,428502991.8032787,86366.04163224847,70791.83740348235,1650143.0,1172200,496106,205000,22200,26000,1637800,298462,0,1005202,1629530,967273.0,727864,0,9837780.0,7728686,607866,327546,328875,134793,0,697025,12989,9837780
2012,122.0,0.819672131147541,Shippagan,PPSA,2603,2754,0.01509999982869082,210146360,172251114.75409836,80732.37034191318,66174.0740507485,877600.0,575500,166850,100000,5500,4500,820700,110500,0,123700,877200,535364.0,17400,0,4214814.0,3173210,383388,120425,187500,53000,0,250739,46552,4214814
2012,122.0,0.819672131147541,St. Martins,PPSA,314,386,0.01221116429129412,20673950,16945860.655737706,65840.6050955414,53967.70909470607,86001.0,47478,121062,0,1500,0,43490,42345,14095,19000,86325,14925.0,48500,0,524721.0,252453,27605,152288,25000,34400,0,0,32975,524721
2012,122.0,0.819672131147541,St. Stephen,PPSA,4817,4780,0.01580000061908588,346640113,284131240.1639344,71961.82541000623,58985.10279508707,1012253.0,1287170,813844,125000,0,149883,1748516,273205,0,279970,773662,930142.0,139020,0,7532665.0,5476914,657142,196222,117769,223545,6000,854346,727,7532665
2012,122.0,0.819672131147541,Stanley,PPSA,419,433,0.01342017380171628,24838650,20359549.18032787,59280.78758949881,48590.80949958919,114922.0,53259,91200,0,0,7800,77863,32480,0,8300,35500,25244.0,0,13914,460482.0,333339,17141,71933,0,38000,0,69,0,460482
2012,122.0,0.819672131147541,Sussex,PPSA,4312,4241,0.01242231664940629,395330367,324041284.42622954,91681.43947124304,75148.72087806808,721639.0,1039925,357524,65000,7550,36300,1413636,388500,0,294050,1175550,385600.0,135000,0,6020274.0,4910919,391588,203886,254400,67300,0,191729,452,6020274
2012,122.0,0.819672131147541,Sussex Corner,PPSA,1495,1413,0.0115999968601347,89175800,73094918.03278689,59649.36454849498,48892.921761061465,250516.0,173799,49500,40000,12500,3850,293400,99475,0,59900,63343,98700.0,40837,0,1185820.0,1034439,76177,11100,4300,14200,500,0,45104,1185820
2012,122.0,0.819672131147541,Tide Head,MPSA,1036,1075,0.01420000490268177,48952800,40125245.90163934,47251.73745173745,38730.932337489714,194253.0,132225,47353,41636,505,1805,159249,51383,0,24039,55292,12779.0,70231,0,790750.0,695130,85046,0,0,595,0,113,9866,790750
2012,122.0,0.819672131147541,Tracadie-Sheila,PPSA,4933,4474,0.01390000112658955,394997450,323768401.6393443,80072.46097709304,65633.16473532218,1100730.0,1026000,217500,69000,12000,5000,1410000,214384,0,844463,1019733,469054.0,481447,0,6869311.0,5490465,485879,191820,411035,209011,0,71937,9164,6869311
2012,122.0,0.819672131147541,Tracy,PPSA,611,619,0.01190002898427041,24395991,19996713.93442623,39927.97217675941,32727.846046524108,65633.0,76137,38500,0,0,2400,128584,46743,0,2400,21758,0.0,0,0,382155.0,290313,75901,0,0,5600,0,21,10320,382155
2012,122.0,0.819672131147541,Woodstock,municipal,5254,5113,0.01418168823476644,411672567,337436530.3278689,78354.12390559574,64224.69172589815,659000.0,1614470,539361,128000,0,8000,1346022,288969,0,315837,1514960,192573.0,953000,0,7560192.0,5838212,532335,421924,578960,95100,0,81621,12040,7560192
2013,123.0,0.8130081300813008,Alma,PPSA,232,301,0.01460348766037117,24996700,20322520.32520325,107744.39655172414,87597.0703672554,81749.0,47198,46557,0,700,1000,97119,30526,100,9098,40000,28566.0,10640,13019,406272.0,365039,14964,10754,12000,3500,0,15,0,406272
2013,123.0,0.8130081300813008,Aroostook,PPSA,351,346,0.01230003381966406,8427050,6851260.162601626,24008.68945868946,19519.259722511753,55112.0,44079,16000,11374,0,0,31570,23042,0,0,800,375.0,0,1165,183517.0,103653,73609,0,200,6055,0,0,0,183517
2013,123.0,0.8130081300813008,Atholville,MPSA,1237,1317,0.01338188736388894,155847000,126704878.04878049,125987.87388843978,102429.16576295916,467164.0,372313,139900,174175,4000,4200,504605,91510,0,166528,306864,286200.0,2000,3842,2523301.0,2085527,304254,0,3050,130470,0,0,0,2523301
2013,123.0,0.8130081300813008,Baker-Brook,PPSA,585,525,0.01338620142743854,23706800,19273821.13821138,40524.444444444445,32946.70280036134,117449.0,67137,46900,20698,0,0,103169,17250,0,27486,14000,38911.0,24400,0,477400.0,317344,81869,48636,7060,8000,0,0,14491,477400
2013,123.0,0.8130081300813008,Balmoral,PPSA,1719,1706,0.01429100031929937,82211250,66838414.63414634,47825.043630017455,38882.14929269711,359843.0,289199,89026,145000,0,3611,309383,94713,0,31005,221461,151515.0,0,0,1694756.0,1174881,258892,159973,75000,25457,0,0,553,1694756
2013,123.0,0.8130081300813008,Bas-Caraquet,PPSA,1380,1471,0.01449500273486776,54024550,43922398.37398374,39148.22463768116,31827.82490868387,310346.0,214192,46000,0,1400,4000,298827,83597,0,62366,92100,86084.0,43812,0,1242724.0,783086,292926,87388,0,28980,0,50000,344,1242724
2013,123.0,0.8130081300813008,Bath,PPSA,532,512,0.0144500175228299,22399350,18210853.658536583,42104.04135338346,34230.927929580044,92791.0,81159,36827,0,0,9223,58876,37692,0,20705,63307,63483.0,0,0,464063.0,323671,67513,2750,25225,4450,39789,0,665,464063
2013,123.0,0.8130081300813008,Bathurst,municipal,12275,12714,0.01754999956098039,984921848,800749469.9186991,80238.03242362525,65234.17270213435,2899519.0,4661419,2004260,724383,22681,209100,4671811,365245,0,720975,3095778,3050439.0,105000,9509,22540119.0,17285378,2417703,840479,1415225,512598,0,68736,0,22540119
2013,123.0,0.8130081300813008,Belledune,PPSA,1548,1711,0.01141766946481171,379348694,308413572.3577236,245057.2958656331,199233.57387449846,834958.0,543155,204000,38111,12000,7000,822000,185000,0,507307,439500,497500.0,547836,38640,4677007.0,4331278,139917,29637,139637,20938,8200,7400,0,4677007
2013,123.0,0.8130081300813008,Beresford,municipal,4351,4264,0.01559331745523113,244508650,198787520.32520324,56195.96644449552,45687.77759715082,711622.0,1106328,97082,240000,0,31132,755864,203032,0,101609,547777,596684.0,268360,0,4659490.0,3812701,649137,75428,79900,1400,15000,20784,5140,4659490
2013,123.0,0.8130081300813008,Bertrand,PPSA,1137,1179,0.01438000382600626,49137400,39949105.69105691,43216.71064204046,35135.53710734996,206884.0,181316,53500,0,0,2000,264700,78613,0,56373,143280,93197.0,0,2749,1082612.0,706596,196612,93884,76800,8720,0,0,0,1082612
2013,123.0,0.8130081300813008,Blacks Harbour,PPSA,982,952,0.01558927016787369,62198550,50567926.82926829,63338.64562118126,51494.83383835875,250949.0,188089,170850,50000,4400,30600,208096,55486,0,89548,155558,121129.0,0,0,1324705.0,969630,154877,139415,6500,22398,0,9695,22190,1324705
2013,123.0,0.8130081300813008,Blackville,PPSA,990,931,0.01300095145729244,43512200,35375772.35772358,43951.71717171717,35733.103391639976,124299.0,156572,60299,0,0,1500,133232,69964,0,26679,45000,16475.0,128515,0,762535.0,565700,116199,75125,0,1000,0,4386,125,762535
2013,123.0,0.8130081300813008,Bouctouche,MPSA,2423,2383,0.01167499955462452,190850200,155162764.22764227,78766.07511349567,64037.45944186639,502265.0,372500,140200,10000,0,22500,677320,178200,0,245486,1189470,310835.0,53814,0,3702590.0,2228176,129871,150788,770445,119300,0,171,303839,3702590
2013,123.0,0.8130081300813008,Cambridge-Narrows,PPSA,620,717,0.01067299619863067,76709200,62365203.25203252,123724.51612903226,100589.03750327826,156931.0,108003,74093,0,0,2000,245983,63680,12000,47046,28000,1400.0,114884,9,854029.0,818717,27056,5650,0,2600,0,6,0,854029
2013,123.0,0.8130081300813008,Campbellton,MPSA,7385,7384,0.01750399891422355,455342350,370197032.5203252,61657.73188896412,50128.23730810091,1287358.0,2221089,682565,25000,4100,89830,3158091,417325,0,288907,2303681,1645128.0,12741,0,12135815.0,7970312,2353728,186638,693410,431025,39000,373084,88618,12135815
2013,123.0,0.8130081300813008,Canterbury,PPSA,336,360,0.01369839449541284,12556800,10208780.487804879,37371.42857142857,30383.275261324045,67530.0,49222,52768,0,0,4800,41900,27336,0,266,10000,28742.0,0,0,282564.0,172008,55428,54359,0,0,0,0,769,282564
2013,123.0,0.8130081300813008,Cap-Pelé,PPSA,2256,2279,0.01200399751850418,174007950,141469878.04878047,77131.1835106383,62708.2792769417,480374.0,337000,163995,0,5500,0,439009,143086,20000,189169,673781,166994.0,206901,0,2825809.0,2088791,148753,112032,275827,66003,0,133004,1399,2825809
2013,123.0,0.8130081300813008,Caraquet,PPSA,4169,4156,0.01471700040280238,318108845,258625077.23577234,76303.39289997601,62035.2787804683,1234403.0,908955,139163,69000,13500,24870,1157080,224130,0,778879,626572,630788.0,222660,0,6030000.0,4681608,779815,194804,123050,241613,6000,433,2677,6030000
2013,123.0,0.8130081300813008,Centreville,PPSA,542,523,0.01259040537642096,34967500,28428861.788617887,64515.68265682657,52451.77451774518,87181.0,101021,50700,0,200,5800,170148,35589,0,31350,64900,39951.0,0,0,586840.0,440255,50155,81681,12900,250,0,0,1599,586840
2013,123.0,0.8130081300813008,Charlo,PPSA,1324,1376,0.01410599606955795,69915800,56842113.82113821,52806.49546827794,42932.11013681134,283764.0,232511,86500,30000,4000,3000,399734,82000,0,45443,72000,169032.0,0,0,1407984.0,986232,230746,143611,12000,30500,0,4858,37,1407984
2013,123.0,0.8130081300813008,Chipman,PPSA,1236,1291,0.01359999695351831,65649500,53373577.23577236,53114.482200647246,43182.505854184754,358640.0,143287,111385,0,3000,4200,255960,91118,0,6250,207383,78126.0,8550,18718,1286617.0,892833,203716,83808,31000,75260,0,0,0,1286617
2013,123.0,0.8130081300813008,Clair,PPSA,857,848,0.01238125110467462,69811281,56757139.02439024,81460.07117852976,66227.70014514614,240016.0,112584,50936,71502,0,1200,106876,45100,0,44032,166190,89585.0,44000,134059,1106080.0,864351,56560,29185,30000,125984,0,0,0,1106080
2013,123.0,0.8130081300813008,Dalhousie,PPSA,3512,3676,0.0166432602701117,247653100,201343983.7398374,70516.25854214124,57330.2914976758,796435.0,856711,402901,430565,5000,18000,1595569,116500,0,432537,741536,551699.0,0,0,5947453.0,4121755,847508,104276,162141,38787,9635,644667,18684,5947453
2013,123.0,0.8130081300813008,Dieppe,MPSA,23310,18565,0.01564499966207548,2534589700,2060642032.5203252,108734.00686400686,88401.63159675355,4555648.0,4699936,4025566,1177000,14800,976259,5874956,1034772,0,2506271,8010712,7392293.0,3188170,0,43456383.0,39653655,871177,232199,1109258,862143,0,372536,355415,43456383
2013,123.0,0.8130081300813008,Doaktown,PPSA,793,888,0.01330001965543564,54692250,44465243.90243902,68968.78940731399,56072.18651001137,209201.0,162324,68540,0,1000,1800,186310,61558,0,30088,130000,84300.0,13490,11138,959749.0,727408,119789,30171,37800,18800,10447,15334,0,959749
2013,123.0,0.8130081300813008,Dorchester,MPSA,1167,1119,0.01523608056119117,41575850,33801504.06504065,35626.263924592975,28964.442215116236,226287.0,141956,122478,52364,3650,950,127105,41976,3794,18683,123295,4200.0,33023,0,899761.0,633453,130746,42606,0,5510,12140,75000,306,899761
2013,123.0,0.8130081300813008,Drummond,municipal,775,839,0.01215027087528198,51998100,42274878.048780486,67094.32258064517,54548.229740361916,230942.0,104255,94052,47828,3500,8850,72009,102340,0,21949,16000,29089.0,28434,7518,766766.0,631791,33775,100000,0,1200,0,0,0,766766
2013,123.0,0.8130081300813008,Edmundston,municipal,16032,16643,0.01614574989396087,1286350658,1045813543.0894309,80236.44323852296,65232.88068172598,3115313.0,4340843,1769466,536820,5870,1203238,6545951,695895,0,1142706,3588725,4845563.0,636193,0,28426583.0,20769096,2576981,1183181,1371680,151916,54000,2314979,4750,28426583
2013,123.0,0.8130081300813008,Eel River Crossing,PPSA,1209,1168,0.01339999475544897,41948300,34104308.94308943,34696.69148056245,28208.69226061988,195534.0,183646,77703,40968,3285,1304,194006,68445,0,34497,27325,52538.0,48994,0,928245.0,562107,234196,118649,0,9200,0,0,4093,928245
2013,123.0,0.8130081300813008,Florenceville-Bristol,PPSA,1639,1539,0.01289900041157329,201057750,163461585.36585367,122670.98840756559,99732.51090045983,417254.0,458370,133178,0,2000,7453,561614,95667,39825,343575,803720,169923.0,424367,0,3456946.0,2593444,311719,165192,239119,105598,3000,23001,15873,3456946
2013,123.0,0.8130081300813008,Fredericton,municipal,56224,50535,0.01411860294888966,6392645032,5197272383.739838,113699.57726237905,92438.6807011212,11671380.0,18613450,13112357,1000612,97278,1302581,18813519,2782227,14049,7629427,6697355,7227745.0,15132393,0,104094373.0,90255217,4294351,890779,6541499,1612780,218060,40000,241687,104094373
2013,123.0,0.8130081300813008,Fredericton Junction,PPSA,752,715,0.01329241104928957,36646700,29794065.040650405,48732.313829787236,39619.76734129043,150730.0,84161,92204,26684,1200,17600,243460,43700,0,3000,19000,62743.0,7505,0,751987.0,487123,83374,102600,0,21000,0,32200,25690,751987
2013,123.0,0.8130081300813008,Gagetown,PPSA,698,719,0.0121999987553199,56239350,45723048.780487806,80572.13467048711,65505.800545111466,147277.0,96723,87265,0,500,3600,267413,58847,9312,38421,18568,56605.0,13410,0,797941.0,686120,35945,23930,0,22325,0,0,29621,797941
2013,123.0,0.8130081300813008,Grand Bay-Westfield,PPSA,5117,4981,0.01370035354872713,353289350,287227113.8211382,69042.2806331835,56131.93547413293,672437.0,815234,594219,0,10498,21135,1572086,803,0,345145,482699,293472.0,750000,0,5557728.0,4840189,352750,234821,42083,34946,0,25218,27721,5557728
2013,123.0,0.8130081300813008,Grand Falls/Grand-Sault,municipal,5706,5650,0.01449080598216418,516968760,420299804.8780488,90600.90431125132,73659.2717977653,1258569.0,1777243,218309,180000,0,6000,1586931,265040,0,743805,1982851,1769042.0,268534,0,10056324.0,7491294,578820,651404,1120075,137200,0,39316,38215,10056324
2013,123.0,0.8130081300813008,Grand Manan,PPSA,2377,2460,0.01121211715128303,167900850,136504756.09756097,70635.61211611275,57427.3269236689,424536.0,473356,108050,0,2500,11000,400925,314600,13550,26750,213187,222525.0,32300,0,2243279.0,1882524,266011,6400,36740,30775,17810,620,2399,2243279
2013,123.0,0.8130081300813008,Grande-Anse,PPSA,738,758,0.01445998867355967,33284950,27060934.95934959,45101.55826558266,36667.93354925419,219181.0,123535,71699,0,0,0,230203,51000,0,17195,112886,72745.0,0,0,898444.0,481300,179867,173394,59879,3838,0,0,166,898444
2013,123.0,0.8130081300813008,Hampton,MPSA,4292,4004,0.01249999853011644,340163000,276555284.55284554,79255.12581547064,64435.06163859402,917028.0,582665,424426,0,15841,108982,962811,219204,0,139761,1246543,612321.0,261400,53195,5544177.0,4252037,201483,351170,412955,260094,0,66438,0,5544177
2013,123.0,0.8130081300813008,Hartland,PPSA,947,947,0.01469835392133459,81475450,66240203.25203252,86035.32206969376,69947.4163168242,176826.0,213435,138408,53224,2000,29700,406263,61135,0,121938,289475,109687.0,78000,0,1680091.0,1197555,90392,134184,61600,83662,0,41900,70798,1680091
2013,123.0,0.8130081300813008,Harvey,PPSA,363,352,0.01193866948075257,18525850,15061666.666666666,51035.39944903581,41492.194674012855,73273.0,40023,20964,0,500,1504,48263,20398,10524,15070,24223,15332.0,3829,0,273903.0,221174,20360,6777,4040,3256,7924,7,10365,273903
2013,123.0,0.8130081300813008,Hillsborough,PPSA,1350,1292,0.01345962341083006,70142750,57026626.01626016,51957.59259259259,42241.94519722975,239708.0,190040,130340,7560,3000,3800,519076,67532,9800,80713,221710,56620.0,3000,0,1532899.0,944095,212116,109584,107000,11200,0,124678,24226,1532899
2013,123.0,0.8130081300813008,Lac Baker,PPSA,719,721,0.01021557344124893,46554900,37849512.19512195,64749.51321279555,52641.88066080939,82832.0,102097,46600,0,500,3000,147546,40000,25000,40262,35220,52860.0,4000,0,579917.0,475585,41121,33386,557,28300,0,0,968,579917
2013,123.0,0.8130081300813008,Lamèque,PPSA,1432,1422,0.01500001193539609,83784400,68117398.37398374,58508.659217877095,47568.015624290325,390692.0,267429,141702,2000,0,500,248629,76230,0,113568,250869,173221.0,0,53062,1717902.0,1256767,203243,140031,47900,69120,0,841,0,1717902
2013,123.0,0.8130081300813008,Le Goulet,PPSA,817,908,0.01597125646439017,20651600,16789918.699186992,25277.35618115055,20550.69608223622,212457.0,105366,13000,0,800,4243,115850,44219,0,8981,3300,28409.0,0,0,536625.0,329832,182050,11411,3089,9500,0,0,743,536625
2013,123.0,0.8130081300813008,Maisonnette,PPSA,573,599,0.01448959874521979,24737400,20111707.31707317,43171.7277486911,35098.96564934235,107749.0,92652,50240,0,0,0,79100,46580,0,8910,52006,20707.0,0,5819,463763.0,358435,88907,9231,0,3990,3200,0,0,463763
2013,123.0,0.8130081300813008,McAdam,PPSA,1284,1404,0.01573800218223446,44724800,36361626.01626016,34832.39875389408,28319.02337714966,312786.0,263570,85500,12000,0,7850,174000,99650,0,15300,94500,46932.0,0,44196,1156284.0,703879,391945,10368,8500,36500,0,5092,0,1156284
2013,123.0,0.8130081300813008,Meductic,PPSA,228,155,0.01133580381636581,13195800,10728292.68292683,57876.31578947369,47053.91527599487,56630.0,40716,38843,0,0,2700,34653,15437,0,219,20700,9400.0,0,658,219956.0,149585,30707,38163,1500,0,0,0,0,219956
2013,123.0,0.8130081300813008,Memramcook,PPSA,4831,4638,0.01381199979217501,266570450,216723943.0894309,55179.14510453322,44861.09358092132,819307.0,692179,237635,117093,7325,10910,1205325,280386,0,201250,794317,337252.0,603535,0,5306514.0,3681871,713485,76476,201643,36864,363937,170930,61308,5306514
2013,123.0,0.8130081300813008,Millville,PPSA,307,303,0.01453681575054057,10544400,8572682.926829267,34346.579804560264,27924.048621593705,58716.0,29191,79180,0,200,2100,30900,28300,0,9000,40200,32193.0,250,0,310230.0,153282,45863,98655,1200,750,0,0,10480,310230
2013,123.0,0.8130081300813008,Minto,PPSA,2505,2681,0.01290799886651385,104632950,85067439.02439024,41769.64071856288,33959.05749476656,322372.0,264835,120000,0,500,15300,621118,187500,0,44500,206550,141507.0,211878,0,2136060.0,1350602,487393,188458,43500,64800,0,403,904,2136060
2013,123.0,0.8130081300813008,Miramichi,municipal,17811,18129,0.01729899998994654,1293087000,1051290243.902439,72600.47161866262,59024.773673709446,2387399.0,4802916,2289970,497970,765587,49612,5878469,1216920,0,1228079,3590090,2883336.0,2462015,0,28052363.0,22369112,3215226,784042,784122,193579,0,705992,290,28052363
2013,123.0,0.8130081300813008,Moncton,MPSA,69074,64128,0.01639299998376612,6994632350,5686692967.479674,101262.88256073197,82327.54679734306,17086318.0,17712952,12303877,3196874,43237,2506076,28827418,3485421,0,4259717,18799781,20609180.0,9879412,0,138710263.0,114663008,10423174,868308,8521269,2790902,0,15841,1427761,138710263
2013,123.0,0.8130081300813008,Nackawic,PPSA,1049,977,0.01306314019460813,131459050,106877276.42276423,125318.44613918017,101884.91556030908,237902.0,193011,163167,71000,3350,23346,354886,96435,0,30265,385324,62639.0,331000,0,1952325.0,1717268,102778,53389,57500,9687,0,0,11703,1952325
2013,123.0,0.8130081300813008,New Maryland,PPSA,4232,4248,0.0117580990514432,334813900,272206422.7642276,79114.8156899811,64320.98836583829,727637.0,592772,235215,96544,10000,61628,496692,260000,0,145921,596316,676450.0,456300,0,4355475.0,3936775,133229,94005,102000,38200,0,50000,1266,4355475
2013,123.0,0.8130081300813008,Nigadoo,municipal,952,927,0.01387499566117854,43214500,35133739.83739837,45393.382352941175,36905.188904830226,200585.0,222367,24641,0,0,6593,252539,71578,0,9579,37765,17954.0,600,1847,846048.0,599601,138570,66777,38700,2400,0,0,0,846048
2013,123.0,0.8130081300813008,Norton,PPSA,1301,1314,0.01166310255073791,61586100,50070000.0,47337.50960799385,38485.78016910069,124498.0,184749,110798,0,2000,0,530751,95198,0,49616,12100,36442.0,840,0,1146992.0,718285,189009,208663,0,21000,0,10000,35,1146992
2013,123.0,0.8130081300813008,Néguac,PPSA,1678,1623,0.0128839908459256,101659650,82650121.95121951,60583.8200238379,49255.138230762524,380710.0,322405,150385,0,2000,5200,532115,91030,0,129895,126830,98615.0,50000,0,1889185.0,1309782,236460,164932,0,122501,0,49266,6244,1889185
2013,123.0,0.8130081300813008,Oromocto,MPSA,8932,8402,0.01221610821744722,1048864808,852735616.2601626,117427.76623376623,95469.7286453384,2528063.0,1695872,2811682,620344,29015,203670,2720020,497045,0,327315,1739184,134655.0,2878782,0,16185647.0,12813046,643206,526000,752799,896083,45300,234351,274862,16185647
2013,123.0,0.8130081300813008,Paquetville,PPSA,706,642,0.01253770193577729,41337400,33607642.27642276,58551.55807365439,47602.89274280844,216920.0,131790,82092,0,6000,10771,96200,34081,0,16921,9500,196528.0,0,4575,805378.0,518276,72649,112319,7510,52000,42624,0,0,805378
2013,123.0,0.8130081300813008,Perth-Andover,PPSA,1778,1797,0.01229999864765487,107221150,87171666.66666667,60304.35883014623,49027.93400824897,289307.0,321870,174200,37000,2000,5000,290500,96000,0,148600,539224,0.0,268991,0,2172692.0,1318820,250822,156974,195020,44700,0,102790,103565,2172692
2013,123.0,0.8130081300813008,Petit-Rocher,municipal,1908,1949,0.01493713530891961,91601500,74472764.22764227,48009.17190775681,39031.84707947708,206094.0,464462,69062,50000,0,13213,436619,152401,0,36208,358053,135416.0,54000,0,1975528.0,1368264,342779,107037,119000,15372,0,21240,1836,1975528
2013,123.0,0.8130081300813008,Petitcodiac,PPSA,1429,1368,0.01279399870661781,86981250,70716463.41463414,60868.6144156753,49486.67838672788,195074.0,214917,102100,0,5000,2000,579780,82500,0,39000,291940,67700.0,146967,0,1726978.0,1112838,197167,135525,147500,50200,0,46,83702,1726978
2013,123.0,0.8130081300813008,Plaster Rock,PPSA,1135,1150,0.01582564296612557,61575950,50061747.967479676,54251.93832599119,44107.26693170016,154623.0,192815,128339,0,2000,4100,159875,77278,0,82467,428658,205213.0,0,0,1435368.0,974479,169089,141755,92240,20676,0,14,37115,1435368
2013,123.0,0.8130081300813008,Pointe-Verte,municipal,976,971,0.01569997699609512,34559350,28097032.520325202,35409.17008196721,28787.943156070905,327304.0,205066,29776,0,0,6759,150446,62399,0,41221,1997,18121.0,31603,0,874692.0,542581,209642,58040,2460,15698,0,23693,22578,874692
2013,123.0,0.8130081300813008,Port Elgin,PPSA,418,451,0.0130264188157303,21902950,17807276.422764227,52399.4019138756,42601.13976737853,111649.0,58855,94055,14450,2700,0,99938,29074,0,12946,31000,27100.0,3709,0,485476.0,285317,54587,91875,0,23400,11700,0,18597,485476
2013,123.0,0.8130081300813008,Quispamsis,municipal,17886,15239,0.01220000049945089,1561715100,1269687073.1707318,87314.9446494465,70987.75987759879,2096961.0,3027724,2328109,13680,179627,305577,3951579,169000,0,815107,3684773,2454162.0,2233750,0,21260049.0,19052925,573125,63019,871343,568362,35000,94387,1888,21260049
2013,123.0,0.8130081300813008,Rexton,PPSA,818,862,0.01262899829071796,68566800,55745365.853658535,83822.49388753057,68148.36901425249,266285.0,138549,75640,0,1000,3900,350746,83887,0,45006,149532,111606.0,3000,0,1229151.0,865930,103371,143245,0,55200,40000,0,21405,1229151
2013,123.0,0.8130081300813008,Richibucto,PPSA,1286,1290,0.01327800033893571,100609050,81795975.6097561,78234.09797822706,63604.95770587566,363642.0,390574,88310,0,258,2350,221430,115581,0,181545,280901,177684.0,0,109754,1932029.0,1335887,101464,126938,170800,190705,0,6235,0,1932029
