municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,213,232,0.01547469604090889,30008150,21967898.975109812,140883.33333333334,103135.67593948268
Aroostook,306,351,0.01210004375808172,10169550,7444765.739385067,33233.82352941176,24329.29980191198
Balmoral,1674,1719,0.01429100212610591,102229150,74838323.57247438,61068.787335722816,44706.2864829596
Bas-Caraquet,1305,1380,0.01449500368945842,73994600,54168814.0556369,56700.84291187739,41508.669774434406
Bath,476,532,0.01460000181425643,22047600,16140263.543191802,46318.487394957985,33908.11668737773
Bathurst,11897,12275,0.0177500003931638,1079066793,789946407.7598829,90700.7474993696,66398.7902630817
Belledune,1417,1548,0.01184677977616569,388591000,284473645.6808199,274235.0035285815,200757.68925957652
Beresford,4288,4351,0.01559292131406249,288508350,211206698.38945827,67282.73087686567,49255.293467690826
Bertrand,1166,1137,0.01438000740000919,62026950,45407723.27964861,53196.35506003431,38943.15890192848
Blacks Harbour,894,982,0.01589024016351559,58710000,42979502.19619326,65671.14093959732,48075.50581229672
Blackville,958,990,0.01402531528923675,49918450,36543521.229868226,52106.94154488518,38145.63802700232
Bouctouche,2361,2423,0.01325500114350289,222999000,163249633.96778917,94451.08005082593,69144.2752934304
Cambridge-Narrows,562,620,0.01067299710526057,96433550,70595571.0102489,171589.94661921708,125614.89503603007
Campbellton,6883,7385,0.01776299955560058,601598450,440408821.37628114,87403.52317303502,63985.00964351026
Canterbury,336,336,0.01416133979688401,13790150,10095278.184480235,41042.11309523809,30045.470787143557
Cap-Pelé,2425,2256,0.01355000013223509,207962950,152242276.7203514,85757.9175257732,62780.32029705212
Caraquet,4248,4169,0.01501700027938877,393537650,288094912.1522694,92640.68973634651,67818.95295486569
Centreville,557,542,0.01399649965184709,37196300,27230087.8477306,66779.71274685817,48887.05179125781
Charlo,1310,1324,0.01470600250989256,86896150,63613579.795021966,66332.93893129771,48559.98457635265
Chipman,1104,1236,0.01400001017390843,68803450,50368557.833089314,62321.965579710144,45623.693689392494
Dalhousie,3126,3512,0.01746801399687601,229194000,167784773.0600293,73318.61804222649,53673.95171466068
Dieppe,25384,23310,0.01629484950273424,3272404203,2395610690.3367496,128916.01808225655,94374.83022127126
Doaktown,792,793,0.01536323479442745,57388500,42012079.06295754,72460.22727272728,53045.55437242114
Dorchester,1096,1167,0.01577672559982538,59559000,43601024.89019034,54342.153284671534,39781.95701659703
Drummond,737,775,0.01279126423591663,54900750,40190885.79795022,74492.19810040705,54533.08792123504
Edmundston,16580,16032,0.01634999990005395,1450782700,1062066398.2430454,87501.9722557298,64057.08071429707
Florenceville-Bristol,1604,1639,0.01289900164312623,223537300,163643704.24597365,139362.40648379052,102022.2595049711
Fredericton,58636,56224,0.01423137534730316,7601756637,5564975576.1347,129643.16523978443,94907.14878461524
Fredericton Junction,704,752,0.01339200275235344,42145750,30853404.099560764,59866.12215909091,43825.85809596699
