municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Gagetown,711,698,0.01453199498919865,62584800,45816105.417276725,88023.62869198312,64438.96683161284
Grand Bay-Westfield,4964,5117,0.01370022797479925,382520350,280029538.79941434,77058.89403706689,56412.07469770635
Grand Falls/Grand-Sault,5326,5706,0.01498950947607944,554786400,406139385.0658858,104165.6778069846,76255.9866815407
Grand Manan,2360,2377,0.01242112385157752,207806800,152127964.86090776,88053.72881355933,64461.002059706676
Grande-Anse,899,738,0.01475998446216256,37456950,27420900.439238653,41665.127919911014,30501.557774459012
Hampton,4289,4292,0.01296999763211757,369950800,270827818.44802344,86255.72394497551,63144.74666542864
Hartland,957,947,0.01525499026290165,85446400,62552269.399707176,89285.68443051202,65362.872935953164
Harvey,358,363,0.01312064809855383,20910400,15307759.882869693,58408.93854748603,42759.10581807177
Hillsborough,1277,1350,0.01345986152073001,86547250,63358162.51830161,67773.88410336727,49614.849270400635
Lac Baker,690,719,0.01122799797983577,64153200,46964275.256222546,92975.65217391304,68064.1670380037
Lamèque,1285,1432,0.01550049106007149,98664100,72228477.30600293,76781.40077821011,56208.931755644306
Le Goulet,793,817,0.01585881599481758,27168800,19889311.85944363,34260.78184110971,25081.099444443418
Maisonnette,495,573,0.01469000636774968,26775550,19601427.525622256,54092.020202020205,39598.843486105565
McAdam,1151,1284,0.01587630328112658,50766100,37164055.63689605,44106.08166811468,32288.493168458775
Meductic,215,228,0.01327620537376235,14639650,10717166.910688141,68091.3953488372,49847.287956689026
Memramcook,4778,4831,0.01391199970210701,324948900,237883528.55051246,68009.39723733779,49787.26005661625
Millville,273,307,0.01452340631426152,9920400,7262371.888726208,36338.46153846154,26602.094830498932
Minto,2305,2505,0.01325558536051962,105854850,77492569.54612006,45924.013015184384,33619.336028685495
Miramichi,17537,17811,0.01739900026099272,1541422300,1128420424.5973647,87895.43821634259,64345.123145199555
Moncton,71889,69074,0.01649699999445029,8712175550,6377873755.490483,121189.27165491243,88718.35406655376
Nackawic,941,1049,0.01475331593416899,93299500,68301244.50951684,99149.30924548353,72583.68173168633
New Maryland,4174,4232,0.01302633968141288,353014900,258429648.6090776,84574.72448490656,61914.146767867176
Nigadoo,963,952,0.01387500451312416,55394000,40551976.57393851,57522.32606438214,42110.04836338371
Norton,1382,1301,0.01166218077535359,78301050,57321412.88433383,56657.77858176556,41477.14391051652
Néguac,1684,1678,0.01399499730624182,129930000,95117130.30746706,77155.58194774347,56482.85647711821
Oromocto,9223,8932,0.01221958384115471,1221435050,894169143.4846267,132433.5953594275,96949.92339635982
Paquetville,720,706,0.01375970774025809,53404550,39095571.0102489,74172.98611111111,54299.40418090125
Perth-Andover,1590,1778,0.01229999954167755,120002850,87849816.98389459,75473.49056603774,55251.45722257521
Petit-Rocher,1897,1908,0.01479599664051204,109897700,80452196.193265,57932.36689509752,42410.22466698208
Petitcodiac,1383,1429,0.01289399210366668,92473300,67696412.88433382,66864.28054953001,48948.960870812596
Plaster Rock,1023,1135,0.01774974564337981,61429500,44970351.390922405,60048.3870967742,43959.287772162665
Pointe-Verte,886,976,0.01589999909267425,44085600,32273499.267935578,49758.01354401806,36426.071408505166
Port Elgin,408,418,0.01459974688179061,25126600,18394289.897510983,61584.80392156863,45084.04386644849
Quispamsis,18245,17886,0.01342796659065826,1800765800,1318276573.9385066,98699.13949027131,72254.12847018398
Rexton,830,818,0.01377899329372766,84920500,62167276.72035139,102313.85542168675,74900.33339801372
Richibucto,1266,1286,0.01432378751635731,112602550,82432320.64421669,88943.56240126383,65112.41757047132
Riverside-Albert,350,353,0.01439446443447897,22566800,16520351.390922401,64476.57142857143,47201.003974064006
Riverview,19667,19128,0.01592617665924917,1561936900,1143438433.3821378,79419.17425128388,58139.95186770416
Rivière-Verte,724,744,0.01357826173944617,40485300,29637847.730600294,55918.9226519337,40936.253771547366
Rogersville,1166,1170,0.01514699423419664,57034550,41752964.86090776,48914.70840480275,35808.717719474924
Rothesay,11659,11947,0.01239999971429376,1330037450,973673096.6325036,114078.17565828974,83512.57368835266
Sackville,5331,5558,0.01560000060842887,657431000,481281844.8023426,123322.26599137123,90279.84333189695
Saint Andrews,1786,1889,0.01259999927044443,328967400,240825329.42898977,184192.2732362822,134840.60998263705
Saint George,1517,1543,0.01399999712733655,139243600,101935285.50512445,91788.7936717205,67195.31015499304
Saint John,67575,70063,0.003280641355825521,38359259776,28081449323.572475,567654.6026785054,415559.7384176467
Saint-Antoine,1733,1770,0.01313345670344248,113371600,82995314.78770132,65419.27293710329,47891.122208713976
Saint-Isidore,764,748,0.01395010340278529,51280050,37540300.14641289,67120.48429319372,49136.51851624723
Saint-Louis-de-Kent,1300,1343,0.01495600174781973,61104700,44732576.86676428,47003.61538461538,34409.674512895595
Saint-Léolin,647,684,0.01548697983759387,20959800,15343923.865300147,32395.36321483771,23715.49283663083
Saint-Léonard,856,930,0.01502199747029092,80009200,58571888.726207905,93468.69158878505,68425.10365211204
Saint-Quentin,2194,2095,0.01450000256877529,136251700,99745021.96193266,62101.95989061076,45462.63535183804
Sainte-Anne-de-Madawaska,957,1002,0.01471666599409029,44604600,32653440.702781845,46608.77742946708,34120.62769360694
Sainte-Marie-Saint-Raphaël,879,955,0.01540000852786922,34006150,24894692.5329429,38687.31513083049,28321.60697718191
Salisbury,2284,2208,0.00999828513816788,181064150,132550622.25475842,79275.02189141857,58034.423053747116
Shediac,6664,6062,0.014924686613095,709243100,519211639.8243046,106429.03661464585,77912.91113810093
Shippagan,2580,2631,0.0153289999789883,242721900,177688067.3499268,94078.25581395348,68871.34393408016
St. Martins,276,314,0.01224807313138555,22316000,16336749.633967789,80855.07246376811,59191.12186220213
St. Stephen,4415,4817,0.01579999994150796,341926900,250312518.30161056,77446.63646659117,56695.92713513263
Stanley,412,419,0.01459689037055948,30161150,22079904.831625182,73206.67475728155,53592.00201850772
Sussex,4282,4312,0.01288900063080798,420413200,307769546.1200586,98181.50397010743,71875.18592247982
Sussex Corner,1461,1495,0.01219999512919802,102652500,75148243.045388,70261.8069815195,51436.169093352495
Tide Head,938,1036,0.01505273304927645,61360950,44920168.374816984,65416.79104477612,47889.30530364284
Tracy,608,611,0.00006177872105372536,4984661300,3649093191.8008785,8198456.0855263155,6001798.012830392
Woodstock,5228,5254,0.0005722519476550043,13057561500,9558976207.906296,2497620.791889824,1828419.3205635608
