municipality,warrant_rev,warrant_rev_adj,warrant_rev_capita,warrant_rev_capita_adj,uncond_grant_rev,uncond_grant_rev_adj,uncond_grant_rev_capita,uncond_grant_rev_capita_adj,other_govt_serv_rev,other_govt_serv_rev_adj,other_govt_serv_rev_capita,other_govt_serv_rev_capita_adj,sale_of_serv_rev,sale_of_serv_rev_adj,sale_of_serv_rev_capita,sale_of_serv_rev_capita_adj,own_source_rev,own_source_rev_adj,own_source_rev_capita,own_source_rev_capita_adj,cond_transfer_rev,cond_transfer_rev_adj,cond_transfer_rev_capita,cond_transfer_rev_capita_adj,other_transfer_rev,other_transfer_rev_adj,other_transfer_rev_capita,other_transfer_rev_capita_adj,biennial_surplus_rev,biennial_surplus_rev_adj,biennial_surplus_rev_capita,biennial_surplus_rev_capita_adj,total_rev,total_rev_adj,total_rev_capita,total_rev_capita_adj
Alma,464367,339946.55929721816,2180.1267605633802,1595.9932361371746,4917,3599.560761346999,23.08450704225352,16.89934629740375,20020,14655.92972181552,93.9906103286385,68.80718179256112,2000,1464.1288433382138,9.389671361502348,6.873844334921191,46100,33748.169838945825,216.43192488262912,158.44211191993344,0,0.0,0.0,0.0,0,0.0,0.0,0.0,35308,25847.730600292827,165.76525821596243,121.35084788869872,572712,419262.07906295755,2688.788732394366,1968.3665683706927
Aroostook,123052,90081.99121522694,402.1307189542484,294.385592206624,105851,77489.75109809663,345.91830065359477,253.2344807127341,0,0.0,0.0,0.0,200,146.41288433382138,0.6535947712418301,0.47847347821510255,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30195,22104.685212298682,98.67647058823529,72.23753337352511,259298,189822.8404099561,847.3790849673203,620.3360797710983
Balmoral,1460957,1069514.6412884335,872.7341696535245,638.8976351782757,110900,81185.94436310396,66.24850657108722,48.498174649404994,161131,117958.27232796486,96.25507765830346,70.4649177586409,100000,73206.4421669107,59.73715651135006,43.73144693363841,152322,111509.5168374817,90.99283154121864,66.61261459825668,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10010,7327.96486090776,5.979689366786141,4.377517838057204,1995320,1460702.7818448024,1191.94743130227,872.5823069562739
Bas-Caraquet,1072552,785177.159590044,821.8789272030651,601.6683215249379,164334,120303.07467057102,125.9264367816092,92.1862641153801,59210,43345.53440702782,45.371647509578544,33.21496889427419,16500,12079.062957540264,12.64367816091954,9.25598694064388,15850,11603.221083455344,12.145593869731801,8.891357152073061,13500,9882.869692532942,10.344827586206897,7.573080224163174,85000,62225.47584187409,65.13409961685824,47.68235696695333,14514,10625.183016105417,11.12183908045977,8.141902694333652,1441460,1055241.5812591508,1104.5670498084291,808.6142385127592
Bath,321895,235647.87701317717,676.25,495.0585651537336,102239,74845.53440702782,214.78781512605042,157.23851766182315,37592,27519.765739385068,78.97478991596638,57.81463390627115,9750,7137.6281112737925,20.483193277310924,14.995017040491161,40600,29721.81551976574,85.29411764705883,62.44078890707088,6755,4945.095168374817,14.191176470588236,10.388855395745415,0,0.0,0.0,0.0,0,0.0,0.0,0.0,518831,379817.7159590044,1089.9810924369747,797.9363780651354
Bathurst,19153436,14021549.048316251,1609.9383037740606,1178.5785532753007,3624702,2653515.373352855,304.6736151971085,223.04071390710726,1013496,741944.3631039532,85.18920736320081,62.36398782079122,1164400,852415.812591508,97.87341346557956,71.64964382546087,472498,345898.97510980966,39.71572665377826,29.074470463966517,0,0.0,0.0,0.0,500000,366032.21083455347,42.027401866016646,30.76676564130062,0,0.0,0.0,0.0,25928532,18981355.78330893,2179.4176683197443,1595.4741349339272
Belledune,4603552,3370096.6325036604,3248.801693719125,2378.332133030106,345656,253042.4597364568,243.93507410021172,178.5761889459822,36380,26632.50366032211,25.673959068454483,18.794991997404452,87700,64202.04978038067,61.891319689484824,45.30843315482052,27700,20278.18448023426,19.54834156669019,14.310645363609217,4500,3294.289897510981,3.1757233592095977,2.3248340843408477,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5105488,3737546.1200585654,3603.026111503176,2637.6472265762636
Beresford,4498688,3293329.4289897513,1049.134328358209,768.0339153427592,908618,665166.9106881405,211.89785447761193,155.12288029107756,98324,71979.50219619327,22.930037313432837,16.78626450470925,54750,40080.527086383605,12.768190298507463,9.347137846637967,33850,24780.38067349927,7.894123134328358,5.779006686916807,27400,20058.56515373353,6.389925373134329,4.6778370227923345,0,0.0,0.0,0.0,54370,39802.342606149345,12.679570895522389,9.282262734643037,5676000,4155197.657393851,1323.6940298507463,969.0293044295361
Bertrand,891948,652963.3967789166,764.9639794168096,560.0029131894653,199976,146395.31478770133,171.50600343053173,125.55344321415208,143619,105138.36017569546,123.17238421955403,90.17012021929284,82120,60117.13030746706,70.42881646655232,51.55843079542629,43700,31991.21522693997,37.478559176672384,27.436719748662068,0,0.0,0.0,0.0,1,0.7320644216691069,0.0008576329331046312,0.0006278425571776217,23474,17184.480234260616,20.132075471698112,14.737976187187492,1384838,1013790.6295754027,1187.6826758147513,869.4602311967433
Blacks Harbour,932916,682954.6120058566,1043.5302013422818,763.9313333398843,270935,198341.8740849195,303.05928411633107,221.85891955807548,147396,107903.36749633968,164.8724832214765,120.69727907867973,112700,82503.66032210835,126.06263982102908,92.28597351466259,14000,10248.901903367496,15.659955257270694,11.464096088777959,8600,6295.75402635432,9.619686800894854,7.042230454535034,5000,3660.3221083455346,5.592841163310962,4.094320031706414,0,0.0,0.0,0.0,1491547,1091908.4919472914,1668.3970917225952,1221.3741520663216
