municipality,general_govt_exp,general_govt_exp_adj,general_govt_exp_capita,general_govt_exp_capita_adj,police_exp,police_exp_adj,police_exp_capita,police_exp_capita_adj,fire_protection_exp,fire_protection_exp_adj,fire_protection_exp_capita,fire_protection_exp_capita_adj,water_cost_exp,water_cost_exp_adj,water_cost_exp_capita,water_cost_exp_capita_adj,emergency_exp,emergency_exp_adj,emergency_exp_capita,emergency_exp_capita_adj,other_protection_exp,other_protection_exp_adj,other_protection_exp_capita,other_protection_exp_capita_adj,transportation_exp,transportation_exp_adj,transportation_exp_capita,transportation_exp_capita_adj,environ_health_exp,environ_health_exp_adj,environ_health_exp_capita,environ_health_exp_capita_adj,public_health_exp,public_health_exp_adj,public_health_exp_capita,public_health_exp_capita_adj,environ_dev_exp,environ_dev_exp_adj,environ_dev_exp_capita,environ_dev_exp_capita_adj,rec_and_culture_exp,rec_and_culture_exp_adj,rec_and_culture_exp_capita,rec_and_culture_exp_capita_adj,debt_exp,debt_exp_adj,debt_exp_capita,debt_exp_capita_adj,transfers_exp,transfers_exp_adj,transfers_exp_capita,transfers_exp_capita_adj,deficits_exp,deficits_exp_adj,deficits_exp_capita,deficits_exp_capita_adj,total_exp,total_exp_adj,total_exp_capita,total_exp_capita_adj
Alma,60335.0,54209.34411500449,200.44850498338872,180.09748875416773,29100,26145.552560646902,96.67774086378738,86.86230086593655,30840,27708.8948787062,102.45847176079734,92.05612916513688,0,0.0,0.0,0.0,1200,1078.167115902965,3.9867109634551494,3.581950551172641,1000,898.4725965858041,3.3222591362126246,2.9849587926438677,74956,67345.91194968554,249.02325581395348,223.74057126141375,36012,32355.79514824798,119.64119601328903,107.49433604069097,100,89.84725965858041,0.33222591362126247,0.29849587926438675,9516,8549.865229110512,31.614617940199334,28.40486787079904,37755,33921.832884097035,125.43189368770764,112.69711921626921,7891.0,7089.847259658581,26.21594684385382,23.55430983275276,346,310.87151841868825,1.149501661129568,1.0327957422547782,518,465.40880503144655,1.7209302325581395,1.5462086545895235,289569.0,260169.81132075473,962.0232558139535,864.3515326270921
Aroostook,39133.0,35159.92812219227,113.10115606936417,101.61828937049789,38000,34141.95867026056,109.82658959537572,98.67618112792069,13600,12219.227313566937,39.30635838150289,35.31568587736109,12928,11615.453728661276,37.36416184971098,33.570675516362066,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34878,31336.92722371968,100.80346820809248,90.56915382577942,21155,19007.187780772685,61.141618497109825,54.934068730556895,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1200,1078.167115902965,3.468208092485549,3.11608993035539,375.0,336.92722371967653,1.083815028901734,0.9737781032360593,0,0.0,0.0,0.0,3496,3141.0601976639714,10.104046242774567,9.078208663768704,164765.0,148036.83737646003,476.1994219653179,427.8521311458382
Atholville,362839.0,326000.8984725966,275.5041761579347,247.53295252285238,138100,124079.06558849955,104.85952923310555,94.21341350683338,105100,94429.46990116802,79.80258162490509,71.70043272677906,151963,136534.59119496855,115.38572513287775,103.67091206907256,4000,3593.8903863432165,3.0372057706909645,2.728846155158099,2900,2605.570530098832,2.201974183750949,1.978413462489622,425906,382664.8697214735,323.3910402429765,290.5579876396913,78645,70660.37735849057,59.71526195899772,53.65252646810218,0,0.0,0.0,0.0,126944,114055.70530098832,96.38876233864845,86.60266158009743,281623,253030.5480682839,213.83675018982535,192.12646018852234,326776.0,293599.2812219227,248.12148823082765,222.93035779948573,28538,25640.610961365677,21.668944570994686,19.46895289397546,0,0.0,0.0,0.0,2033334.0,1826894.8787061996,1543.9134396355353,1387.1639170130597
Baker-Brook,100069.0,89909.25426774484,190.60761904761904,171.25572241475206,59900,53818.508535489666,114.0952380952381,102.51144482950413,45904,41243.48607367475,87.43619047619048,78.5590210927138,27284,24513.92632524708,51.96952380952381,46.69319300047063,0,0.0,0.0,0.0,0,0.0,0.0,0.0,103626,93105.12129380053,197.38285714285715,177.34308817866767,17515,15736.74752920036,33.36190476190476,29.974757198476876,0,0.0,0.0,0.0,16365,14703.504043126684,31.17142857142857,28.006674367860352,15940,14321.653189577719,30.36190476190476,27.279339408719466,42968.0,38605.570530098834,81.84380952380953,73.53442005733112,0,0.0,0.0,0.0,1168,1049.4159928122192,2.224761904761905,1.998887605356608,430739.0,387007.1877807727,820.4552380952381,737.1565481538528
Balmoral,248692.0,223442.9469901168,145.7749120750293,130.97476376911888,183600,164959.56873315363,107.62016412661195,96.69376830782745,58300,52380.95238095238,34.17350527549824,30.703958019315582,150000,134770.88948787062,87.92497069167644,78.99817672208125,0,0.0,0.0,0.0,4600,4132.973944294699,2.6963657678780772,2.422610752810492,270915,243409.70350404314,158.80128956623682,142.67860697775095,90556,81362.08445642408,53.08089097303634,47.69172594163194,0,0.0,0.0,0.0,33516,30113.20754716981,19.645955451348183,17.651352606781835,34250,30772.68643306379,20.07620164126612,18.037917018208553,52370.0,47053.00988319856,30.697538100820633,27.580896766235966,13000,11680.143755615454,7.620164126611958,6.846508649247042,0,0.0,0.0,0.0,1139799.0,1024078.167115903,668.111957796014,600.28028553101
Bas-Caraquet,243289.0,218588.4995507637,165.39021074099253,148.5985720943329,168900,151752.0215633423,114.81985044187627,103.16248916610625,41000,36837.37646001797,27.87219578518015,25.042404119658716,40000,35938.90386343216,27.192386131883072,24.431613775276794,0,0.0,0.0,0.0,4000,3593.8903863432165,2.719238613188307,2.4431613775276793,225145,202286.61275831086,153.05574439157036,137.51639208586735,73500,66037.73584905661,49.966009517335145,44.893090312071116,0,0.0,0.0,0.0,32405,29115.004492362983,22.029231815091773,19.792661109696112,68500,61545.37286612758,46.566961250849765,41.83913859016151,83846.0,75333.33333333333,56.9993201903467,51.21232721504645,19750,17744.833782569633,13.426240652617267,12.063109301542918,0,0.0,0.0,0.0,1000335.0,898773.5849056604,680.0373895309314,610.9949591472878
Bath,64377.0,57840.970350404314,125.736328125,112.97064521563343,59200,53189.577717879605,115.625,103.8858939802336,34283,30802.336028751124,66.958984375,60.16081255615454,0,0.0,0.0,0.0,2250,2021.5633423180593,4.39453125,3.9483659029649596,8223,7388.140161725068,16.060546875,14.429961253369273,51242,46039.532794249775,100.08203125,89.92096248876909,35801,32166.217430368375,69.923828125,62.82464341868823,0,0.0,0.0,0.0,40191,36110.512129380055,78.498046875,70.52834400269542,85923,77199.46091644205,167.818359375,150.7801971024259,3630.0,3261.455525606469,7.08984375,6.370030323450135,0,0.0,0.0,0.0,14903,13389.93710691824,29.107421875,26.152220911949687,400023.0,359409.7035040431,781.294921875,701.9720771563342
Bathurst,2274664.0,2043723.2704402516,178.91017775680353,160.74589196478303,3478739,3125551.6621743036,273.6148340412144,245.83543040540377,1627370,1462147.34950584,127.9982696240365,115.00293766759793,449383,403758.31087151845,35.34552461853075,31.756985281698793,300,269.54177897574124,0.023596035865974516,0.021200391613633886,154746,139035.04043126685,12.171307220386975,10.935586002144632,4089521,3674322.5516621745,321.65494730218654,288.9981557072656,308436,277121.2938005391,24.25955639452572,21.796546625809274,0,0.0,0.0,0.0,407625,366239.8921832884,32.06111373289287,28.806032105025043,2185143,1963291.1051212938,171.86904200094384,154.41962443930265,2437929.0,2190412.398921833,191.75153374233128,172.28349842078282,75000,67385.44474393531,5.899008966493629,5.300097903408472,0,0.0,0.0,0.0,17488856.0,15713257.861635221,1375.5589114362122,1235.9019869148358
Belledune,615245.0,552780.772686433,359.5821157218001,323.07467719838286,473850,425741.2398921833,276.94330800701346,248.8259730521235,174960,157196.7654986523,102.25599064874342,91.87420543463021,16133,14495.058400718779,9.428988895382817,8.471688136013313,515578,463232.7044025157,301.3313851548802,270.73799205290226,7000,6289.308176100629,4.091174751607247,3.6758084021628457,1063200,955256.0646900269,621.3909994155465,558.3027847399339,154000,138364.77987421383,90.00584453535944,80.8677848475826,0,0.0,0.0,0.0,326150,293036.83737646,190.6195207481005,171.26641576648746,388500,349056.6037735849,227.06019871420222,204.00736632003793,564801.0,507458.22102425876,330.0999415546464,296.58575162142535,64124,57613.656783468105,37.47749853886616,33.67250542575576,1363,1224.618149146451,0.7966101694915254,0.7157324074497083,4364904.0,3921746.630727763,2551.08357685564,2292.078685404888
Beresford,422711.0,379794.2497753819,99.13484990619136,89.06994600735973,827024,743058.4007187781,193.95497185741087,174.26322718545453,83930,75408.80503144654,19.683395872420263,17.684991799119732,88000,79065.58849955077,20.637898686679176,18.542586421095397,0,0.0,0.0,0.0,26688,23978.43665768194,6.258911819887429,5.62346075461584,653896,587507.637017071,153.35272045028142,137.78321693646132,178196,160104.22282120396,41.790806754221386,37.54789465788085,0,0.0,0.0,0.0,75680,67996.40610961366,17.74859287054409,15.94662432214204,339393,304935.30997304583,79.59498123827392,71.51390946835033,539316.0,484560.64690026955,126.4812382739212,113.63992657135778,20000,17969.45193171608,4.690431519699812,4.214224186612589,46525,41801.43755615454,10.91111632270169,9.803339014107538,3301359.0,2966180.5929919137,774.2399155722327,695.6333473245576
