municipality,warrant_rev,warrant_rev_adj,warrant_rev_capita,warrant_rev_capita_adj,uncond_grant_rev,uncond_grant_rev_adj,uncond_grant_rev_capita,uncond_grant_rev_capita_adj,other_govt_serv_rev,other_govt_serv_rev_adj,other_govt_serv_rev_capita,other_govt_serv_rev_capita_adj,sale_of_serv_rev,sale_of_serv_rev_adj,sale_of_serv_rev_capita,sale_of_serv_rev_capita_adj,own_source_rev,own_source_rev_adj,own_source_rev_capita,own_source_rev_capita_adj,cond_transfer_rev,cond_transfer_rev_adj,cond_transfer_rev_capita,cond_transfer_rev_capita_adj,other_transfer_rev,other_transfer_rev_adj,other_transfer_rev_capita,other_transfer_rev_capita_adj,biennial_surplus_rev,biennial_surplus_rev_adj,biennial_surplus_rev_capita,biennial_surplus_rev_capita_adj,total_rev,total_rev_adj,total_rev_capita,total_rev_capita_adj
Alma,375811,299689.7926634769,1619.875,1291.7663476874004,3953,3152.312599681021,17.038793103448278,13.587554308969917,12820,10223.285486443381,55.258620689655174,44.065885717428365,12000,9569.377990430623,51.724137931034484,41.247318924269926,3500,2791.068580542265,15.086206896551724,12.030468019578729,0,0.0,0.0,0.0,0,0.0,0.0,0.0,581,463.317384370016,2.5043103448275863,1.9970576912500688,408665,325889.1547049442,1761.4870689655172,1404.6946323488974
Aroostook,108462,86492.82296650718,309.008547008547,246.41829904987802,120675,96232.05741626794,343.8034188034188,274.1654057443531,0,0.0,0.0,0.0,200,159.4896331738437,0.5698005698005698,0.45438641929870005,5055,4031.1004784688994,14.401709401709402,11.484616747774641,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,234392,186915.47049441788,667.7834757834758,532.5227079613045
Atholville,1833127,1461823.7639553428,1481.9135004042037,1181.7492028741656,111378,88818.18181818182,90.03880355699272,71.80127875358272,0,0.0,0.0,0.0,61000,48644.33811802233,49.31285367825384,39.32444471950067,105471,84107.65550239234,85.26354082457559,67.99325424607304,0,0.0,0.0,0.0,51100,40749.60127591706,41.30962004850445,32.942280740434164,4936,3936.2041467304625,3.990299110751819,3.1820567071386114,2167012,1728079.7448165868,1751.828617623282,1396.9925180408948
Baker-Brook,317524,253208.93141945775,542.7760683760683,432.8357802042013,127686,101822.96650717703,218.26666666666668,174.05635300372143,56000,44657.09728867624,95.72649572649573,76.3369184421816,19060,15199.362041467304,32.58119658119658,25.981815455499664,6500,5183.413078149921,11.11111111111111,8.860535176324651,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24370,19433.811802232856,41.65811965811966,33.22019111492796,551140,439505.5821371611,942.1196581196581,751.2915933968566
Balmoral,1239653,988559.0111642743,721.1477603257708,575.0779587924807,255546,203784.6889952153,148.65968586387436,118.5483938308408,161003,128391.54704944178,93.6608493310064,74.68967251276428,100000,79744.81658692185,58.17335660267597,46.39023652525995,14584,11629.984051036683,8.484002326934265,6.765552094843911,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3143,2506.379585326954,1.828388598022106,1.4580451339889202,1773929,1414616.427432217,1031.954043048284,822.9298588901786
Bas-Caraquet,862309,687646.7304625199,624.8615942028986,498.29473221921734,313924,250338.11802232856,227.48115942028986,181.40443334951345,88978,70955.34290271133,64.4768115942029,51.41691514689227,0,0.0,0.0,0.0,29290,23357.25677830941,21.22463768115942,16.925548390079282,0,0.0,0.0,0.0,60434,48192.98245614035,43.7927536231884,34.922451055174164,94,74.96012759170654,0.06811594202898551,0.05431893303746851,1355029,1080565.3907496012,981.9050724637681,783.0183990939139
Bath,321494,256374.80063795854,604.312030075188,481.90751999616265,115331,91970.49441786284,216.7875939849624,172.8768692065091,2994,2387.55980861244,5.62781954887218,4.487894377091052,13285,10594.098883572568,24.971804511278197,19.913719705963473,22075,17603.668261562998,41.494360902255636,33.089601995419166,10300,8213.71610845295,19.360902255639097,15.439315993332615,4915,3919.457735247209,9.238721804511279,7.367401757983475,207,165.07177033492823,0.3890977443609023,0.31028528258445154,490601,391228.8676236045,922.1823308270676,735.392608315046
Bathurst,18067543,14407929.027113238,1471.8975967413442,1173.7620388686955,2843307,2267389.95215311,231.6339714867617,184.71608571512098,1216821,970351.6746411483,99.13002036659877,79.05105292392247,1342450,1070534.2902711325,109.36456211812627,87.21256947219003,577338,460397.1291866029,47.033645621181265,37.5068944347538,0,0.0,0.0,0.0,254999,203348.48484848486,20.773849287169043,16.566068012096526,0,0.0,0.0,0.0,24302458,19379950.55821372,1979.8336456211812,1578.8147094267795
Belledune,4409676,3516488.038277512,2848.6279069767443,2271.6330996624756,343441,273876.3955342903,221.86111111111111,176.92273613326248,33346,26591.70653907496,21.541343669250647,17.17810499940243,120700,96251.99362041468,77.97157622739019,62.17829045246426,14500,11562.998405103668,9.366925064599483,7.4696372125992685,7200,5741.626794258374,4.651162790697675,3.7090612366010167,8118,6473.684210526316,5.244186046511628,4.181966544267646,98647,78665.8692185008,63.72545219638243,50.81774497319173,5035628,4015652.3125996813,3252.9896640826873,2594.0906412142645
Beresford,4078003,3251996.0127591705,937.256492760285,747.4134711007057,780959,622774.3221690591,179.48954263387728,143.13360656609035,72031,57440.98883572568,16.555044817283385,13.201790125425346,59850,47727.27272727273,13.755458515283843,10.969265163703223,23334,18607.655502392347,5.3629050792921165,4.276638819212215,11700,9330.143540669857,2.689037002987819,2.1443676259870963,0,0.0,0.0,0.0,18323,14611.642743221691,4.211215812456906,3.3582263257232112,5044200,4022488.038277512,1159.3196966214664,924.4973657268472
