municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Sackville,5558,5411,0.01549999983155461,593664200,473416427.43221694,106812.55847427133,85177.47884710632
Saint Andrews,1889,1798,0.0116769996044378,279728450,223068939.3939394,148082.8215987295,118088.37448064554
Saint George,1543,1512,0.01325000361003422,131577700,104926395.53429027,85273.94685677253,68001.55251736246
Saint John,70063,68043,0.01785000000882499,6628903190,5286206690.590112,94613.46488160656,75449.33403636886
Saint-Antoine,1770,1546,0.01234211273467494,105840550,84402352.47208932,59796.9209039548,47684.94489948549
Saint-François-de-Madawaska,533,585,0.01572033239781693,32816100,26169138.75598086,61568.66791744841,49097.82130578023
Saint-Hilaire,303,231,0.01335428982179832,23302250,18582336.523126,76905.11551155115,61327.84331064686
Saint-Isidore,748,796,0.012599986706576,45887350,36592783.09409888,61346.72459893048,48920.83301350118
Saint-Louis-de-Kent,930,960,0.01425599966812553,60263750,48057216.90590112,64799.7311827957,51674.42678053884
Saint-Léolin,684,733,0.01548698212745679,19306150,15395653.907496013,28225.36549707602,22508.265946631596
Saint-Léonard,1343,1352,0.01502200276654156,71029477,56642326.156299844,52888.66492926284,42175.96884311232
Saint-Quentin,2095,2250,0.01400041648798564,121492100,96883652.31259969,57991.45584725537,46245.180101479564
Sainte-Anne-de-Madawaska,1002,1073,0.01471713492003156,40118950,31992783.094098885,40038.87225548902,31928.925243611662
Sainte-Marie-Saint-Raphaël,955,993,0.01520001371932445,32071550,25575398.724082936,33582.77486910995,26780.522224170614
Salisbury,2208,2036,0.009344701440969203,162442750,129539673.046252,73570.08605072464,58668.33018399094
Shediac,6062,5497,0.01473859535425967,613897850,489551714.5135566,101269.85318376773,80757.45867924062
Shippagan,2631,2754,0.01509999872025347,222700350,177591985.64593303,84644.75484606613,67499.80450244508
St. Martins,314,386,0.01215914311835492,21547900,17183333.333333332,68623.88535031847,54723.991507431
St. Stephen,4817,4780,0.01580000071557119,349371250,278605462.5199362,72528.80423500104,57837.961909889185
Stanley,419,433,0.01363408745862266,30134250,24030502.392344497,71919.45107398568,57352.03434927088
Sussex,4312,4241,0.01247099877541071,414547150,330579864.4338118,96138.02179962894,76665.08915440904
Sussex Corner,1495,1413,0.01159999921588845,102026300,81360685.80542265,68245.01672240802,54421.86341499843
Tide Head,1036,1075,0.01419999202760221,56444750,45011762.36044657,54483.34942084942,43447.64706606812
Tracy,611,619,0.01190002783105226,26409350,21060087.719298247,43223.158756137476,34468.228673155885
Woodstock,5254,5113,0.01418105367322025,482234900,384557336.523126,91784.3357441949,73193.25019473277
