municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,232,301,0.01462035079256088,25704650,20498125.99681021,110795.9051724138,88353.99136556125
Aroostook,351,346,0.01229999829894364,8818050,7031937.799043062,25122.649572649574,20034.010823484507
Atholville,1237,1317,0.01455903207014219,125909950,100406658.69218501,101786.54001616815,81169.48964606712
Baker-Brook,585,525,0.01338597382449469,23720650,18915988.83572568,40548.11965811966,32335.023650813127
Balmoral,1719,1706,0.01429099421110364,86743650,69173564.59330143,50461.692844677134,40240.58440564365
Bas-Caraquet,1380,1471,0.01449500000840476,59490100,47440271.132376395,43108.76811594203,34377.008066939416
Bath,532,512,0.01440001433309669,22325950,17803787.87878788,41966.07142857143,33465.7666894509
Bathurst,12275,12714,0.01774999993859846,1017889750,811714314.1945773,82923.80855397148,66127.43903825477
Belledune,1548,1711,0.01141399186127244,386339508,308085732.05741626,249573.32558139536,199021.79073476503
Beresford,4351,4264,0.01559269300483935,261532950,208558971.29186603,60108.69914962078,47933.57188964974
Bertrand,1137,1179,0.01438000200412708,56383650,44963038.27751196,49589.84168865436,39545.32830036232
Blacks Harbour,982,952,0.01558525107687546,65269850,52049322.169059016,66466.24236252546,53003.38306421488
Blackville,990,931,0.01322262390467927,46042450,36716467.3046252,46507.52525252525,37087.340711742625
Bouctouche,2423,2383,0.01167499941324366,206644550,164788317.38437003,85284.58522492778,68010.03606453571
Cambridge-Narrows,620,717,0.01067300233052666,92618550,73858492.82296652,149384.75806451612,119126.60132736535
Campbellton,7385,7384,0.01750400035470187,577386300,460435645.9330144,78183.65605958023,62347.41312566207
Canterbury,336,360,0.01369478405355139,12608450,10054585.326953748,37525.14880952381,29924.36109212425
Cap-Pelé,2256,2279,0.01240400014837053,187503545,149524358.0542265,83113.2734929078,66278.52750630607
Caraquet,4169,4156,0.01471700128725291,352922100,281437081.3397129,84653.89781722236,67507.09554802421
Centreville,542,523,0.0132531931319281,34131850,27218381.180223286,62973.89298892989,50218.41546166658
Charlo,1324,1376,0.01430600612447074,73132850,58319657.097288676,55236.291540785496,44048.07937861682
Chipman,1236,1291,0.01360000744986474,64430700,51380143.54066986,52128.398058252424,41569.69542125393
Clair,857,848,0.01238212408107483,72584800,57882615.62998405,84696.38273045508,67540.97506415876
Dalhousie,3512,3676,0.01707134877252315,213841100,170527192.98245615,60888.69589977221,48555.57886744195
Dieppe,23310,18565,0.01584500017347594,2799696656,2232612963.3173842,120107.10664950665,95779.19190550769
Doaktown,793,888,0.01355000820761318,54522550,43478907.49601276,68754.79192938209,54828.3827188055
Dorchester,1167,1119,0.01517072717219512,51091750,40743022.32854865,43780.41988003428,34912.61553431761
Drummond,775,839,0.0125024876722022,54267600,43275598.086124405,70022.70967741935,55839.481401450845
Edmundston,16032,16643,0.01634999980076595,1330093900,1060680940.9888357,82964.93887225549,66160.23833513197
Eel River Crossing,1209,1168,0.01339999951421292,41170300,32831180.22328549,34053.184449958644,27155.649481625715
Florenceville-Bristol,1639,1539,0.01289899971716124,204887050,163386802.23285487,125007.35204392922,99686.88360759907
Fredericton,56224,50535,0.01412504332261928,6818360822,5437289331.738437,121271.3578187251,96707.62186501204
Fredericton Junction,752,715,0.01329247946124536,39498500,31498006.37958533,52524.60106382979,41885.64678136347
Gagetown,698,719,0.01319999832339245,59644250,47563197.767145135,85450.21489971346,68142.11714490707
Grand Bay-Westfield,5117,4981,0.01370004043180135,369387450,294567344.49760765,72188.28415086964,57566.41479335698
Grand Falls/Grand-Sault,5706,5650,0.01469024173009176,527472600,420632057.41626793,92441.74553101997,73717.50042346091
Grand Manan,2377,2460,0.0113462285604619,181589150,144807934.6092504,76394.25746739587,60920.46050031569
Grande-Anse,738,758,0.01465998680917418,34342050,27386004.784688994,46533.9430894309,37108.40756732926
Hampton,4292,4004,0.01250000105675701,354859250,282981858.05422646,82679.22879776328,65932.3993602578
Hartland,947,947,0.01491793243019395,83309400,66434928.22966507,87971.91129883844,70153.0393132683
Harvey,363,352,0.01240940309914494,19495700,15546810.207336523,53707.162534435265,42828.67825712541
Hillsborough,1350,1292,0.01346000444257966,81034000,64620414.67304625,60025.18518518518,47866.97383188611
Lac Baker,719,721,0.01135679352455508,48132600,38383253.58851675,66943.81084840055,53384.21917735292
Lamèque,1432,1422,0.01500010138468303,86304950,68823724.08293462,60268.81983240224,48061.25983445155
Le Goulet,817,908,0.01596852328090281,21736700,17333891.54704944,26605.50795593635,21216.513521480345
Maisonnette,573,599,0.01448999907305533,24812700,19786842.10526316,43303.141361256545,34532.01065490953
McAdam,1284,1404,0.01594077967473375,46460400,37049760.76555024,36184.11214953271,28854.953867250966
Meductic,228,155,0.01202054135892137,12219250,9744218.500797449,53593.20175438596,42737.80044209407
Memramcook,4831,4638,0.01391199986050026,281004100,224086204.14673045,58166.85986338232,46385.055712426096
Millville,307,303,0.01483172636446926,11460500,9139154.704944178,37330.618892508144,29769.233566593415
Minto,2505,2681,0.01240799622999489,105782350,84355940.98883572,42228.483033932134,33675.02634284859
Miramichi,17811,18129,0.01729899999877042,1382588300,1102542503.9872408,77625.52916736848,61902.33585914552
Moncton,69074,64128,0.01639299996581568,7661408300,6109575996.810207,110915.94956134,88449.72054333334
Nackawic,1049,977,0.01338110499208249,92516500,73777113.23763956,88194.94756911344,70330.89917792141
New Maryland,4232,4248,0.01207199914570775,343676300,274064035.0877193,81208.95557655954,64759.932676682256
Nigadoo,952,927,0.01387499223373949,49090550,39147169.05901117,51565.7037815126,41120.97590232266
Norton,1301,1314,0.01165398066980053,69637150,55532017.54385965,53525.86471944658,42684.10264708659
Néguac,1678,1623,0.01308400452677496,113237350,90300917.06539075,67483.52205005959,53814.61088521499
Oromocto,8932,8402,0.01245516728416257,1097617534,875293089.3141946,122885.97559337215,97995.19584798417
Paquetville,706,642,0.01339966623360386,45990250,36674840.51036683,65141.99716713881,51947.36616199267
Perth-Andover,1778,1797,0.01230000263021769,114059000,90956140.3508772,64150.16872890889,51156.43439306929
Petit-Rocher,1908,1949,0.01487049599331281,99533600,79372886.76236045,52166.45702306079,41600.04547293525
Petitcodiac,1429,1368,0.01279399436186514,90774700,72388118.02232856,63523.233030090974,50656.48566992901
Plaster Rock,1135,1150,0.01603988226787115,58913400,46980382.77511962,51906.07929515419,41392.407731382926
Pointe-Verte,976,971,0.01570000975921477,37400550,29825000.0,38320.235655737706,30558.40163934426
Port Elgin,418,451,0.01408149453225947,22404227,17866209.728867624,53598.62918660287,42742.12853796082
Quispamsis,17886,15239,0.01248479007292423,1625550200,1296292025.5183413,90883.9427485184,72475.23345176905
Rexton,818,862,0.01297900142904198,78479150,62583054.22647528,95940.28117359414,76507.40125485975
Richibucto,1286,1290,0.01327799927579409,104390200,83245773.52472089,81174.33903576982,64732.327779720756
Riverside-Albert,353,320,0.01355704604627116,21566350,17198046.25199362,61094.475920679884,48719.6777676873
Riverview,19128,17832,0.0156255357434891,1466011750,1169068381.1802232,76642.18684650774,61118.17132895353
Rivière-Verte,744,798,0.01237391894525344,37203250,29667663.476874005,50004.36827956989,39875.89176999194
Rogersville,1170,1165,0.01464776011733516,52260550,41675079.74481659,44667.13675213675,35619.72627762101
Rothesay,11947,11637,0.012,1226581500,978135167.4641149,102668.57788566167,81872.86912732192
