municipality,general_govt_exp,general_govt_exp_adj,general_govt_exp_capita,general_govt_exp_capita_adj,police_exp,police_exp_adj,police_exp_capita,police_exp_capita_adj,fire_protection_exp,fire_protection_exp_adj,fire_protection_exp_capita,fire_protection_exp_capita_adj,water_cost_exp,water_cost_exp_adj,water_cost_exp_capita,water_cost_exp_capita_adj,emergency_exp,emergency_exp_adj,emergency_exp_capita,emergency_exp_capita_adj,other_protection_exp,other_protection_exp_adj,other_protection_exp_capita,other_protection_exp_capita_adj,transportation_exp,transportation_exp_adj,transportation_exp_capita,transportation_exp_capita_adj,environ_health_exp,environ_health_exp_adj,environ_health_exp_capita,environ_health_exp_capita_adj,public_health_exp,public_health_exp_adj,public_health_exp_capita,public_health_exp_capita_adj,environ_dev_exp,environ_dev_exp_adj,environ_dev_exp_capita,environ_dev_exp_capita_adj,rec_and_culture_exp,rec_and_culture_exp_adj,rec_and_culture_exp_capita,rec_and_culture_exp_capita_adj,debt_exp,debt_exp_adj,debt_exp_capita,debt_exp_capita_adj,transfers_exp,transfers_exp_adj,transfers_exp_capita,transfers_exp_capita_adj,deficits_exp,deficits_exp_adj,deficits_exp_capita,deficits_exp_capita_adj,total_exp,total_exp_adj,total_exp_capita,total_exp_capita_adj
Alma,90092.0,71843.70015948963,388.32758620689657,309.67112137711047,47822,38135.566188197765,206.1293103448276,164.37744046636968,46678,37223.28548644338,201.19827586206895,160.44519606225597,0,0.0,0.0,0.0,2000,1594.896331738437,8.620689655172415,6.874553154044987,1000,797.4481658692185,4.310344827586207,3.4372765770224936,102719,81913.07814992026,442.75431034482756,353.0736127151735,31112,24810.207336523126,134.10344827586206,106.94054886432382,100,79.74481658692186,0.43103448275862066,0.3437276577022494,12663,10098.086124401914,54.581896551724135,43.52623329483584,49020,39090.90909090909,211.29310344827587,168.49529780564262,25444.0,20290.271132376394,109.67241379310344,87.45806522576032,15,11.961722488038278,0.06465517241379311,0.05155914865533741,0,0.0,0.0,0.0,408665.0,325889.1547049442,1761.4870689655172,1404.6946323488974
Aroostook,69714.0,55593.3014354067,198.6153846153846,158.38547417494786,45767,36496.81020733652,130.3903133903134,103.97951626021802,16500,13157.894736842105,47.00854700854701,37.48687959214275,18000,14354.066985645934,51.282051282051285,40.894777736883,0,0.0,0.0,0.0,0,0.0,0.0,0.0,34641,27624.401913875598,98.6923076923077,78.70199975463133,24308,19384.370015948964,69.25356125356126,55.226125401564,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1000,797.4481658692185,2.849002849002849,2.2719320964935,400.0,318.9792663476874,1.1396011396011396,0.9087728385974001,17964,14325.358851674642,51.17948717948718,40.81298818140924,6098,4862.838915470495,17.373219373219374,13.854241924417364,234392.0,186915.47049441788,667.7834757834758,532.5227079613045
Atholville,408022.0,325376.3955342903,329.8480194017785,263.0366980875427,347778,277334.9282296651,281.1463217461601,224.19961861735254,114600,91387.55980861244,92.64349232012934,73.87838303040617,159138,126904.30622009569,128.64834276475344,102.59038497986717,5000,3987.2408293460926,4.042037186742118,3.223315140942678,3500,2791.068580542265,2.8294260307194827,2.2563205986598747,431865,344389.95215311006,349.122877930477,278.4073986686419,86985,69366.02870813398,70.31932093775262,56.07601350697977,0,0.0,0.0,0.0,122974,98065.39074960128,99.41309620048504,79.27679122845699,166900,133094.09888357256,134.9232012934519,107.59425940466657,318250.0,253787.87878787878,257.2756669361358,205.16400872100144,2000,1594.896331738437,1.6168148746968471,1.2893260563770712,0,0.0,0.0,0.0,2167012.0,1728079.7448165868,1751.828617623282,1396.9925180408948
Baker-Brook,151428.0,120755.98086124402,258.85128205128206,206.42048010469065,71186,56767.14513556619,121.68547008547009,97.03785493259178,52400,41786.28389154705,89.57264957264957,71.42954511375564,22170,17679.425837320574,37.8974358974359,30.221240747556536,0,0.0,0.0,0.0,1161,925.8373205741627,1.9846153846153847,1.5826278984173723,99556,79390.74960127592,170.1811965811966,135.71068307910414,24015,19150.717703349284,41.05128205128205,32.736269578374845,0,0.0,0.0,0.0,20236,16137.161084529505,34.59145299145299,27.58489074278548,11500,9170.653907496013,19.65811965811966,15.67633146580515,44350.0,35366.82615629984,75.8119658119658,60.45611308769203,53138,42374.800637958535,90.83418803418803,72.43555664608297,0,0.0,0.0,0.0,551140.0,439505.5821371611,942.1196581196581,751.2915933968566
Balmoral,388259.0,309616.42743221694,225.86329261198372,180.11426843060903,297102,236923.44497607657,172.83420593368237,137.8263205212778,133740,106650.71770334929,77.80104712041884,62.04230232888266,146000,116427.4322169059,84.93310063990693,67.72974532687952,0,0.0,0.0,0.0,2575,2053.4290271132377,1.4979639325189062,1.1945485905254436,289364,230752.79106858055,168.3327515997673,134.2366440189532,94637,75468.10207336523,55.053519488074464,43.902328140410255,0,0.0,0.0,0.0,33629,26817.38437001595,19.563118091913903,15.600572641079667,239105,190673.8437001595,139.09540430482838,110.92137504372279,149518.0,119232.85486443382,86.97963932518907,69.36175384783817,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1773929.0,1414616.427432217,1031.954043048284,822.9298588901786
Bas-Caraquet,342398.0,273044.6570972887,248.11449275362318,197.85844717194834,224416,178960.12759170655,162.62028985507246,129.68125187804822,48520,38692.18500797448,35.15942028985507,28.037815223169915,0,0.0,0.0,0.0,1200,956.9377990430622,0.8695652173913043,0.693433187712364,4000,3189.792663476874,2.898550724637681,2.3114439590412132,334800,266985.64593301434,242.6086956521739,193.4678593717495,84928,67725.67783094099,61.542028985507244,49.07657813836303,0,0.0,0.0,0.0,69761,55630.78149920255,50.551449275362316,40.31216050666852,107400,85645.93301435407,77.82608695652173,62.06227030025657,64506.0,51440.19138755981,46.743478260869566,37.27550100547813,73100,58293.46092503987,52.971014492753625,42.241638351478166,0,0.0,0.0,0.0,1355029.0,1080565.3907496012,981.9050724637681,783.0183990939139
Bath,96842.0,77226.47527910686,182.03383458646616,145.16254751711816,84130,67089.31419457735,158.1390977443609,126.10773344845367,37821,30160.287081339713,71.09210526315789,56.69226894988668,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7563,6031.100478468899,14.216165413533835,11.336655034715976,60737,48434.609250398724,114.1672932330827,91.04249859097504,40560,32344.497607655503,76.2406015037594,60.797927833938914,0,0.0,0.0,0.0,25075,19996.012759170655,47.13345864661654,37.58649014881702,68173,54364.433811802235,128.14473684210526,102.18878536053052,29186.0,23274.32216905901,54.8609022556391,43.74872588168987,40514,32307.81499202552,76.15413533834587,60.728975548920154,0,0.0,0.0,0.0,490601.0,391228.8676236045,922.1823308270676,735.392608315046
Bathurst,3128752.0,2495017.543859649,254.8881466395112,203.26008503948262,5359908,4274248.803827751,436.652382892057,348.2076418596946,2169719,1730238.437001595,176.7591853360489,140.95628814676945,724383,577657.8947368421,59.0128716904277,47.059706292207096,9000,7177.033492822967,0.7331975560081466,0.5846870462584902,189080,150781.49920255184,15.403665987780041,12.283625189617258,4740800,3780542.2647527913,386.21588594704684,307.9871498780278,375680,299585.326953748,30.60529531568228,24.40613661537662,0,0.0,0.0,0.0,873587,696640.350877193,71.16798370672097,56.752778075535076,3047798,2430460.9250398725,248.29311608961302,198.00089002361486,3111752.0,2481460.9250398725,253.50321792260692,202.1556761743277,250958,200125.99681020735,20.444643584521383,16.303543528326465,321041,256013.55661881977,26.15405295315682,20.856501557541325,24302458.0,19379950.55821372,1979.8336456211812,1578.8147094267795
Belledune,910164.0,725808.6124401914,587.9612403100775,468.8686126874622,556493,443774.322169059,359.49160206718346,286.6759187138624,377600,301116.42743221694,243.92764857881136,194.51965596396442,37554,29947.368421052633,24.25968992248062,19.345845233238137,7000,5582.13716108453,4.521963824289406,3.606031757806544,7000,5582.13716108453,4.521963824289406,3.606031757806544,764500,609649.1228070175,493.8630490956072,393.8301826918718,195000,155502.3923444976,125.96899224806202,100.45374182461086,0,0.0,0.0,0.0,385405,307340.51036682614,248.96963824289406,198.5403813739187,335700,267703.34928229667,216.86046511627907,172.93498015652239,593824.0,473543.8596491228,383.60723514211884,305.9068860782447,865388,690102.0733652313,559.0361757105943,445.80237297495563,0,0.0,0.0,0.0,5035628.0,4015652.3125996813,3252.9896640826873,2594.0906412142645
Beresford,717431.0,572114.0350877193,164.88876120432084,131.4902401948332,1028150,819896.3317384371,236.30199954033554,188.43859612466952,125718,100253.58851674641,28.89404734543783,23.04150506015776,240000,191387.55980861245,55.159733394621924,43.98702822537634,0,0.0,0.0,0.0,34500,27511.96172248804,7.9292116754769015,6.323135307397848,758406,604789.4736842106,174.30613652034015,139.00010886789488,203346,162157.8947368421,46.73546311192829,37.269109339655735,0,0.0,0.0,0.0,114131,91013.55661881978,26.23098138358998,20.917847993293446,569247,453944.97607655503,130.83130314870144,104.33118273421168,646239.0,515342.1052631579,148.52654562169616,118.44222138891242,607032,484076.55502392346,139.51551367501725,111.25639049044437,0,0.0,0.0,0.0,5044200.0,4022488.038277512,1159.3196966214664,924.4973657268472
