municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Lamèque,1580,1671,0.01407427838554657,64034402,61043281.22020972,40528.10253164557,38634.98811405678
Le Goulet,969,1029,0.01565193750204723,15264500,14551477.597712105,15752.837977296182,15017.004744800934
Maisonnette,605,675,0.01295514426905408,17607137,16784687.32125834,29102.705785123966,27743.284828526183
McAdam,1513,1570,0.01544867431937131,32150202,30648428.97998093,21249.307336417714,20256.727680093147
Meductic,189,236,0.009133496149528292,10154600,9680266.920877025,53728.04232804233,51218.343496703834
Memramcook,4719,4904,0.01387596565600352,143456106,136755105.81506196,30399.68340750159,28979.67913012544
Millville,319,321,0.01187657479551886,7739100,7377597.712106768,24260.501567398118,23127.26555519363
Minto,2776,3056,0.01200044461257577,86448297,82410197.33079122,31141.317363112394,29686.670508210093
Miramichi,18508,19241,0.014777160414896,1170757677,1116070235.462345,63256.844445645125,60302.044276115455
Moncton,61046,59313,0.01652489179891744,3660588144,3489597849.380362,59964.422632113485,57163.41528323497
Nackawic,1042,1167,0.01262726620298629,100257568,95574421.35367015,96216.47600767754,91722.09342962586
New Maryland,4284,4284,0.01117348656669518,197946450,188700142.99332696,46205.987394957985,44047.65242608006
Nigadoo,983,961,0.01350000873492982,25758650,24555433.746425163,26204.12004069176,24980.09536767565
Norton,1370,1390,0.01166523396803311,37581758,35826270.73403241,27431.9401459854,26150.562579585698
Néguac,1697,1735,0.01262215994046357,67301318,64157595.805529065,39658.99705362404,37806.479555408994
Oromocto,8843,9194,0.01237763282034579,585545080,558193593.8989513,66215.65984394436,63122.64999422722
Paquetville,667,731,0.01201167745287921,26461250,25225214.489990465,39672.038980509744,37818.91227884628
Perth-Andover,1908,1861,0.01230000505716929,78403545,74741224.97616777,41092.00471698113,39172.54977786571
Petit-Rocher,1966,2078,0.01372489936995744,61708212,58825750.238322206,31387.696846388608,29921.541321628793
Petitcodiac,1444,1425,0.01279420478070422,61529889,58655756.91134413,42610.72645429363,40620.33027101394
Plaster Rock,1219,1220,0.01253223935751901,52104016,49670177.311725445,42743.24528301887,40746.65899239167
Pointe-Verte,1041,1122,0.01520000873019337,22909000,21838894.184938032,22006.724303554274,20978.76482702981
Port Elgin,436,445,0.0140029451810091,16497458,15726842.707340322,37838.206422018346,36070.74015445028
Quispamsis,13757,13579,0.01197003722442115,645060400,614928884.6520495,46889.6125608781,44699.34467195243
Rexton,810,908,0.01208498444175249,40161657,38285659.67588179,49582.292592592596,47266.24651343431
Richibucto,1341,1414,0.01249699068987016,70148968,66872228.78932316,52310.938105891124,49867.43384736999
Riverside-Albert,393,415,0.01232867733678178,11290100,10762726.406101048,28727.98982188295,27386.07228015534
Riverview,17010,16684,0.0153451980383765,712409900,679132411.8207816,41881.82833627278,39925.47982485488
Rivière-Verte,856,929,0.01177994424794677,26689600,25442897.99809342,31179.439252336448,29723.011680015676
Rogersville,1248,1336,0.01539622852173771,38261708,36474459.485224016,30658.41987179487,29226.329715724372
Rothesay,11505,11470,0.0118999996257195,632947751,603382031.4585319,55015.01529769666,52445.20047444866
Sackville,5361,5393,0.01534997065342569,357707850,340998903.7178265,66724.0906547286,63607.33141537521
Saint Andrews,1869,1752,0.01097700248768882,168248937,160389835.08102953,90020.8330658106,85815.85611612067
Saint George,1509,1414,0.012499998082149,84730253,80772405.14775977,56149.93571901922,53527.10745378381
Saint John,69661,72494,0.01724999990795137,4003318746,3816319109.6282167,57468.57992276884,54784.15626574722
Saint-André,415,438,0.0120100561155253,14995850,14295376.549094373,36134.57831325301,34446.69047974548
Saint-Antoine,1472,1463,0.01216989356625454,51445150,49042087.70257387,34949.15081521739,33316.63566750942
Saint-François-de-Madawaska,572,631,0.01252849652058232,33090882,31545168.73212583,57851.192307692305,55148.89638483537
Saint-Hilaire,237,255,0.01088996972999792,18946150,18061153.479504287,79941.5611814346,76207.39864769741
Saint-Isidore,877,912,0.01240701621182768,25351059,24166881.79218303,28906.566704675028,27556.307630767424
Saint-Louis-de-Kent,991,1015,0.0138559819702082,36149946,34461340.324118204,36478.25025227043,34774.30910607286
Saint-Léolin,802,858,0.01461620381793043,14607076,13924762.631077215,18213.311720698253,17362.546921542664
Saint-Léonard,1385,1450,0.01432197832404681,48249689,45995890.371782646,34837.32057761733,33210.02914930155
Saint-Quentin,2280,2424,0.01300040621517341,86146462,82122461.39180171,37783.535964912284,36018.62341745689
Sainte-Anne-de-Madawaska,1168,1273,0.01385873815313435,31335609,29871886.558627263,26828.432363013697,25575.245341290465
Sainte-Marie-Saint-Raphaël,1135,1185,0.0147999608475651,23497900,22400285.986653954,20702.995594713655,19735.934790003485
Salisbury,1954,1882,0.008950928366426521,85365000,81377502.3832221,43687.308085977485,41646.62353286699
Shediac,4892,4664,0.01478421711146662,261500624,249285628.21734983,53454.74734260017,50957.81443527184
Shippagan,2920,2862,0.0145549596578576,148091788,141174249.76167777,50716.36575342466,48347.345808793754
St. Martins,374,386,0.01266488416745922,13931750,13280981.887511915,37250.66844919786,35510.64675805325
St. Stephen,4667,4961,0.01519999217783263,250365392,238670535.74833173,53645.895007499465,51140.03337225878
Stanley,460,426,0.0123635229636756,19316986,18414667.30219256,41993.44782608696,40031.88543954905
Sussex,4182,4293,0.01374362033722293,234806690,223838598.6653956,56146.98469631755,53524.294276756475
Sussex Corner,1321,1337,0.01198716706676103,49030100,46739847.47378455,37115.89704769114,35382.17068416696
Tide Head,1149,1170,0.0134600289864725,36845463,35124368.9227836,32067.41775456919,30569.511682144122
Tracadie-Sheila,4724,4773,0.01300696015675688,245189880,233736777.88369873,51903.02286198137,49478.57279502513
Tracy,601,605,0.01283041958550291,15476345,14753427.07340324,25750.990016638934,24548.13156972253
Woodstock,5198,5092,0.01403352099813629,265825020,253408026.69208768,51139.865332820315,48751.06323433776
