municipality,warrant_rev,warrant_rev_adj,warrant_rev_capita,warrant_rev_capita_adj,uncond_grant_rev,uncond_grant_rev_adj,uncond_grant_rev_capita,uncond_grant_rev_capita_adj,other_govt_serv_rev,other_govt_serv_rev_adj,other_govt_serv_rev_capita,other_govt_serv_rev_capita_adj,sale_of_serv_rev,sale_of_serv_rev_adj,sale_of_serv_rev_capita,sale_of_serv_rev_capita_adj,own_source_rev,own_source_rev_adj,own_source_rev_capita,own_source_rev_capita_adj,cond_transfer_rev,cond_transfer_rev_adj,cond_transfer_rev_capita,cond_transfer_rev_capita_adj,other_transfer_rev,other_transfer_rev_adj,other_transfer_rev_capita,other_transfer_rev_capita_adj,biennial_surplus_rev,biennial_surplus_rev_adj,biennial_surplus_rev_capita,biennial_surplus_rev_capita_adj,total_rev,total_rev_adj,total_rev_capita,total_rev_capita_adj
Alma,196865,187669.20877025736,678.8448275862069,647.1352026560598,19483,18572.926596758814,67.18275862068965,64.04457447158212,10113,9640.610104861773,34.87241379310345,33.24348312021301,15000,14299.332697807435,51.724137931034484,49.30804378554288,250,238.32221163012392,0.8620689655172413,0.8218007297590479,7399,7053.384175405147,25.513793103448275,24.322014397948784,704,671.1153479504289,2.4275862068965517,2.314190855001479,0,0.0,0.0,0.0,249814,238144.8999046711,861.4275862068965,821.1893100161072
Aroostook,101693,96942.80266920876,267.61315789473684,255.11263860318095,37236,35496.66348903717,97.98947368421052,93.4122723395715,0,0.0,0.0,0.0,400,381.31553860819827,1.0526315789473684,1.003461943705785,10002,9534.795042897997,26.321052631578947,25.09156590236315,0,0.0,0.0,0.0,2939,2801.7159199237367,7.734210526315789,7.372936631378255,0,0.0,0.0,0.0,152270,145157.29265967588,400.7105263157895,381.99287542019965
Atholville,1653990,1576730.2192564346,1197.6755973931934,1141.7307887447027,119473,113892.27836034317,86.51194786386677,82.4708749893868,0,0.0,0.0,0.0,3100,2955.1954242135366,2.24475018102824,2.1398953107990852,84332,80392.75500476644,61.0658942795076,58.21343591945434,0,0.0,0.0,0.0,378,360.3431839847473,0.27371469949312094,0.2609291701555013,0,0.0,0.0,0.0,1861273,1774330.7912297423,1347.771904417089,1284.8159241344983
Baker-Brook,284689,271390.8484270734,475.2737896494157,453.0732027163162,65116,62074.35653002859,108.70784641068447,103.6299775125686,40636,38737.84556720686,67.83973288814691,64.6708607132001,0,0.0,0.0,0.0,8800,8388.94184938036,14.691151919866444,14.004911267746845,0,0.0,0.0,0.0,155,147.75977121067683,0.2587646076794658,0.24667741437508653,11163,10641.563393708293,18.636060100166944,17.76554823657478,410559,391381.3155386082,685.4073455759599,653.3911778607816
Balmoral,736555,702149.6663489037,401.17374727668846,382.4344587956992,182274,173759.77121067682,99.27777777777777,94.64039826289587,91526,87250.71496663489,49.850762527233115,47.52217590775321,0,0.0,0.0,0.0,5658,5393.708293612965,3.081699346405229,2.937749615257606,0,0.0,0.0,0.0,62,59.103908484270725,0.03376906318082789,0.03219167128772915,23381,22288.846520495706,12.73474945533769,12.139894619006377,1039456,990901.8112488083,566.1525054466231,539.7068688718999
Bas-Caraquet,596098,568253.5748331744,352.9295441089402,336.44379800661596,201646,192226.88274547187,119.3878034339846,113.81106142419885,50425,48069.59008579599,29.854943753700415,28.460384893899345,1950,1858.9132507149664,1.1545293072824157,1.1005999116133607,20461,19505.24308865586,12.114268798105387,11.548397328985116,3494,3330.7912297426114,2.068679692125518,1.9720492775267089,15000,14299.332697807435,8.880994671403197,8.466153166256623,504,480.4575786463298,0.2984014209591474,0.2844627463862225,889578,848024.7855100095,526.6891651865009,502.08690675548223
Bath,280910,267788.36987607245,474.51013513513516,452.3452193852575,44324,42253.57483317445,74.87162162162163,71.37428181279468,1063,1013.3460438512868,1.7956081081081081,1.7117331821812278,34670,33050.524308865584,58.564189189189186,55.82858835957025,6293,5999.046711153479,10.630067567567568,10.133524849921418,0,0.0,0.0,0.0,1880,1792.1830314585318,3.175675675675676,3.0273362017880605,0,0.0,0.0,0.0,369140,351897.04480457574,623.5472972972973,594.420683791513
Bathurst,12102055,11536754.051477596,936.401655834107,892.661254369978,2348373,2238677.788369876,181.70636025998144,173.21864657767532,157833,150460.43851286938,12.212395543175488,11.641940460605802,863600,823260.2478551,66.82141751779635,63.70011202840452,332747,317204.00381315534,25.746440730424016,24.543794785914216,0,0.0,0.0,0.0,54666,52112.48808388941,4.229805013927576,4.032225942733628,0,0.0,0.0,0.0,15859274,15118469.018112486,1227.118074899412,1169.7979741653116
Belledune,2943961,2806445.1858913247,1530.9209568382735,1459.4098730584112,40828,38920.877025738795,21.231409256370256,20.239665640009775,395135,376677.78836987604,205.47841913676547,195.8802851637421,47037,44839.84747378455,24.46021840873635,23.31765339250367,6400,6101.048617731172,3.328133125325013,3.1726721881077338,13400,12774.07054337464,6.968278731149246,6.642782393850567,1534,1462.3450905624402,0.7977119084763391,0.7604498650870724,1253,1194.470924690181,0.6515860634425377,0.6211497268279672,3449548,3288415.6339370827,1793.8367134685388,1710.0445314285403
Beresford,2235518,2131094.3755958052,506.46080652469414,482.8034380597656,452016,430901.81124880834,102.40507476212052,97.62161559782699,68508,65307.91229742611,15.520616221114635,14.795630334713664,86496,82455.67206863679,19.595831445400997,18.680487555196372,550,524.3088655862725,0.12460353420933394,0.11878315939879305,90460,86234.50905624403,20.493883099229723,19.536590180390583,140,133.4604385128694,0.031717263253285,0.030235713301510963,4683,4464.251668255481,1.0609424558223832,1.0113846099355417,2938371,2801116.3012392754,665.693475305845,634.598165210529
Bertrand,438390,417912.2974261201,345.4609929078014,329.32411144690315,125436,119576.73975214489,98.84633569739952,94.22910933975169,81322,77523.35557673975,64.08353033884949,61.090114717683015,17000,16205.910390848425,13.396375098502759,12.770614965207585,2950,2812.202097235462,2.3246650906225375,2.2160773027860223,5000,4766.444232602478,3.9401103230890464,3.7560632250610544,5646,5382.268827454718,4.449172576832152,4.2413465937389425,0,0.0,0.0,0.0,675744,644179.2183031458,532.5011820330969,507.62743759113147
Blacks Harbour,767143,731308.8655862726,709.0046210720888,675.8861973995125,149628,142638.70352716872,138.28835489833642,131.82874632825204,33538,31971.401334604383,30.99630314232902,29.548430068950445,64397,61388.94184938035,59.51663585951941,56.73654514730162,38096,36316.4918970448,35.208872458410355,33.564225413165246,0,0.0,0.0,0.0,33083,31537.654909437555,30.575785582255083,29.147555369165946,129,122.97426120114393,0.11922365988909427,0.11365458521362655,1086014,1035285.0333651095,1003.7097966728281,956.8253543115615
Blackville,411392,392175.4051477597,405.312315270936,386.379709505182,72121,68752.14489990467,71.0551724137931,67.73610334965977,50227,47880.83889418493,49.484729064039406,47.17324028983737,0,0.0,0.0,0.0,13520,12888.465204957101,13.320197044334975,12.697995275819805,1489,1419.447092469018,1.4669950738916255,1.398470041841397,0,0.0,0.0,0.0,391,372.7359389895138,0.3852216748768473,0.36722752609804316,549140,523489.037178265,541.0246305418719,515.7527459884384
Bouctouche,1325315,1263408.0076263107,546.2963726298434,520.7782389226343,170736,162760.72449952335,70.37757625721352,67.0901584911473,108062,103014.2993326978,44.54328112118714,42.46261308025466,100000,95328.88465204956,41.22011541632317,39.294676278668405,52740,50276.453765490936,21.739488870568838,20.72401226936972,0,0.0,0.0,0.0,419,399.42802669208766,0.17271228359439406,0.16464469360762063,0,0.0,0.0,0.0,1757272,1675187.7979027643,724.3495465787304,690.5143437356819
Cambridge-Narrows,512194,488268.8274547187,783.17125382263,746.5884211845852,39543,37695.90085795996,60.46330275229358,57.63899213755346,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2300,2192.56434699714,3.5168195718654434,3.352544873084312,0,0.0,0.0,0.0,76,72.44995233555767,0.1162079510703364,0.11077974363235117,10419,9932.316491897043,15.931192660550458,15.187028275071931,564532,538162.0591039085,863.1987767584097,822.8777662139273
