cpi_2002,cpi_deflator_2002,municipality,police_provider_2024,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj,general_govt_exp,police_exp,fire_protection_exp,water_cost_exp,emergency_exp,other_protection_exp,transportation_exp,environ_health_exp,public_health_exp,environ_dev_exp,rec_and_culture_exp,debt_exp,transfers_exp,deficits_exp,total_exp,warrant_rev,uncond_grant_rev,other_govt_serv_rev,sale_of_serv_rev,own_source_rev,cond_transfer_rev,other_transfer_rev,biennial_surplus_rev,total_rev
113.5,0.8810572687224669,Alma,PPSA,301,290,0.01290382131275653,21483481,18928177.092511013,71373.69102990034,62884.30927744522,67658.0,32277,41093,0,1200,1000,92309,33852,100,11919,42544,7572.0,0,2699,334223.0,277219,20270,9969,16500,2175,7666,424,0,334223
113.5,0.8810572687224669,Aroostook,PPSA,346,380,0.01230001220412267,8603650,7580308.370044053,24866.040462427747,21908.40569376894,43550.0,37022,14120,7871,0,0,31216,21165,0,0,400,375.0,0,10567,166286.0,105825,54233,0,200,6028,0,0,0,166286
113.5,0.8810572687224669,Atholville,MPSA,1317,1381,0.01213632132898833,155553149,137051232.59911895,118111.73044798785,104063.19863258842,399861.0,140919,107600,150416,4000,2900,460936,94822,0,127178,283744,353921.0,0,0,2126297.0,1887843,124300,0,3100,106933,0,1818,2303,2126297
113.5,0.8810572687224669,Baker-Brook,PPSA,525,599,0.01376505493057324,22461080,19789497.79735683,42783.009523809524,37694.281518774915,112973.0,56175,52150,25250,0,0,115211,25200,0,19272,6531,15139.0,5231,293,433425.0,309178,67960,47880,0,8250,0,157,0,433425
113.5,0.8810572687224669,Balmoral,PPSA,1706,1836,0.01429099070001303,60306106,53133133.03964757,35349.41735052755,31144.861101786384,311549.0,182542,64262,150000,0,3675,267535,96063,0,21916,38800,95798.0,10000,0,1242140.0,861834,230886,108598,0,20849,0,141,19832,1242140
113.5,0.8810572687224669,Bas-Caraquet,PPSA,1471,1689,0.01429500352096726,48566200,42789603.52422907,33015.77158395649,29088.785536525542,252163.0,157397,33000,40000,1275,4000,274028,80019,0,44549,77200,121626.0,28401,0,1113658.0,694254,273175,87322,500,27900,0,30000,507,1113658
113.5,0.8810572687224669,Bath,PPSA,512,592,0.01379999770244345,21762250,19173788.546255507,42504.39453125,37448.805754405286,81097.0,54784,33020,0,1000,9923,59414,37340,0,25158,61510,20954.0,28,0,384228.0,300319,48811,1405,28310,5105,0,0,278,384228
113.5,0.8810572687224669,Bathurst,municipal,12714,12924,0.01754999945047463,865383161,762452124.2290748,68065.37368255467,59969.49223132569,2572605.0,4315590,1635603,449383,400,187065,4433396,333761,0,553823,2834142,2907571.0,108428,1300,20333067.0,15187474,2606235,651732,1329388,544288,0,13950,0,20333067
113.5,0.8810572687224669,Belledune,PPSA,1711,1923,0.01089723927597455,354739297,312545636.123348,207328.63646990064,182668.4021761239,777948.0,506000,176960,15640,15000,7000,1037500,163000,0,494000,337100,503791.0,32771,0,4066710.0,3865679,42477,28480,94137,10500,8000,9119,8318,4066710
113.5,0.8810572687224669,Beresford,municipal,4264,4414,0.01559837493761216,206332263,181790540.0881057,48389.36749530957,42633.80396062517,696475.0,917407,88100,200000,0,27316,699833,182808,0,84203,410745,657555.0,82000,2306,4048748.0,3218448,602900,73447,76266,18328,58500,859,0,4048748
113.5,0.8810572687224669,Bertrand,PPSA,1179,1269,0.01437999034578763,36564350,32215286.343612332,31013.019508057678,27324.24626260588,163373.0,126153,35285,0,0,2800,225900,74463,0,25664,61550,66500.0,22000,17449,821137.0,525795,173378,92782,27800,1382,0,0,0,821137
113.5,0.8810572687224669,Blacks Harbour,PPSA,952,1082,0.01534237507312417,58462200,51508546.255506605,61409.87394957983,54105.61581460778,220800.0,202400,119343,58000,0,18100,187523,50892,5757,35956,142495,117062.0,6566,0,1164894.0,896949,155673,76127,3000,14860,0,18066,219,1164894
113.5,0.8810572687224669,Blackville,PPSA,931,1015,0.01265791596438601,39165847,34507354.18502203,42068.57894736842,37064.827266403896,133116.0,151800,42975,0,0,2000,138398,68484,0,13769,41000,64988.0,86031,0,742561.0,495758,79160,64834,0,17893,82732,309,1875,742561
113.5,0.8810572687224669,Bouctouche,MPSA,2383,2426,0.0116749978593822,155807823,137275614.97797355,65383.05623164079,57606.2169441769,436195.0,315500,120030,31417,0,11500,551800,170000,0,238559,272100,113270.0,137889,0,2398260.0,1819056,177634,143789,153000,60500,0,207,44074,2398260
