municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Centreville,523,535,0.0119000050262801,34856792,30710829.955947135,66647.78585086043,58720.51616815896
Charlo,1376,1449,0.01395600026560185,60993550,53738810.57268722,44326.707848837206,39054.36814875525
Chipman,1291,1432,0.01330000605616821,63571550,56010176.21145374,49242.09914794733,43385.10938145139
Clair,848,863,0.01056121832288842,44816231,39485666.07929515,52849.32900943396,46563.285470866926
Dalhousie,3676,3975,0.01592852666558286,296411972,261155922.46696034,80634.3775843308,71043.5044795866
Dieppe,18565,14951,0.01564500000850164,1897282006,1671614102.2026432,102196.71457042823,90041.15821183103
Doaktown,888,955,0.01230000835690175,53440858,47084456.3876652,60181.1463963964,53023.036472595944
Dorchester,1119,954,0.01484520987874032,37085700,32674625.550660793,33141.823056300265,29199.844102467196
Drummond,839,932,0.01195413904998619,46348800,40835947.136563875,55242.90822407628,48672.16583619056
Edmundston,16643,17373,0.01553150245566318,1142628606,1006721238.7665198,68655.2067535901,60489.16894589436
Eel River Crossing,1168,1335,0.01279999448144183,41170174,36273281.057268724,35248.436643835616,31055.891316154728
Florenceville-Bristol,1539,1481,0.01222947203628538,178952942,157667790.30837002,116278.71474983756,102448.2068280507
Fredericton,50535,47560,0.01406640147664869,5252355062,4627625605.286344,103934.9967745127,91572.68438283059
Fredericton Junction,715,692,0.01295048100774983,32762258,28865425.550660793,45821.33986013986,40371.22454637873
Gagetown,719,682,0.01220000027197214,49269753,43409474.00881057,68525.3866481224,60374.78999834572
Grand Bay-Westfield,4981,4949,0.0137001786802677,284208775,250404207.04845813,57058.57759486047,50271.87453291671
Grand Falls/Grand-Sault,5650,5858,0.01447815091538393,450643044,397042329.51541847,79759.83079646017,70272.97867529531
Grand Manan,2460,2610,0.0110551861230906,156423418,137817989.42731276,63586.75528455285,56023.57293793202
Grande-Anse,758,853,0.01375999274309635,32498709,28633223.788546253,42874.28627968338,37774.70156800297
Hampton,4004,3997,0.01249999837689136,254141953,223913614.97797355,63472.01623376623,55922.481263230155
Hartland,947,902,0.01484989237070058,68452550,60310616.740088105,72283.57972544878,63685.97332638659
Harvey,352,349,0.01094416552563517,14789250,13030176.211453743,42014.91477272727,37017.54605526631
Hillsborough,1292,1288,0.01346034721740269,61569437,54246200.0,47654.363003095976,41986.22291021672
Kedgwick,1146,1184,0.01466444308371359,42161983,37147121.585903086,36790.56108202443,32414.591261695536
Lac Baker,721,700,0.009847472821626535,39599500,34889427.31277533,54923.02357836338,48390.3291439325
Lamèque,1422,1580,0.01500038172108501,73194804,64488814.096916296,51473.13924050633,45350.78347181174
Le Goulet,908,969,0.01565194779049089,17881800,15754889.86784141,19693.61233480176,17351.200294979524
Maisonnette,599,605,0.0141250195129464,21030909,18529435.242290746,35110.031719532555,30933.94865157053
McAdam,1404,1513,0.01561854164847413,42599880,37532933.92070484,30341.79487179487,26732.85891788094
Meductic,155,189,0.009972651341562569,12176100,10727841.40969163,78555.48387096774,69211.88006252664
Memramcook,4638,4719,0.01381199711095854,209252795,184363696.0352423,45117.03212591635,39750.68909772365
Millville,303,319,0.01368010173443075,8492700,7482555.066079295,28028.712871287127,24694.90120818249
Minto,2681,2776,0.01240000372437726,99882470,88002176.21145374,37255.67698619918,32824.38500986712
Miramichi,18129,18508,0.01668201555638408,1254530481,1105313199.1189427,69200.20304484527,60969.34188973152
Moncton,64128,61046,0.01650155996602819,5576120148,4912881187.665198,86952.97136976047,76610.54746234404
Nackawic,977,1042,0.01278766177236776,117169114,103232699.55947137,119927.44524053224,105662.94734848656
New Maryland,4248,4284,0.01184214770177686,290822500,256231277.53303963,68461.04048964218,60318.09734770236
Nigadoo,927,983,0.01375001300328277,33645350,29643480.176211454,36294.87594390507,31977.86426775777
Norton,1314,1370,0.01176708682111031,50415112,44418600.88105727,38367.66514459665,33804.110259556524
Néguac,1623,1697,0.01241572457556257,87045987,76692499.55947137,53632.7707948244,47253.54255050608
Oromocto,8402,8843,0.01277787380985214,843549182,743215138.3259912,100398.61723399191,88456.9314836933
Paquetville,642,667,0.01220401349963577,34239146,30166648.45814978,53332.0031152648,46988.5490002333
Perth-Andover,1797,1908,0.01229999488597868,96949146,85417749.77973568,53950.55425709516,47533.527979819526
Petit-Rocher,1949,1966,0.01458541645432272,77507900,68288898.67841409,39768.03488968702,35037.916202367414
Petitcodiac,1368,1444,0.01279398823878436,75322486,66363423.78854625,55060.29678362573,48511.27469922972
Plaster Rock,1150,1219,0.01538617066398913,55720882,49093288.10572687,48452.94086956522,42689.81574411032
Pointe-Verte,971,1041,0.01549999041512946,28691050,25278458.149779733,29547.94026776519,26033.427548691794
Port Elgin,451,436,0.01297552335396377,19562525,17235704.845814977,43375.88691796009,38216.6404563525
Quispamsis,15239,13757,0.01229000032007778,1177838700,1037743348.0176212,77291.07552989041,68097.86390298716
Rexton,862,810,0.01238500698521184,50840262,44793182.378854625,58979.4222737819,51964.248699367316
Richibucto,1290,1341,0.0127780022629072,90632086,79852058.14977974,70257.43100775193,61900.82027114708
Riverside-Albert,320,393,0.01308341249806031,13210850,11639515.418502202,41283.90625,36373.48568281938
Riverview,17832,17010,0.01546269677622659,1097356900,966834273.1277533,61538.632794975325,54219.05973125579
Rivière-Verte,798,856,0.012,30351500,26741409.691629954,38034.461152882206,33510.53846068917
Rogersville,1165,1248,0.01464899837702742,46040827,40564605.28634361,39520.02317596567,34819.403679264906
Rothesay,11637,11505,0.01229999956878703,961937676,847522181.4977974,82661.99845320958,72829.95458432563
Sackville,5411,5361,0.01534999946502704,489463991,431245807.04845816,90457.21511735354,79697.98688753616
Saint Andrews,1798,1869,0.01097700322769377,226970417,199973935.68281937,126234.93715239155,111220.20894483836
Saint George,1512,1509,0.01249999953615644,107794964,94973536.56387664,71292.9656084656,62813.185558119476
Saint John,68043,69661,0.01785000019946004,5507368790,4852307303.964758,80939.5351468924,71312.36576818714
Saint-Antoine,1546,1472,0.01209249222169388,79178550,69760837.00440529,51215.10349288487,45123.43920077962
Saint-François-de-Madawaska,585,572,0.01375876895710386,37310024,32872267.84140969,63777.818803418806,56191.910840016564
Saint-Hilaire,231,237,0.010890613358398,21810250,19216079.295154184,94416.66666666667,83186.49045521292
Saint-Isidore,796,877,0.01240700693014998,34211958,30142694.273127753,42979.84673366834,37867.70637327607
Saint-Louis-de-Kent,960,991,0.01385600753024469,44331096,39058234.36123348,46178.225,40685.660792951545
Saint-Léolin,733,802,0.01480637827396539,16058890,14148801.762114536,21908.44474761255,19302.59449128859
Saint-Léonard,1352,1385,0.0150219883430529,58762727,51773327.75330396,43463.555473372784,38293.88147433725
Saint-Quentin,2250,2280,0.0133004180874207,105583899,93025461.6740088,46926.17733333333,41344.649632892804
Sainte-Anne-de-Madawaska,1073,1168,0.01471665980421534,34790775,30652665.198237885,32423.83504193849,28567.25554355814
Sainte-Marie-Saint-Raphaël,993,1135,0.01479997722916943,26349500,23215418.50220264,26535.246727089627,23379.072006246366
Salisbury,2036,1954,0.00898829919275233,125631332,110688398.23788546,61704.97642436149,54365.61799503215
Shediac,5497,4892,0.01478200396066109,409413975,360717158.59030837,74479.52974349646,65620.73105153872
Shippagan,2754,2920,0.01480000164482388,186038155,163910268.72246695,67551.98075526507,59517.16366102649
St. Martins,386,374,0.01249644800528723,17951181,15816018.502202643,46505.650259067355,40974.141197416175
St. Stephen,4780,4667,0.01524999871633779,316282584,278663069.6035242,66167.90460251046,58297.713306176614
Stanley,433,460,0.01341700902437714,23106193,20357879.295154184,53363.03233256351,47015.887517677096
Sussex,4241,4182,0.01301571195703872,332553226,292998437.00440526,78413.87078519216,69087.11082395786
Sussex Corner,1413,1321,0.01197099788235824,71022400,62574801.76211453,50263.55272469922,44285.068479911206
Tide Head,1075,1149,0.01390001154072705,45014495,39660348.017621145,41873.948837209304,36893.34699313595
Tracadie-Sheila,4474,4724,0.01369999964680445,327014315,288118339.2070485,73092.15802413947,64398.37711377927
Tracy,619,601,0.011900009270359,21649647,19074578.85462555,34975.197092084,30815.151622981502
Woodstock,5113,5198,0.01418466668096026,381242938,335896861.6740088,74563.45354977508,65694.67273107936
