municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Sackville,5361,5393,0.01680911112238661,357707850,333061312.849162,66724.0906547286,62126.713831218425
Saint Andrews,1869,1752,0.01014731579597117,182005669,169465241.15456235,97381.31032637774,90671.61110463475
Saint George,1509,1414,0.006875195968210315,91063877,84789457.16945995,60347.16832339297,56189.16976107353
Saint John,69661,72494,0.01794999982604512,4224371183,3933306501.862197,60641.839522832,56463.53773075605
Saint-André,415,438,0.01188044419301706,15997550,14895297.951582866,38548.31325301205,35892.284220681606
Saint-Antoine,1472,1463,0.01219755696188902,56653230,52749748.60335195,38487.248641304344,35835.42704032062
Saint-François-de-Madawaska,572,631,0.01253678778590481,33983426,31641923.64990689,59411.58391608392,55318.04833899806
Saint-Hilaire,237,255,0.01089017162692036,19446250,18106378.026070762,82051.68776371308,76398.21951928592
Saint-Isidore,877,912,0.01240679569698301,26005103,24213317.50465549,29652.3409350057,27609.255991625418
Saint-Louis-de-Kent,991,1015,0.01352200880090177,37042795,34490498.1378026,37379.20787083754,34803.73172331241
Saint-Léolin,802,858,0.01462427640577528,14961424,13930562.38361266,18655.142144638405,17369.778533182867
Saint-Léonard,1385,1450,0.01432199891103386,50139300,46684636.871508375,36201.660649819496,33707.31904080027
Saint-Quentin,2280,2424,0.01300043394598476,89492705,83326540.96834263,39251.18640350877,36546.72849488712
Sainte-Anne-de-Madawaska,1168,1273,0.01385872344653198,32048262,29840094.972067036,27438.580479452055,25548.026517180682
Sainte-Marie-Saint-Raphaël,1135,1185,0.01479997816722228,23817400,22176350.09310987,20984.493392070486,19538.634443268606
Salisbury,1954,1882,0.008951198099114977,89498522,83331957.16945995,45802.72364380757,42646.85627915044
Shediac,4892,4664,0.01629478712066094,261500624,243482890.13035378,53454.74734260017,49771.64557039121
Shippagan,2920,2862,0.0151065094845097,148091788,137888070.76350093,50716.36575342466,47221.94204229484
St. Martins,374,386,0.01263371139655644,14636000,13627560.521415269,39133.689839572195,36437.32759736703
St. Stephen,4667,4961,0.01610815683343327,250365392,233114890.1303538,53645.895007499465,49949.62291201067
Stanley,460,426,0.01252152136484583,19869790,18500735.5679702,43195.19565217391,40218.99036515261
Sussex,4182,4293,0.01440061183946675,234806690,218628202.97951582,56146.98469631755,52278.3842610033
Sussex Corner,1321,1337,0.01197076161728944,52841500,49200651.769087516,40001.13550340651,37245.00512421462
Tide Head,1149,1170,0.01366000613208208,38825312,36150197.392923646,33790.523933855526,31462.312787574974
Tracadie-Sheila,4724,4773,0.0134442702121311,245189880,228295977.65363127,51903.02286198137,48326.83692921915
Tracy,601,605,0.01283005821396201,16052850,14946787.709497206,26710.232945091513,24869.8630773664
Woodstock,5198,5092,0.01482375658273947,264625770,246392709.4972067,50909.15159676799,47401.4446897281
