cpi_2002,cpi_deflator_2002,municipality,police_provider_2024,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj,general_govt_exp,police_exp,fire_protection_exp,water_cost_exp,emergency_exp,other_protection_exp,transportation_exp,environ_health_exp,public_health_exp,environ_dev_exp,rec_and_culture_exp,debt_exp,transfers_exp,deficits_exp,total_exp,warrant_rev,uncond_grant_rev,other_govt_serv_rev,sale_of_serv_rev,own_source_rev,cond_transfer_rev,other_transfer_rev,biennial_surplus_rev,total_rev
107.4,0.9310986964618249,Alma,PPSA,290,312,0.01255588246162671,16534481,15395233.70577281,57015.45172413793,53087.01277852693,54353.0,26481,28567,0,1200,1000,67923,35675,100,8299,31700,4893.0,48,0,260239.0,207605,19483,10113,15000,250,7577,0,211,260239
107.4,0.9310986964618249,Aroostook,PPSA,380,397,0.01229991424896384,8396400,7817877.094972067,22095.78947368421,20573.36077624228,37986.0,34580,13350,8813,0,0,27318,20715,0,0,800,350.0,0,8900,152812.0,103275,44682,0,400,4455,0,0,0,152812
107.4,0.9310986964618249,Atholville,MPSA,1381,1376,0.01195911654459812,144537098,134578303.53817505,104661.18609703114,97449.89394509417,353091.0,125671,99600,169855,4000,7700,369507,80428,0,116792,282691,318337.0,14000,0,1941672.0,1728536,119473,0,3100,88597,0,0,1966,1941672
107.4,0.9310986964618249,Baker-Brook,PPSA,599,629,0.01315000524157981,22798470,21227625.69832402,38060.884808013354,35438.44023092491,101567.0,54509,46846,32827,0,0,94016,16050,0,11609,15934,32506.0,5000,3790,414654.0,299800,65218,40636,0,9000,0,0,0,414654
107.4,0.9310986964618249,Balmoral,PPSA,1836,1975,0.01414089980331813,55460120,51638845.437616386,30207.037037037036,28125.73280915925,232252.0,169076,61600,172082,0,2500,257345,97200,0,23900,13700,55615.0,1910,0,1087180.0,784256,202097,91699,0,5973,0,58,3097,1087180
107.4,0.9310986964618249,Bas-Caraquet,PPSA,1689,1775,0.0139481511205643,44034510,41000474.86033519,26071.349911190053,24274.999917309175,233227.0,153699,33000,40000,0,4000,211730,65000,0,42178,58000,97728.0,743,0,939305.0,614200,232107,50425,1750,22475,0,18000,348,939305
107.4,0.9310986964618249,Bath,PPSA,592,629,0.01380003059195432,20593650,19174720.67039106,34786.57094594595,32389.730862147062,66998.0,53872,34388,9014,0,3600,89686,26133,0,17628,66654,6973.0,0,333,375279.0,284193,45620,1063,37389,6430,0,584,0,375279
107.4,0.9310986964618249,Bathurst,municipal,12924,13815,0.01696000059793197,751389832,699618093.1098696,58139.10801609409,54133.24768723844,2076128.0,3230703,1460420,449383,500,126676,3683139,320530,0,364859,2155400,2514617.0,103014,123257,16608626.0,12743572,2426703,157833,959150,321368,0,0,0,16608626
107.4,0.9310986964618249,Belledune,PPSA,1923,2060,0.008797336370319266,334642314,311585022.3463687,174020.96411856473,162030.69284782562,681178.0,434500,198160,16428,381178,7000,842700,156000,0,276000,232200,426534.0,407392,0,4059270.0,2943961,40828,403178,47037,6400,13400,2079,39182,4059270
107.4,0.9310986964618249,Beresford,municipal,4414,4720,0.01549938143745957,149853077,139528004.65549347,33949.49637516991,31610.331820456155,391866.0,744493,68246,0,150,25688,607627,187252,0,52722,357149,574933.0,10000,15507,3035633.0,2322630,515752,68508,90994,1050,36699,0,0,3035633
107.4,0.9310986964618249,Bertrand,PPSA,1269,1379,0.01418995953550063,32645900,30396554.93482309,25725.68951930654,23953.15597700795,134897.0,115979,31800,0,0,2000,218350,67550,0,17096,38032,53312.0,0,35141,714157.0,463244,146041,80622,14300,2950,7000,0,0,714157
107.4,0.9310986964618249,Blacks Harbour,PPSA,1082,1148,0.01448253923904384,52970200,49320484.17132215,48955.82255083179,45582.70256129589,204605.0,173800,101388,58000,4253,4950,156170,49705,16658,28395,140551,106732.0,28300,0,1073507.0,767143,149628,39147,67285,10556,0,23200,62,1073507
107.4,0.9310986964618249,Blackville,PPSA,1015,957,0.01203499588240014,35383477,32945509.310986962,34860.5684729064,32458.62986304134,123809.0,173800,44475,0,1000,2500,112516,43560,0,6100,34982,13187.0,21153,0,577082.0,425840,74103,63021,0,14056,0,0,62,577082
107.4,0.9310986964618249,Bouctouche,MPSA,2426,2459,0.01067388430962806,124164265,115609185.28864059,51180.65333882935,47654.239607848554,306963.0,275500,94680,31417,0,7150,429500,141000,0,172551,196250,138136.0,91880,0,1885027.0,1325315,170736,132615,100000,54350,0,2074,467,1885027
107.4,0.9310986964618249,Cambridge-Narrows,PPSA,654,634,0.01109999531247558,47999750,44692504.655493475,73394.1131498471,68337.16308179431,105053.0,59514,31970,0,1000,2000,204600,43610,5000,31595,37700,700.0,52988,3509,579239.0,532797,39543,0,0,2300,4584,15,0,579239
107.4,0.9310986964618249,Campbellton,MPSA,7798,8404,0.01662900007530464,349234769,325172038.1750465,44785.17171069505,41699.415000647154,926218.0,1762216,507083,12500,2500,63980,1974319,385680,0,237849,1235219,1449306.0,45535,46862,8649267.0,5807425,1903426,340448,37500,161500,50500,348468,0,8649267
107.4,0.9310986964618249,Canterbury,PPSA,399,433,0.01227241585818661,10436250,9717178.77094972,26156.015037593985,24353.831506139646,46034.0,36309,32500,0,0,5000,41400,22500,0,0,5000,0.0,0,1493,190236.0,128078,33796,28362,0,0,0,0,0,190236
107.4,0.9310986964618249,Cap-Pelé,PPSA,2266,2242,0.01085343567173368,109985173,102407051.2104283,48537.14607237423,45192.87343796483,374846.0,258000,91301,0,4000,0,290688,77882,0,88632,446303,324170.0,1520,0,1957342.0,1193717,194250,74706,215601,82110,0,60000,10413,1957342
107.4,0.9310986964618249,Caraquet,PPSA,4442,4653,0.01401821532911412,207859983,193538159.2178771,46794.233003151734,43570.049351165486,753081.0,758270,111699,75000,5500,14227,769402,220000,0,346359,469904,502189.0,2021,0,4027652.0,2913826,595012,195701,111505,206260,2500,0,2848,4027652
107.4,0.9310986964618249,Centreville,PPSA,535,559,0.01150043304695822,30135300,28058938.54748603,56327.66355140187,52446.61410745052,91522.0,48685,32000,0,1200,5300,112265,30500,0,23900,55450,33700.0,0,5346,439868.0,346569,24369,54829,9000,5000,0,101,0,439868
107.4,0.9310986964618249,Charlo,PPSA,1449,1610,0.01395600741502144,48739441,45381229.98137802,33636.60524499655,31318.999297017268,204148.0,131859,58000,15000,500,2000,340216,86500,0,123000,14000,113459.0,12549,0,1101231.0,680208,201589,119534,14000,79000,0,4916,1984,1101231
