cpi_2002,cpi_deflator_2002,municipality,police_provider_2024,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj,general_govt_exp,police_exp,fire_protection_exp,water_cost_exp,emergency_exp,other_protection_exp,transportation_exp,environ_health_exp,public_health_exp,environ_dev_exp,rec_and_culture_exp,debt_exp,transfers_exp,deficits_exp,total_exp,warrant_rev,uncond_grant_rev,other_govt_serv_rev,sale_of_serv_rev,own_source_rev,cond_transfer_rev,other_transfer_rev,biennial_surplus_rev,total_rev
131.2,0.7621951219512195,Alma,PPSA,213,232,0.01522412763632866,27550150,20998589.93902439,129343.42723004695,98584.92929119432,121297.0,53406,47878,0,2000,1000,127516,36574,100,16760,49415,22648.0,0,0,478594.0,419427,4310,17264,22000,4500,0,0,11093,478594
131.2,0.7621951219512195,Aroostook,PPSA,306,351,0.01209996160762998,9897800,7544054.87804878,32345.75163398693,24653.774111270523,75286.0,46504,8000,20000,0,0,46813,27607,0,0,11000,600.0,16014,0,251824.0,119763,109861,0,0,2000,0,0,20200,251824
131.2,0.7621951219512195,Atholville,MPSA,3570,3780,0.01358321178502893,217197600,165546951.2195122,60839.663865546216,46371.695019471204,513981.0,632857,301340,133466,5000,6213,746091,264296,0,206921,297900,326245.0,96650,0,3530960.0,2950241,290668,1783,53000,147787,0,85273,2208,3530960
131.2,0.7621951219512195,Baker-Brook,PPSA,564,585,0.01578316886812881,25861600,19711585.36585366,45853.90070921986,34949.61944300294,158979.0,80129,60185,89078,0,1392,104250,25147,0,21393,13500,44566.0,12300,0,610919.0,408178,102365,56000,19060,4500,0,0,20816,610919
131.2,0.7621951219512195,Balmoral,PPSA,1674,1719,0.01429099850890732,95567500,72841082.31707317,57089.30704898447,43513.19134831133,336222.0,279788,99777,150000,0,2575,325498,101267,0,32900,191106,239411.0,0,57,1758601.0,1365755,121951,161345,100000,9550,0,0,0,1758601
131.2,0.7621951219512195,Bas-Caraquet,PPSA,1305,1380,0.01449498953249124,66730300,50861509.146341465,51134.32950191571,38974.33651060649,353845.0,207945,46000,0,0,3000,310510,86353,0,85322,142675,53248.0,73500,0,1362398.0,967255,212802,91155,8000,14841,1000,65000,2345,1362398
131.2,0.7621951219512195,Bath,PPSA,476,532,0.01459998249720067,22282150,16983346.036585364,46811.23949579832,35679.29839618774,101785.0,84056,43938,0,0,8853,61716,38612,0,23329,70161,72157.0,0,0,504607.0,325319,105894,35739,13985,10725,12552,0,393,504607
131.2,0.7621951219512195,Bathurst,municipal,11897,12275,0.01775000038642624,1035126400,788968292.6829269,87007.34638984618,66316.57499226081,3692203.0,5529305,2333846,924383,11000,316896,5087238,366827,0,673229,3276771,2547900.0,101925,0,24861523.0,18373494,3639211,1194795,1176900,457348,0,0,19775,24861523
131.2,0.7621951219512195,Belledune,PPSA,1417,1548,0.01159542334236329,386450056,294550347.5609756,272724.1044460127,207868.98204726577,1089843.0,776529,238500,37614,5000,10000,787500,198000,32000,526048,390000,457580.0,475893,0,5024507.0,4481052,344927,37380,106800,13500,8600,0,32248,5024507
131.2,0.7621951219512195,Beresford,municipal,4288,4351,0.01559267193560834,273799450,208688605.18292683,63852.483675373136,48668.05158183928,732196.0,1074484,128380,250000,0,32608,856621,201529,0,190765,615276,449792.0,698000,836,5230487.0,4269265,788591,72031,78100,3300,19200,0,0,5230487
