municipality,general_govt_exp,general_govt_exp_adj,general_govt_exp_capita,general_govt_exp_capita_adj,police_exp,police_exp_adj,police_exp_capita,police_exp_capita_adj,fire_protection_exp,fire_protection_exp_adj,fire_protection_exp_capita,fire_protection_exp_capita_adj,water_cost_exp,water_cost_exp_adj,water_cost_exp_capita,water_cost_exp_capita_adj,emergency_exp,emergency_exp_adj,emergency_exp_capita,emergency_exp_capita_adj,other_protection_exp,other_protection_exp_adj,other_protection_exp_capita,other_protection_exp_capita_adj,transportation_exp,transportation_exp_adj,transportation_exp_capita,transportation_exp_capita_adj,environ_health_exp,environ_health_exp_adj,environ_health_exp_capita,environ_health_exp_capita_adj,public_health_exp,public_health_exp_adj,public_health_exp_capita,public_health_exp_capita_adj,environ_dev_exp,environ_dev_exp_adj,environ_dev_exp_capita,environ_dev_exp_capita_adj,rec_and_culture_exp,rec_and_culture_exp_adj,rec_and_culture_exp_capita,rec_and_culture_exp_capita_adj,debt_exp,debt_exp_adj,debt_exp_capita,debt_exp_capita_adj,transfers_exp,transfers_exp_adj,transfers_exp_capita,transfers_exp_capita_adj,deficits_exp,deficits_exp_adj,deficits_exp_capita,deficits_exp_capita_adj,total_exp,total_exp_adj,total_exp_capita,total_exp_capita_adj
Alma,121297.0,92451.98170731707,569.4694835680751,434.046862475667,53406,40705.79268292683,250.73239436619718,191.10700790106495,47878,36492.37804878049,224.7793427230047,171.32571853887555,0,0.0,0.0,0.0,2000,1524.3902439024391,9.389671361502348,7.156761708462155,1000,762.1951219512196,4.694835680751174,3.5783808542310775,127516,97192.0731707317,598.6666666666666,456.30081300813004,36574,27876.524390243903,171.70892018779344,130.87570136264745,100,76.21951219512195,0.4694835680751174,0.35783808542310774,16760,12774.390243902439,78.68544600938966,59.97366311691286,49415,37663.87195121951,231.99530516431926,176.82568991182868,22648.0,17262.19512195122,106.32863849765258,81.04316958662544,0,0.0,0.0,0.0,0,0.0,0.0,0.0,478594.0,364782.01219512196,2246.9201877934274,1712.5916065498684
Aroostook,75286.0,57382.62195121952,246.03267973856208,187.5249083373187,46504,35445.12195121951,151.9738562091503,115.83373186673042,8000,6097.5609756097565,26.143790849673202,19.926669854933845,20000,15243.90243902439,65.359477124183,49.81667463733461,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46813,35680.64024390244,152.98366013071896,116.60339948987725,27607,21041.920731707316,90.21895424836602,68.76444683564482,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11000,8384.146341463415,35.947712418300654,27.399171050534033,600.0,457.3170731707317,1.9607843137254901,1.4945002391200382,16014,12205.792682926829,52.333333333333336,39.88821138211382,0,0.0,0.0,0.0,251824.0,191939.0243902439,822.9542483660131,627.2517136936075
Atholville,513981.0,391753.81097560975,143.97226890756303,109.73496105759376,632857,482360.51829268294,177.27086834733893,135.1149911183986,301340,229679.8780487805,84.40896358543418,64.33610029377604,133466,101727.13414634147,37.385434173669466,28.494995559199293,5000,3810.9756097560976,1.4005602240896358,1.0675001708000273,6213,4735.518292682927,1.7403361344537815,1.326475712236114,746091,568666.9207317074,208.9890756302521,159.29045398647264,264296,201445.1219512195,74.03249299719889,56.4272050283528,0,0.0,0.0,0.0,206921,157714.17682926828,57.96106442577031,44.17764056842249,297900,227057.92682926828,83.4453781512605,63.601660176265625,326245.0,248662.3475609756,91.38515406162465,69.65331864453098,96650,73666.15853658537,27.07282913165266,20.63477830156453,0,0.0,0.0,0.0,3530960.0,2691280.487804878,989.0644257703082,753.8600806176129
Baker-Brook,158979.0,121173.01829268293,281.8776595744681,214.84577711468606,80129,61073.93292682927,142.07269503546098,108.28711511849161,60185,45872.71341463415,106.71099290780141,81.33459825289742,89078,67894.81707317074,157.93971631205673,120.3808813354091,0,0.0,0.0,0.0,1392,1060.9756097560976,2.4680851063829787,1.881162428645563,104250,79458.84146341463,184.8404255319149,140.88447067981318,25147,19166.920731707316,44.586879432624116,33.98390200657325,0,0.0,0.0,0.0,21393,16305.640243902439,37.930851063829785,28.91070965230929,13500,10289.634146341463,23.93617021276596,18.244032174364296,44566.0,33967.98780487805,79.01773049645391,60.22692873205328,12300,9375.0,21.80851063829787,16.622340425531913,0,0.0,0.0,0.0,610919.0,465639.48170731706,1083.1897163120568,825.6019179207749
Balmoral,336222.0,256266.76829268294,200.8494623655914,153.08648046157882,279788,213253.04878048782,167.13739545997612,127.3913075152257,99777,76049.54268292683,59.60394265232975,45.42983433866596,150000,114329.26829268293,89.60573476702508,68.29705393828132,0,0.0,0.0,0.0,2575,1962.6524390243903,1.538231780167264,1.1724327592738293,325498,248092.98780487807,194.44324970131422,148.20369641868461,101267,77185.21341463414,60.49402628434886,46.10825174111956,0,0.0,0.0,0.0,32900,25076.219512195123,19.65352449223417,14.979820497129703,191106,145660.06097560975,114.16129032258064,87.01317859952793,239411.0,182477.8963414634,143.0173237753883,109.00710653611912,0,0.0,0.0,0.0,57,43.44512195121951,0.034050179211469536,0.025952880496546902,1758601.0,1340397.1036585367,1050.5382317801673,800.7151156861031
Bas-Caraquet,353845.0,269698.93292682926,271.1455938697318,206.66584898607607,207945,158494.66463414635,159.3448275862069,121.45185029436502,46000,35060.9756097561,35.24904214559387,26.866647976824595,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3000,2286.5853658536585,2.2988505747126435,1.7521726941407345,310510,236669.20731707316,237.93869731800766,181.35571441921314,86353,65817.83536585367,66.17088122605364,50.43512288571162,0,0.0,0.0,0.0,85322,65032.012195121955,65.3808429118774,49.83295953649192,142675,108746.18902439025,109.32950191570882,83.33041304550977,53248.0,40585.365853658535,40.80306513409962,31.099897205868608,73500,56021.34146341463,56.32183908045977,42.928231006447994,0,0.0,0.0,0.0,1362398.0,1038413.1097560975,1043.983141762452,795.7188580506495
Bath,101785.0,77580.03048780488,213.83403361344537,162.98325732732118,84056,64067.07317073171,176.58823529411765,134.59469153515064,43938,33489.329268292684,92.30672268907563,70.3557337569174,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8853,6747.713414634147,18.59873949579832,14.175868518138964,61716,47039.634146341465,129.65546218487395,98.82276081164173,38612,29429.878048780487,81.11764705882354,61.82747489239598,0,0.0,0.0,0.0,23329,17781.25,49.010504201680675,37.355567226890756,70161,53476.37195121951,147.39705882352942,112.34531922525107,72157.0,54997.71341463415,151.5903361344538,115.54141473662636,0,0.0,0.0,0.0,0,0.0,0.0,0.0,504607.0,384608.993902439,1060.0987394957983,808.0020880303341
Bathurst,3692203.0,2814179.1158536584,310.3473985038245,236.54527324986623,5529305,4214409.298780488,464.7646465495503,354.24134645544996,2333846,1778846.036585366,196.17096747079097,149.52055447468823,924383,704560.2134146341,77.69883163822813,59.22167045596655,11000,8384.146341463415,0.9246028410523661,0.7047277751923522,316896,241536.58536585365,26.63663108346642,20.302310277032333,5087238,3877467.987804878,427.60679162814154,325.91981069218104,366827,279593.75,30.833571488610573,23.50119778095318,0,0.0,0.0,0.0,673229,513131.85975609755,56.58813146171304,43.13119776045201,3276771,2497538.8719512196,275.4283432798184,209.93013969498358,2547900.0,1941996.9512195121,214.1632344288476,163.2341725829631,101925,77686.73780487805,8.567285870387492,6.529943498770955,0,0.0,0.0,0.0,24861523.0,18949331.55487805,2089.7304362444315,1592.7823446984994
Belledune,1089843.0,830673.018292683,769.1199717713479,586.219490679381,776529,591866.6158536585,548.0091743119266,417.689919445066,238500,181783.53658536586,168.31333803810867,128.28760521197307,37614,28669.20731707317,26.54481298517996,20.232326970411552,5000,3810.9756097560976,3.5285815102328866,2.689467614506773,10000,7621.951219512195,7.057163020465773,5.378935229013546,787500,600228.6585365854,555.7515878616796,423.5911492848168,198000,150914.63414634147,139.7318278052223,106.50291753446822,32000,24390.243902439026,22.582921665490474,17.212592732843348,526048,400951.21951219515,371.2406492589979,282.9578119352118,390000,297256.09756097564,275.22935779816515,209.77847393152834,457580.0,348765.243902439,322.92166549047283,246.12931820920184,475893,362723.3231707317,335.8454481298518,255.97976229409437,0,0.0,0.0,0.0,5024507.0,3829654.725609756,3545.876499647142,2702.6497710725166
Beresford,732196.0,558076.2195121951,170.75466417910448,130.14837208773207,1074484,818966.4634146341,250.5792910447761,190.99031329632325,128380,97850.60975609756,29.93936567164179,22.81963846923917,250000,190548.78048780488,58.30223880597015,44.43768201674554,0,0.0,0.0,0.0,32608,24853.658536585368,7.604477611940299,5.796095740808155,856621,652912.3475609756,199.77168843283582,152.26500642746632,201529,153604.42073170733,46.998367537313435,35.82192647661085,0,0.0,0.0,0.0,190765,145400.1524390244,44.48810634328358,33.90861763969785,615276,468960.3658536585,143.48787313432837,109.36575696214051,449792.0,342829.26829268294,104.8955223880597,79.95085547870404,698000,532012.1951219513,162.77985074626866,124.07000819075357,836,637.1951219512196,0.19496268656716417,0.1485996086639971,5230487.0,3986651.676829268,1219.7964085820895,929.7228723948853
