municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Alma,301,290,0.01309398553502628,22177434,19134973.25280414,73679.18272425249,63571.339710312765
Aroostook,346,380,0.01229990214687401,8482100,7318464.19327006,24514.739884393064,21151.630616387458
Atholville,1317,1381,0.01236790734810797,156852404,135334257.11820534,119098.25664388762,102759.49667289699
Baker-Brook,525,599,0.01386498410276318,22686647,19574328.731665228,43212.66095238095,37284.43567936234
Balmoral,1706,1836,0.01429099234974329,61402384,52978761.00086281,35992.01875732708,31054.373388547952
Bas-Caraquet,1471,1689,0.01429508351706085,50010201,43149440.034512505,33997.417403127125,29333.405869824954
Bath,512,592,0.01435001248996043,21164999,18261431.406384815,41337.888671875,35666.85821559534
Bathurst,12714,12924,0.01754999989370315,908775732,784103306.2985332,71478.34922133082,61672.43246016464
Belledune,1711,1923,0.01089566731281899,364659629,314632984.4693701,213126.60958503798,183888.36029770318
Beresford,4264,4414,0.01559329108684089,217051550,187274849.0077653,50903.27157598499,43919.99273165227
Bertrand,1179,1269,0.01438000750737687,40227100,34708455.56514236,34119.67769296013,29438.89360911142
Blacks Harbour,952,1082,0.0155144001856874,58804207,50737020.70750647,61769.125,53295.18981880932
Blackville,931,1015,0.01265499289312528,40412982,34868836.92838654,43408.143931256716,37453.10088978146
Bouctouche,2383,2426,0.01167499712250916,167220341,144279845.55651423,70172.19513218632,60545.46603294765
Cambridge-Narrows,717,654,0.01067295045060295,63360549,54668290.76790336,88368.96652719665,76245.87275858209
Campbellton,7384,7798,0.01750399902915601,404134963,348692806.7299396,54731.17050379198,47222.75280741327
Canterbury,360,399,0.0128967399479939,11633250,10037316.652286453,32314.583333333332,27881.435145240146
Cap-Pelé,2279,2266,0.01200399705083298,151971047,131122559.96548748,66683.21500658183,57535.12942759433
Caraquet,4156,4442,0.01471700017636041,252420599,217791716.1345988,60736.42901828681,52404.16653864263
Centreville,523,535,0.01199742648968792,35263896,30426139.775668677,67426.18738049713,58176.17547929001
Charlo,1376,1449,0.01395599459209809,63598047,54873207.075064704,46219.510901162794,39878.78421152958
Chipman,1291,1432,0.01325134641932494,66590139,57454822.26056945,51580.27807900852,44504.122587582846
Clair,848,863,0.01084717120680301,45910956,39612559.102674715,54140.27830188679,46712.923470135276
Dalhousie,3676,3975,0.01641787036690073,291016185,251092480.58671266,79166.53563656149,68305.89787451379
Dieppe,18565,14951,0.01564499998960157,2030115118,1751609247.6272647,109351.74349582547,94350.08066939212
Doaktown,888,955,0.0127000072471257,53828237,46443690.2502157,60617.38400900901,52301.45298447714
Dorchester,1119,954,0.01483259835752841,37375380,32247955.133735977,33400.69705093834,28818.54793005896
Drummond,839,932,0.01205466065463198,47072250,40614538.395168245,56105.18474374255,48408.26983929469
Edmundston,16643,17373,0.01566951507471248,1166322245,1006317726.488352,70078.8466622604,60464.92378107024
Eel River Crossing,1168,1335,0.01280000286642632,41863975,36120772.21742882,35842.44434931507,30925.318679305496
Florenceville-Bristol,1539,1481,0.01253005592133222,190835940,164655685.93615183,123999.96101364522,106988.74979607007
Fredericton,50535,47560,0.01414999277707315,5537706643,4778004006.039689,109581.60963688533,94548.4121112039
