municipality,latest_census_pop,penult_census_pop,average_tax_rate,rateable_tax_base,rateable_tax_base_adj,rateable_tax_base_capita,rateable_tax_base_capita_adj
Fredericton Junction,715,692,0.01294955310070875,33748655,29118770.491803277,47200.91608391608,40725.5531353892
Gagetown,719,682,0.01220000773321481,52242180,45075220.01725625,72659.49930458971,62691.54383484875
Grand Bay-Westfield,4981,4949,0.01370016578212647,308433129,266120042.27782568,61921.92913069665,53427.03117402644
Grand Falls/Grand-Sault,5650,5858,0.01447574878173969,481199702,415185247.62726486,85168.08884955752,73484.11462429467
Grand Manan,2460,2610,0.01105699990515324,158666457,136899445.21138912,64498.55975609756,55650.18098023948
Grande-Anse,758,853,0.01375999581211211,32398193,27953574.63330457,42741.67941952507,36878.06679855484
Hampton,4004,3997,0.01249999833559108,285386598,246235201.0353753,71275.37412587412,61497.302955887935
Hartland,947,902,0.01482172967054844,69972805,60373429.68075927,73888.9176346357,63752.30166922838
Harvey,352,349,0.01084613328732843,15494001,13368421.915444348,44017.048295454544,37978.47135069417
Hillsborough,1292,1288,0.01346047148125322,63289685,54607148.403796375,48985.82430340557,42265.59473978048
Kedgwick,1146,1184,0.01486704811108309,42761145,36894861.94995686,37313.39005235602,32194.46941532012
Lac Baker,721,700,0.01005212179781114,41124253,35482530.62985332,57037.79889042996,49212.94123419323
Lamèque,1422,1580,0.01500017916349197,75210635,64892696.289905086,52890.741912798876,45634.80751751413
Le Goulet,908,969,0.01597415949638508,18188500,15693270.060396893,20031.38766519824,17283.337070921687
Maisonnette,599,605,0.01412461120624403,21794653,18804704.918032784,36385.06343906511,31393.497358986282
McAdam,1404,1513,0.01561355179910063,43751416,37749280.41415013,31161.97720797721,26886.95186193029
Meductic,155,189,0.01006933807924464,12698650,10956557.37704918,81926.7741935484,70687.46694870439
Memramcook,4638,4719,0.0138119999087226,224064221,193325471.0957722,48310.52630444157,41682.939002969426
Millville,303,319,0.01367982914422845,8709100,7514322.69197584,28742.904290429044,24799.744858006074
Minto,2681,2776,0.01249999854061997,102783372,88682805.86712682,38337.69936590824,33078.25657110288
Miramichi,18129,18508,0.01697139970038666,1213045439,1046631094.9094046,66911.87815102874,57732.42290856664
Moncton,64128,61046,0.01646866665589478,5905557507,5095390428.817946,92090.15573540419,79456.56232562916
Nackawic,977,1042,0.01277742476069838,120186190,103698179.46505608,123015.54759467758,106139.38532759066
New Maryland,4248,4284,0.01175914701218601,306367800,264338050.04314062,72120.48022598871,62226.47129075815
Nigadoo,927,983,0.01374997900441747,35721800,30821225.194132872,38534.84358144552,33248.35511772694
Norton,1314,1370,0.01168830934668075,53242944,45938691.97584124,40519.74429223744,34960.95279744387
Néguac,1623,1697,0.01271608680109705,91012905,78527096.6350302,56076.95933456562,48383.916595828836
Oromocto,8402,8843,0.01237362358621096,888522503,766628561.691113,105751.30956915021,91243.58030125125
Paquetville,642,667,0.01220391423348735,35867099,30946591.026747193,55867.7554517134,48203.41281424797
Perth-Andover,1797,1908,0.01229999555151682,99269792,85651244.1760138,55241.954368391765,47663.463648310404
Petit-Rocher,1949,1966,0.01458232920067598,83081652,71683910.26747195,42627.83581323756,36779.841081309365
Petitcodiac,1368,1444,0.01279400430114061,79511932,68603910.26747195,58122.757309941524,50149.05721306429
Plaster Rock,1150,1219,0.01556118523015945,56881914,49078441.76013805,49462.53391304348,42676.905878380916
Pointe-Verte,971,1041,0.01550000412919423,30272250,26119283.865401205,31176.364572605562,26899.36546385294
Port Elgin,451,436,0.01297532199460982,20065398,17312681.622088004,44490.90465631929,38387.32066981819
Quispamsis,15239,13757,0.01207030955570766,1355243950,1169321786.022433,88932.60384539668,76732.18623416452
Rexton,862,810,0.01222866832876023,56764153,48976836.06557377,65851.6856148492,56817.67525008557
Richibucto,1290,1341,0.01277799595619597,96335529,83119524.59016393,74678.70465116279,64433.73999237514
Riverside-Albert,320,393,0.01312610953187484,13491050,11640250.215703191,42159.53125,36375.78192407247
Riverview,17832,17010,0.01570174871044078,1163042750,1003488136.3244176,65222.22689546882,56274.57022904989
Rivière-Verte,798,856,0.01200057701449015,30806852,26580545.297670405,38605.07769423559,33308.95400710577
Rogersville,1165,1248,0.01464899596697273,47634937,41100031.924072474,40888.35793991416,35278.997359718865
Rothesay,11637,11505,0.01210000044907863,1073976737,926640842.9680759,92289.8287359285,79628.84274023166
Sackville,5411,5361,0.01534999964245282,510701836,440640065.57377046,94382.15413047496,81434.12780886536
Saint Andrews,1798,1869,0.01097699668075293,238606522,205872754.09836063,132706.63070077865,114500.97558307042
Saint George,1512,1509,0.0125000014220926,114268227,98592085.41846418,75574.2242063492,65206.40570004245
Saint John,68043,69661,0.01784999813692209,5861161228,5057084752.372735,86139.07717178843,74321.89574787613
Saint-Antoine,1546,1472,0.01209203897166103,85967801,74174116.4797239,55606.59831824062,47978.083104607955
Saint-François-de-Madawaska,585,572,0.01382581570793518,35414330,30555936.151855044,60537.31623931624,52232.3694903505
Saint-Hilaire,231,237,0.01089413060314533,22337900,19273425.366695426,96700.8658008658,83434.74184716636
Saint-Isidore,796,877,0.01240700432980397,36271850,31295815.358067296,45567.650753768845,39316.35095234585
Saint-Louis-de-Kent,960,991,0.01385599165177134,45591468,39336900.77653149,47491.1125,40975.938308886965
Saint-Léolin,733,802,0.01498729313229652,16547351,14277265.746333044,22574.830832196454,19477.852314233347
Saint-Léonard,1352,1385,0.01502198519503138,61244169,52842251.07851596,45298.94156804734,39084.50523558873
Saint-Quentin,2250,2280,0.0133004272944212,109237092,94251157.89473684,48549.818666666666,41889.40350877193
Sainte-Anne-de-Madawaska,1073,1168,0.01471665633433466,35601837,30717719.58584987,33179.71761416589,28627.884050186272
Sainte-Marie-Saint-Raphaël,993,1135,0.01479996719728102,27436750,23672778.257118203,27630.161127895266,23839.655848054586
Salisbury,2036,1954,0.008987839886884128,133908705,115538140.63848144,65770.48379174853,56747.61328019717
Shediac,5497,4892,0.01478310235024242,440033076,379666157.03192407,80049.67727851555,69067.88376058287
Shippagan,2754,2920,0.01490000049724484,194873819,168139619.49956858,70760.28286129267,61052.87563528271
St. Martins,386,374,0.01233489407170731,19232350,16593917.169974115,49824.74093264249,42989.422720140195
St. Stephen,4780,4667,0.01549999957175473,332753235,287103740.2933563,69613.64748953976,60063.54399442601
Stanley,433,460,0.01342461300161588,23532075,20303774.805867124,54346.5935334873,46890.934886529154
Sussex,4241,4182,0.0125561305078859,362761282,312995066.4365832,85536.73237443999,73802.1849650043
Sussex Corner,1413,1321,0.01160000400489097,79902300,68940724.76272649,56547.983014861995,48790.32184198619
Tide Head,1075,1149,0.01390000716822476,46622422,40226421.05263158,43369.69488372093,37419.92656058752
Tracadie-Sheila,4474,4724,0.01389999628975685,358763549,309545771.35461605,80188.54470272687,69187.70034747788
Tracy,619,601,0.0119000385132749,22007996,18988779.982743744,35554.11308562197,30676.542783107827
Woodstock,5113,5198,0.01418341681978629,392574869,338718610.00862813,76779.75141795423,66246.5499723505
